Unique Well Identifier,Status,Surface Latitude,Surface Longitude
100/06-06-009-08W4/0,Closed,49.704093,-111.079944
100/06-06-010-07W4/0,Closed,49.791113,-110.945158
100/06-06-010-08W4/0,Closed,49.789984,-111.079449
100/06-06-013-25W4/0,Closed,50.055255,-113.406676
100/06-06-014-12W4/0,Closed,50.141214,-111.631991
100/06-06-017-28W4/0,Closed,50.401398,-113.843951
100/06-06-018-20W4/0,Closed,50.488718,-112.747402
100/06-06-019-25W4/0,Active,50.576566,-113.456536
100/06-06-021-03W4/0,Closed,50.750724,-110.414073
100/06-06-021-04W4/0,Closed,50.750822,-110.551634
100/06-06-021-05W4/0,Closed,50.752168,-110.688696
100/06-06-021-27W4/0,Active,50.753661,-113.737475
100/06-06-025-05W4/0,Closed,51.100760,-110.694932
100/06-06-027-08W4/0,Active,51.277196,-111.120265
100/06-06-033-09W4/0,Closed,51.798710,-111.273856
100/06-06-035-09W4/0,Closed,51.974202,-111.280640
100/06-06-038-28W4/4,Closed,52.236040,-113.996768
100/03-06-045-23W4/0,Closed,52.847585,-113.333702
100/06-06-046-04W4/0,Closed,52.935650,-110.578049
102/06-06-049-10W5/0,Closed,53.198056,-115.457611
100/06-06-051-07W4/0,Active,53.370544,-111.030967
100/06-06-124-17W5/0,Active,59.739782,-116.954403
102/06-07-006-12W4/0,Closed,49.456320,-111.610714
100/06-07-006-15W4/0,Active,49.457199,-112.015312
100/06-07-013-01W4/3,Closed,50.067842,-110.132819
100/06-07-015-10W4/0,Closed,50.243914,-111.373260
100/06-07-017-27W4/0,Closed,50.416842,-113.704055
100/02-07-017-28W4/0,Closed,50.415894,-113.840152
100/06-07-017-29W4/0,Closed,50.415591,-113.980984
100/06-07-020-26W4/0,Closed,50.678640,-113.597264
100/06-07-021-03W4/0,Closed,50.766959,-110.410205
100/06-07-021-05W4/0,Closed,50.767807,-110.686134
100/06-07-022-25W4/0,Closed,50.855751,-113.460952
102/06-07-022-25W4/0,Closed,50.853449,-113.457300
100/06-07-023-07W4/2,Closed,50.941659,-110.974930
100/06-07-027-08W4/0,Closed,51.291684,-111.120946
102/06-07-028-07W4/0,Closed,51.377175,-110.982671
100/06-07-029-07W4/0,Closed,51.465212,-110.981789
100/06-07-030-06W4/0,Closed,51.550867,-110.842441
100/06-07-035-09W4/0,Closed,51.987762,-111.282457
100/06-07-038-10W4/0,Closed,52.251547,-111.427123
100/06-07-047-08W4/0,Closed,53.036437,-111.168928
103/06-07-048-09W5/0,Closed,53.124260,-115.309726
100/06-07-049-27W4/0,Closed,53.213112,-113.942993
100/06-07-057-01W5/0,Closed,53.910819,-114.139943
100/06-07-065-15W5/0,Active,54.607248,-116.258179
100/06-07-071-06W6/0,Closed,55.133310,-118.911991
100/06-07-073-02W5/0,Closed,55.306593,-114.300260
100/06-07-081-09W5/0,Closed,56.004354,-115.398515
100/06-07-087-01W6/0,Active,56.528067,-118.151274
102/06-07-087-01W6/0,Closed,56.530130,-118.147865
100/06-07-112-01W6/0,Active,58.707229,-118.157402
102/06-08-010-08W4/0,Closed,49.804443,-111.054297
100/06-08-011-05W4/0,Closed,49.894324,-110.655809
100/06-08-011-12W4/0,Closed,49.893631,-111.611729
100/06-08-017-26W4/0,Active,50.415822,-113.544450
100/06-08-019-01W4/0,Active,50.590958,-110.113989
100/06-08-020-19W4/0,Closed,50.680639,-112.605478
100/06-08-021-05W4/0,Closed,50.765421,-110.667675
100/06-08-021-27W4/0,Closed,50.767526,-113.710965
100/06-08-022-04W4/0,Closed,50.852520,-110.529552
100/06-08-022-05W4/0,Closed,50.855758,-110.667919
100/06-08-023-04W4/0,Closed,50.942643,-110.528817
100/06-08-028-05W4/3,Closed,51.379283,-110.676056
102/06-08-029-08W4/0,Closed,51.465789,-111.095543
100/06-08-031-01W5/0,Closed,51.640481,-114.110988
100/06-08-032-09W4/0,Active,51.726330,-111.249198
100/06-08-033-09W4/0,Closed,51.814454,-111.247613
100/06-08-036-23W4/0,Closed,52.075071,-113.258960
100/06-08-039-13W4/0,Closed,52.338864,-111.840980
100/06-08-052-06W4/0,Closed,53.472302,-110.860138
100/06-08-054-26W4/2,Closed,53.649327,-113.802626
100/07-08-060-12W4/0,Closed,54.172488,-111.766689
100/06-08-065-25W4/0,Closed,54.605923,-113.753478
102/05-08-076-09W6/3,Closed,55.568647,-119.362546
100/06-08-081-09W6/0,Closed,56.006635,-119.370739
100/06-08-083-02W6/0,Closed,56.180779,-118.282484
102/06-08-087-03W6/0,Closed,56.529131,-118.445831
102/06-08-089-04W5/0,Closed,56.701172,-114.600159
100/06-08-089-04W5/0,Closed,56.700988,-114.600518
100/06-08-093-08W6/0,Closed,57.053572,-119.250583
100/06-09-010-08W4/0,Closed,49.804945,-111.034261
100/06-09-011-04W4/0,Closed,49.893964,-110.495116
100/06-09-011-05W4/0,Closed,49.893810,-110.631543
102/06-09-011-13W4/0,Closed,49.894494,-111.725827
100/06-09-012-02W4/0,Closed,49.978889,-110.223224
100/06-09-015-18W4/0,Closed,50.241611,-112.422328
100/06-09-018-27W4/0,Closed,50.505096,-113.658798
100/06-09-021-04W4/0,Closed,50.768243,-110.502555
100/06-09-021-05W4/2,Closed,50.765224,-110.643744
100/03-09-029-21W4/0,Active,51.464957,-112.902605
102/07-09-029-21W4/0,Active,51.465346,-112.900311
100/08-09-029-21W4/0,Active,51.465337,-112.899709
100/06-09-030-25W4/0,Active,51.553704,-113.467686
102/06-09-034-21W4/0,Closed,51.901620,-112.923150
100/06-09-036-02W4/0,Closed,52.076635,-110.236448
100/06-09-043-20W4/0,Closed,52.689732,-112.851817
100/06-09-047-08W4/0,Closed,53.035343,-111.118625
102/06-09-049-05W4/0,Closed,53.209407,-110.680921
100/06-09-055-15W5/2,Active,53.734365,-116.172692
100/06-09-071-08W5/0,Closed,55.131973,-115.172586
100/06-09-078-04W5/0,Closed,55.741714,-114.558384
102/06-10-006-10W4/0,Active,49.454037,-111.277808
100/06-10-010-08W4/0,Closed,49.805791,-111.010188
100/06-10-011-05W4/0,Closed,49.894518,-110.608616
100/06-10-014-12W4/0,Closed,50.155105,-111.565815
100/06-10-014-14W4/0,Closed,50.155066,-111.840815
100/06-10-016-23W4/0,Closed,50.330220,-113.091043
100/06-10-017-22W4/0,Closed,50.418988,-112.951695
100/06-10-019-26W4/0,Closed,50.593459,-113.525911
100/06-10-021-27W4/2,Closed,50.768173,-113.664401
100/06-10-022-05W4/0,Closed,50.854675,-110.618404
100/06-10-027-08W4/0,Active,51.290137,-111.051027
100/06-10-027-09W4/0,Active,51.289197,-111.192134
102/06-10-029-08W4/0,Closed,51.464201,-111.051378
100/06-10-032-18W4/0,Active,51.728456,-112.474392
100/06-10-033-10W4/0,Closed,51.816087,-111.344948
100/06-10-040-04W4/0,Closed,52.424202,-110.500609
100/06-10-040-13W4/0,Closed,52.424966,-111.797825
102/06-10-040-13W4/0,Closed,52.424063,-111.793101
104/06-10-040-13W4/0,Closed,52.426272,-111.794689
103/06-10-040-13W4/0,Closed,52.426271,-111.794595
100/06-10-047-21W4/0,Closed,53.039140,-112.993777
100/06-10-048-26W4/0,Closed,53.123675,-113.720480
100/04-10-049-18W5/2,Closed,53.213462,-116.550239
102/06-10-050-06W4/0,Active,53.296019,-110.803197
100/06-10-052-06W5/0,Closed,53.474728,-114.802336
100/06-10-064-22W4/0,Active,54.518444,-113.250541
100/06-10-066-03W4/0,Active,54.693405,-110.373026
100/06-10-078-04W5/4,Closed,55.744723,-114.532357
100/06-10-112-02W6/0,Closed,58.708395,-118.241503
100/06-11-005-07W4/0,Closed,49.366855,-110.847148
102/06-11-009-03W4/0,Closed,49.718215,-110.311145
102/06-11-010-07W4/0,Closed,49.805028,-110.851921
100/06-11-010-08W4/0,Closed,49.804466,-110.987295
102/02-11-012-13W4/0,Closed,49.980220,-111.676211
103/06-11-012-13W4/0,Closed,49.980280,-111.677145
102/06-11-012-13W4/0,Closed,49.980270,-111.676550
100/06-11-017-28W4/0,Closed,50.416015,-113.751979
100/06-11-018-26W4/0,Active,50.504340,-113.475709
100/06-11-019-24W4/0,Closed,50.592063,-113.228182
100/06-11-020-29W4/0,Closed,50.680709,-113.917965
100/06-11-021-04W4/0,Closed,50.768145,-110.455565
100/06-11-021-05W4/0,Closed,50.765169,-110.598217
102/06-11-022-02W4/0,Closed,50.852204,-110.178417
100/06-11-026-12W4/0,Closed,51.201869,-111.578723
100/06-11-028-01W4/0,Active,51.376486,-110.045629
100/06-11-029-01W4/0,Closed,51.464947,-110.045838
100/06-11-029-07W4/0,Closed,51.466734,-110.886996
100/06-11-029-08W4/0,Closed,51.465953,-111.029377
100/06-11-039-11W5/0,Active,52.339828,-115.479732
102/06-11-040-01W5/2,Closed,52.428117,-114.038608
104/06-11-040-13W4/0,Closed,52.424720,-111.769257
100/06-11-041-12W4/0,Closed,52.512257,-111.627163
102/06-11-047-03W5/0,Closed,53.037662,-114.334422
100/06-11-047-07W4/2,Active,53.035870,-110.922000
100/06-11-047-26W4/0,Closed,53.036857,-113.696565
100/06-11-061-06W4/0,Closed,54.260014,-110.793870
100/06-11-063-02W5/0,Closed,54.434118,-114.194007
100/06-11-069-15W4/2,Active,54.958263,-112.179935
100/06-11-073-03W5/0,Closed,55.307925,-114.354093
102/06-11-073-03W5/0,Closed,55.307856,-114.349121
100/06-11-074-08W6/0,Closed,55.395492,-119.118697
100/06-11-091-02W6/0,Closed,56.876634,-118.206836
102/06-12-012-13W4/0,Closed,49.981072,-111.654466
100/06-12-012-13W4/2,Closed,49.981308,-111.653864
100/06-12-016-25W4/0,Closed,50.328111,-113.317170
100/06-12-017-26W4/0,Active,50.418155,-113.451635
100/06-12-019-28W4/0,Active,50.593134,-113.758315
102/06-12-020-03W5/0,Active,50.679597,-114.292281
100/06-12-021-04W4/0,Closed,50.765909,-110.435390
100/06-12-021-05W4/0,Closed,50.765150,-110.575748
100/06-12-022-05W4/0,Closed,50.854877,-110.574665
100/06-12-022-28W4/0,Closed,50.854182,-113.756736
100/06-12-029-08W4/0,Closed,51.466392,-111.001986
100/06-12-033-10W4/0,Closed,51.815016,-111.294990
100/06-12-037-01W5/2,Closed,52.165737,-114.018850
100/06-12-038-03W4/0,Closed,52.249407,-110.308044
100/06-12-038-05W4/0,Closed,52.251976,-110.588584
100/06-12-038-28W4/0,Closed,52.251416,-113.874541
102/06-12-049-07W4/0,Closed,53.211719,-110.897462
100/06-12-065-25W4/0,Active,54.608568,-113.653701
100/06-12-094-09W6/0,Closed,57.137468,-119.302121
100/06-12-095-01W6/0,Closed,57.224654,-118.020778
100/06-13-010-07W4/0,Closed,49.821646,-110.829614
100/06-13-012-16W4/0,Active,49.995549,-112.068457
100/06-13-016-24W4/0,Closed,50.344700,-113.180032
100/06-13-021-04W4/0,Closed,50.781742,-110.433295
102/06-13-021-05W4/0,Closed,50.782814,-110.570979
100/06-13-021-27W4/0,Closed,50.780164,-113.622405
100/06-13-028-12W4/0,Closed,51.393458,-111.569162
100/06-13-040-16W4/0,Closed,52.437792,-112.181939
100/06-13-050-27W4/0,Closed,53.314173,-113.820579
100/06-13-054-27W4/0,Closed,53.663679,-113.851767
100/06-13-112-02W6/0,Active,58.721785,-118.188802
100/06-13-112-24W5/0,Closed,58.723445,-117.903848
102/06-14-010-08W4/0,Closed,49.822072,-110.987431
100/06-14-017-26W4/0,Active,50.433173,-113.474032
100/06-14-018-23W4/0,Active,50.520685,-113.063430
100/06-14-018-26W4/0,Active,50.517799,-113.475758
100/06-14-018-27W4/0,Closed,50.517830,-113.614756
100/12-14-019-28W4/2,Closed,50.608096,-113.779182
102/06-14-019-28W4/0,Active,50.607139,-113.779610
100/14-14-020-26W4/0,Closed,50.695067,-113.503772
100/08-14-020-26W4/0,Closed,50.694887,-113.503772
100/06-14-020-26W4/0,Closed,50.694528,-113.504054
100/06-14-020-27W4/0,Active,50.695334,-113.645307
100/06-14-021-04W4/0,Closed,50.780498,-110.459175
100/06-14-021-05W4/0,Closed,50.782836,-110.594041
100/06-14-023-15W4/0,Closed,50.955392,-111.996741
100/06-14-026-05W4/2,Closed,51.217211,-110.601575
100/07-14-028-21W4/0,Active,51.392813,-112.855402
100/06-14-030-01W5/0,Closed,51.568430,-114.037715
100/03-14-035-13W4/0,Active,52.001925,-111.756812
100/06-14-038-03W4/0,Closed,52.263284,-110.331862
100/06-14-040-18W4/0,Closed,52.437749,-112.493902
100/06-14-051-25W4/0,Closed,53.400066,-113.583865
100/06-14-080-07W6/0,Closed,55.934065,-118.979360
100/06-14-082-09W6/2,Closed,56.106432,-119.293234
100/03-14-094-01W6/0,Active,57.152406,-118.046873
100/06-14-095-01W6/0,Active,57.239198,-118.047870
100/06-14-098-07W6/0,Closed,57.501942,-119.020058
100/06-14-122-21W5/0,Active,59.597578,-117.498230
100/06-15-006-22W4/0,Closed,49.471872,-112.886870
100/06-15-011-05W4/0,Closed,49.909180,-110.608238
100/06-15-012-03W4/0,Closed,49.995077,-110.337540
102/06-15-013-02W4/0,Closed,50.082956,-110.201876
100/06-15-021-04W4/0,Closed,50.782884,-110.478782
100/06-15-021-05W4/0,Closed,50.782855,-110.620008
100/06-15-021-27W4/0,Active,50.782815,-113.668261
100/03-15-021-27W4/0,Active,50.781727,-113.668262
100/06-15-033-10W4/0,Closed,51.830806,-111.339843
100/07-15-034-16W4/0,Active,51.917321,-112.190991
100/06-15-036-28W4/0,Closed,52.092144,-113.921910
100/06-15-039-15W4/0,Closed,52.351134,-112.084621
102/06-15-040-13W4/0,Closed,52.438465,-111.795980
104/06-15-040-13W4/0,Closed,52.438426,-111.795909
103/06-15-040-13W4/0,Closed,52.438503,-111.796049
100/06-15-040-23W4/0,Closed,52.439235,-113.235580
102/06-15-044-25W4/0,Closed,52.790084,-113.552401
100/06-15-045-05W4/0,Active,52.878906,-110.649381
100/06-15-075-12W4/0,Closed,55.493845,-111.779321
100/06-15-082-03W6/0,Closed,56.105805,-118.382946
100/06-15-095-03W6/0,Closed,57.242183,-118.399396
100/06-15-110-03W6/2,Closed,58.547750,-118.407891
102/06-16-004-21W4/0,Closed,49.296161,-112.778953
100/06-16-005-14W4/0,Closed,49.383789,-111.838109
100/06-16-008-15W4/0,Closed,49.647133,-111.984927
102/06-16-010-07W4/0,Closed,49.822078,-110.897936
100/06-16-010-08W4/0,Closed,49.819103,-111.032491
100/06-16-010-15W4/0,Active,49.821951,-111.980921
100/06-16-011-05W4/0,Closed,49.906961,-110.631387
102/03-16-011-13W4/0,Closed,49.906161,-111.727046
102/06-16-011-14W4/0,Closed,49.909464,-111.859251
100/06-16-012-02W4/0,Closed,49.994541,-110.223698
100/06-16-013-12W4/0,Closed,50.083421,-111.586661
100/06-16-018-24W4/0,Closed,50.520036,-113.246436
100/06-16-018-26W4/0,Active,50.519515,-113.522461
100/06-16-019-27W4/0,Closed,50.606798,-113.689356
100/06-16-021-04W4/0,Closed,50.782890,-110.503214
102/06-16-021-05W4/0,Closed,50.782849,-110.639945
102/06-16-028-24W4/0,Active,51.393645,-113.322856
102/06-16-036-04W4/0,Closed,52.091313,-110.520861
100/01-16-036-28W4/0,Closed,52.092608,-113.947309
100/13-16-036-28W4/0,Closed,52.092611,-113.947600
100/16-16-036-28W4/0,Active,52.092609,-113.947454
102/06-16-036-28W4/0,Active,52.092612,-113.947746
100/06-16-046-07W4/2,Closed,52.964520,-110.963683
1F1/06-16-048-09W5/0,Closed,53.139469,-115.260243
100/06-16-052-21W4/0,Closed,53.486997,-113.038205
100/03-16-053-04W4/2,Active,53.573776,-110.537273
102/06-16-053-04W4/0,Active,53.573776,-110.536520
100/06-16-053-12W5/0,Closed,53.577021,-115.709998
100/06-16-057-09W5/0,Active,53.924483,-115.283377
100/06-16-059-13W4/0,Closed,54.096806,-111.894136
102/06-16-075-03W5/0,Closed,55.495934,-114.405161
100/06-16-075-03W5/2,Closed,55.495701,-114.405065
100/06-16-086-03W6/0,Closed,56.456296,-118.410341
100/06-16-090-04W6/0,Closed,56.803189,-118.578908
100/11-16-094-03W6/0,Closed,57.155484,-118.422687
100/06-16-103-22W5/0,Closed,57.937475,-117.581808
100/06-16-109-03W6/0,Closed,58.460819,-118.438109
100/06-17-001-01W4/0,Closed,49.032135,-110.111238
100/06-17-005-09W4/0,Closed,49.383081,-111.185866
100/06-17-010-08W4/0,Closed,49.822089,-111.057938
102/06-17-010-15W4/0,Closed,49.819245,-112.004593
100/06-17-011-05W4/0,Closed,49.907350,-110.653631
100/06-17-012-12W4/0,Closed,49.996183,-111.608339
100/06-17-013-10W4/0,Closed,50.082032,-111.340557
100/06-17-016-20W4/0,Active,50.344670,-112.724553
100/06-17-020-24W4/0,Closed,50.693366,-113.295252
100/06-17-020-27W4/0,Closed,50.692719,-113.713243
100/06-17-021-04W4/0,Closed,50.783022,-110.524671
100/06-17-021-05W4/0,Closed,50.782945,-110.667442
102/06-17-021-27W4/0,Closed,50.782200,-113.714741
100/06-17-021-27W4/0,Active,50.782379,-113.714741
100/06-17-028-07W4/2,Closed,51.394124,-110.957197
100/06-17-035-27W4/0,Closed,52.004282,-113.826802
102/06-17-036-16W4/0,Closed,52.089054,-112.259641
100/06-17-040-16W4/0,Active,52.439735,-112.275077
100/06-17-044-25W4/0,Closed,52.789651,-113.600163
100/06-17-046-27W4/0,Closed,52.964641,-113.889517
100/06-17-050-21W4/0,Closed,53.313188,-113.039308
102/06-17-052-13W4/0,Active,53.487947,-111.883291
100/08-17-052-13W4/0,Active,53.487838,-111.882541
100/03-17-054-11W4/0,Closed,53.661723,-111.588086
100/06-17-059-02W5/0,Closed,54.099266,-114.270184
100/06-17-086-03W6/0,Closed,56.456446,-118.438423
100/06-17-090-03W6/0,Closed,56.805202,-118.441938
100/06-17-091-05W6/0,Closed,56.892693,-118.767320
100/06-09-121-23W5/0,Active,59.508173,-117.928181
100/06-18-007-15W4/0,Closed,49.557567,-112.029619
102/06-18-009-08W4/0,Closed,49.732624,-111.078413
100/06-18-009-08W4/2,Closed,49.732399,-111.078410
100/06-18-009-11W4/0,Closed,49.731660,-111.488228
100/06-18-010-06W4/0,Closed,49.820871,-110.811370
100/06-18-010-08W4/0,Closed,49.819117,-111.077678
100/06-18-010-15W4/0,Closed,49.820275,-112.025942
100/06-18-012-01W4/0,Closed,49.993952,-110.134705
100/06-18-015-26W4/0,Closed,50.258086,-113.565500
100/06-18-016-27W4/0,Active,50.345748,-113.705657
100/06-18-017-21W4/0,Active,50.432517,-112.880467
100/06-18-019-27W4/0,Active,50.606948,-113.738185
102/06-18-020-27W4/0,Closed,50.693208,-113.737084
100/14-18-020-27W4/0,Closed,50.693208,-113.737438
100/16-18-020-27W4/0,Closed,50.693206,-113.736715
100/06-18-021-03W4/0,Closed,50.780789,-110.414072
100/06-18-021-04W4/0,Closed,50.782277,-110.549980
100/06-18-022-25W4/0,Closed,50.870218,-113.456683
100/06-18-023-14W4/0,Closed,50.955911,-111.952245
100/06-18-029-07W4/0,Closed,51.481313,-110.978388
100/06-18-035-09W4/0,Closed,52.002725,-111.280715
100/06-18-041-27W4/0,Closed,52.528083,-113.880089
100/06-18-048-20W4/0,Closed,53.139724,-112.918957
100/06-18-051-09W5/0,Active,53.400892,-115.319566
102/06-18-051-11W4/0,Closed,53.402044,-111.619487
100/06-18-053-05W4/2,Active,53.574154,-110.737027
100/06-18-072-12W4/0,Closed,55.232840,-111.843052
100/06-18-094-02W6/0,Closed,57.155212,-118.311264
100/06-18-107-10W6/0,Closed,58.285901,-119.663435
100/06-19-008-15W4/0,Closed,49.660321,-112.028215
100/06-19-011-13W4/0,Closed,49.923012,-111.770847
100/05-19-011-22W4/2,Closed,49.923417,-112.999291
100/06-19-019-17W4/0,Closed,50.620103,-112.352691
100/06-19-020-03W4/0,Closed,50.706891,-110.413588
100/06-19-020-04W4/0,Closed,50.707080,-110.552764
100/06-19-020-05W4/0,Closed,50.706998,-110.687939
100/06-19-021-04W4/0,Closed,50.797255,-110.551692
100/06-19-021-05W4/0,Closed,50.797411,-110.686231
100/06-19-021-27W4/0,Closed,50.795178,-113.737112
100/06-19-022-25W4/0,Closed,50.884300,-113.459151
100/06-19-025-07W4/0,Closed,51.143784,-110.974643
100/06-19-027-06W4/0,Closed,51.319297,-110.837675
100/06-19-028-08W4/0,Closed,51.406134,-111.123030
100/06-19-029-06W4/0,Closed,51.495664,-110.837600
100/11-19-029-07W4/0,Closed,51.495698,-110.979286
100/03-19-029-07W4/0,Closed,51.495510,-110.979287
100/05-19-029-07W4/0,Closed,51.495573,-110.979287
100/07-19-029-07W4/0,Closed,51.495636,-110.979286
100/06-19-035-12W4/0,Closed,52.016123,-111.708505
100/06-19-036-17W4/0,Closed,52.103615,-112.422371
102/06-19-043-22W4/0,Closed,52.718555,-113.187656
100/06-19-047-08W4/2,Active,53.065274,-111.168978
102/06-19-049-08W4/0,Closed,53.239392,-111.168865
102/06-19-049-10W5/0,Closed,53.241985,-115.453854
100/06-19-050-19W4/0,Closed,53.327280,-112.773558
100/06-19-051-04W5/0,Closed,53.414335,-114.579674
100/06-19-055-20W4/0,Closed,53.766802,-112.964389
100/06-19-065-24W4/0,Active,54.636286,-113.628800
102/06-19-075-09W6/2,Closed,55.510027,-119.384545
100/06-19-079-08W5/0,Closed,55.860874,-115.245456
100/06-19-104-24W5/2,Closed,58.040052,-117.970267
100/06-19-120-20W5/2,Active,59.435676,-117.443750
100/06-20-004-06W4/0,Closed,49.308840,-110.784273
100/06-20-010-08W4/0,Closed,49.836593,-111.056179
100/06-20-010-15W4/0,Active,49.835719,-112.004673
100/06-20-017-20W4/0,Closed,50.447867,-112.723825
102/06-20-017-27W4/0,Active,50.446598,-113.681347
100/06-20-017-27W4/0,Active,50.446464,-113.681345
100/06-20-020-03W4/0,Closed,50.707201,-110.389423
100/06-20-020-04W4/0,Closed,50.707748,-110.528411
100/06-20-020-05W4/0,Closed,50.707002,-110.668147
100/06-20-021-04W4/0,Closed,50.796331,-110.524940
100/06-20-021-05W4/0,Closed,50.797094,-110.663106
100/06-20-023-28W4/0,Active,50.970950,-113.880201
100/06-20-026-08W4/0,Active,51.233374,-111.090680
100/06-20-029-07W4/0,Closed,51.495311,-110.955552
100/06-20-038-16W4/0,Closed,52.279377,-112.257814
102/06-20-038-24W4/0,Closed,52.280338,-113.398655
100/06-20-043-27W4/0,Active,52.717884,-113.890178
100/06-20-049-02W4/0,Active,53.241079,-110.266895
102/06-20-049-02W4/2,Active,53.240901,-110.262223
1C0/06-20-050-05W4/0,Closed,53.327951,-110.704620
100/06-20-057-07W4/0,Closed,53.936914,-111.013153
100/06-20-061-04W4/2,Closed,54.286990,-110.572455
100/06-20-078-08W5/0,Closed,55.773365,-115.209424
100/06-20-088-07W6/0,Closed,56.644088,-119.082792
100/06-20-094-03W6/0,Closed,57.168525,-118.446142
102/06-21-005-05W4/0,Active,49.399349,-110.622549
100/06-21-005-05W4/0,Closed,49.398785,-110.622833
100/06-21-010-08W4/0,Closed,49.836568,-111.032313
100/06-21-010-15W4/0,Active,49.834736,-111.982790
100/06-21-012-13W4/0,Closed,50.008667,-111.723987
100/06-21-018-23W4/0,Closed,50.532117,-113.109325
100/06-21-019-27W4/2,Active,50.619873,-113.687413
100/06-21-019-28W4/0,Closed,50.621227,-113.827573
100/06-21-020-04W4/0,Closed,50.706964,-110.504492
100/06-21-020-05W4/0,Closed,50.706999,-110.645067
100/06-21-020-27W4/0,Closed,50.708520,-113.689601
100/06-21-021-04W4/0,Closed,50.796283,-110.502066
100/06-21-021-05W4/0,Closed,50.797425,-110.639999
102/06-21-023-27W4/0,Closed,50.971325,-113.718936
100/05-21-036-04W4/0,Closed,52.105407,-110.521917
100/06-21-036-17W4/0,Closed,52.103818,-112.378904
1D0/06-21-045-05W4/2,Active,52.892487,-110.671619
100/06-21-046-18W4/2,Active,52.978954,-112.557831
100/06-21-047-08W4/0,Closed,53.063411,-111.119246
100/06-21-047-26W4/0,Closed,53.065292,-113.750222
100/06-21-049-12W4/0,Closed,53.240789,-111.700120
100/06-21-049-25W4/0,Closed,53.241567,-113.600921
102/06-21-057-25W4/0,Closed,53.939599,-113.660340
102/06-21-059-04W4/0,Closed,54.113111,-110.548801
100/06-21-059-04W4/0,Closed,54.112962,-110.548807
100/06-21-066-24W4/0,Closed,54.723249,-113.578757
100/06-21-077-09W5/0,Active,55.684318,-115.333757
100/06-21-087-02W6/0,Closed,56.557109,-118.253813
100/06-21-110-02W6/0,Closed,58.562498,-118.267754
100/06-22-005-05W4/0,Closed,49.399086,-110.603820
100/06-22-006-22W4/0,Closed,49.486664,-112.889778
102/06-22-009-14W4/0,Closed,49.746694,-111.827417
102/06-22-010-15W4/0,Closed,49.836428,-111.958386
102/06-22-016-27W4/0,Active,50.360114,-113.634175
100/06-22-017-29W4/0,Closed,50.446319,-113.911010
100/06-22-020-04W4/0,Closed,50.706958,-110.482266
100/06-22-020-05W4/0,Closed,50.707733,-110.620721
100/07-22-020-27W4/0,Closed,50.709915,-113.666709
100/13-22-020-27W4/4,Closed,50.709897,-113.668426
100/06-22-021-04W4/0,Closed,50.796321,-110.478621
100/06-22-021-05W4/0,Active,50.797314,-110.617100
100/06-22-023-02W5/0,Closed,50.971831,-114.204782
100/06-22-029-07W4/0,Closed,51.495704,-110.910596
100/12-22-039-13W4/0,Closed,52.366770,-111.797798
100/06-22-041-26W4/0,Active,52.542628,-113.664722
100/06-22-043-02W4/0,Closed,52.718378,-110.214073
100/06-22-045-05W4/0,Active,52.892872,-110.648437
1A0/06-22-050-02W4/0,Closed,53.326126,-110.214519
100/06-22-050-03W4/0,Active,53.325758,-110.359714
102/06-22-050-11W5/0,Closed,53.328815,-115.529884
100/06-22-051-01W5/2,Active,53.417180,-114.067243
100/06-22-051-05W4/0,Closed,53.416331,-110.658994
100/06-22-054-25W4/0,Active,53.677907,-113.605616
100/06-22-064-25W4/0,Active,54.550296,-113.702540
100/06-22-079-08W6/0,Closed,55.858500,-119.167726
100/06-22-082-09W6/2,Active,56.120458,-119.323360
100/06-22-094-12W6/0,Active,57.166227,-119.843815
100/06-22-095-01W6/0,Active,57.254032,-118.074776
100/06-23-005-05W4/0,Closed,49.397803,-110.582847
102/06-23-005-05W4/0,Closed,49.395925,-110.581553
102/06-23-010-08W4/0,Closed,49.836732,-110.991908
100/06-23-010-13W4/2,Closed,49.836225,-111.669110
102/06-23-010-13W4/0,Closed,49.835129,-111.667979
100/06-23-016-18W4/0,Closed,50.359087,-112.375873
100/06-23-020-04W4/0,Closed,50.707019,-110.460058
100/06-23-020-05W4/0,Closed,50.706996,-110.598912
102/06-23-020-27W4/0,Closed,50.710040,-113.641342
100/01-23-020-27W4/0,Active,50.709633,-113.641341
100/16-23-020-27W4/0,Closed,50.710222,-113.641341
102/06-23-021-04W4/0,Closed,50.796320,-110.456068
100/06-23-021-05W4/0,Closed,50.797365,-110.593819
102/06-23-021-07W4/2,Closed,50.796757,-110.875525
100/06-23-025-02W4/0,Closed,51.146318,-110.180164
100/06-23-029-08W4/0,Closed,51.495703,-111.025170
100/06-23-034-11W4/0,Closed,51.930001,-111.461596
100/06-23-045-07W4/0,Closed,52.891404,-110.916202
102/06-23-047-03W5/2,Closed,53.067328,-114.335356
100/06-23-047-08W4/2,Closed,53.063782,-111.067817
100/06-23-047-22W4/0,Closed,53.065820,-113.114421
100/04-23-050-06W5/0,Closed,53.328323,-114.773313
100/06-23-077-13W5/0,Closed,55.683462,-115.905727
100/06-23-080-17W5/2,Active,55.945803,-116.549954
100/06-23-086-03W6/0,Closed,56.470625,-118.361369
100/06-23-088-06W6/0,Closed,56.643673,-118.842345
100/06-23-095-25W5/0,Closed,57.255561,-117.948737
100/06-23-104-21W5/0,Closed,58.041017,-117.363873
