Unique Well Identifier,Status,Surface Latitude,Surface Longitude
100/10-15-087-02W6/0,Closed,56.546532,-118.222817
100/10-15-088-04W6/0,Closed,56.635301,-118.542680
100/10-15-093-03W6/0,Closed,57.070728,-118.387549
100/10-15-095-01W6/0,Closed,57.245051,-118.063198
100/10-16-011-13W4/0,Closed,49.912174,-111.720332
104/10-16-020-27W4/0,Closed,50.699037,-113.683685
100/16-16-020-27W4/2,Active,50.699056,-113.684453
103/10-16-020-27W4/0,Closed,50.699176,-113.684025
100/10-16-027-09W4/0,Active,51.307903,-111.208397
102/10-16-036-04W4/0,Closed,52.094759,-110.512959
103/10-16-036-04W4/0,Active,52.093994,-110.515142
100/11-16-036-04W4/0,Active,52.094205,-110.515334
105/10-16-036-04W4/0,Closed,52.094198,-110.516173
106/10-16-036-04W4/0,Closed,52.094194,-110.516685
100/10-16-038-10W4/0,Closed,52.268700,-111.370995
100/10-16-039-24W4/0,Closed,52.356821,-113.395286
100/10-16-040-07W4/0,Closed,52.443312,-110.950842
100/15-16-040-13W4/0,Active,52.444456,-111.811623
106/09-16-040-13W4/0,Closed,52.444346,-111.811567
107/10-16-040-13W4/0,Closed,52.444401,-111.811595
108/10-16-040-13W4/0,Active,52.444291,-111.811537
100/10-16-041-18W4/0,Closed,52.531421,-112.531937
100/10-16-041-21W4/0,Closed,52.532026,-112.966872
100/10-16-053-04W4/0,Active,53.579136,-110.533547
100/10-16-057-25W4/0,Closed,53.929552,-113.654274
100/10-16-059-13W4/0,Active,54.099957,-111.885232
100/10-16-071-10W6/0,Active,55.149328,-119.473543
100/11-16-075-04W5/0,Closed,55.500995,-114.556703
100/10-17-003-21W4/0,Closed,49.213454,-112.795187
100/10-17-011-13W4/0,Active,49.911161,-111.741726
100/10-17-012-12W4/0,Active,49.997594,-111.606031
100/10-17-014-24W4/0,Active,50.174547,-113.239302
100/10-17-018-25W4/0,Active,50.523509,-113.402617
102/10-17-029-07W4/0,Closed,51.485142,-110.949665
100/10-17-032-01W4/0,Closed,51.746941,-110.105777
100/10-17-036-02W5/2,Closed,52.095826,-114.247825
100/12-17-045-25W4/0,Closed,52.881964,-113.590845
100/06-17-045-25W4/0,Closed,52.881784,-113.590845
100/10-17-047-07W4/0,Closed,53.055084,-110.987748
100/10-17-054-22W4/0,Closed,53.666785,-113.206241
100/10-17-096-13W5/0,Active,57.330738,-116.069820
100/10-17-106-12W6/0,Closed,58.203798,-119.945320
100/10-17-112-02W6/0,Closed,58.727371,-118.293515
100/10-18-014-29W4/0,Active,50.175062,-113.945625
100/10-18-015-23W4/0,Closed,50.262223,-113.149862
100/10-18-017-20W4/0,Closed,50.435743,-112.738048
100/10-18-021-28W4/0,Closed,50.783815,-113.869143
100/10-18-022-25W4/0,Active,50.873999,-113.454945
102/10-18-022-25W4/0,Closed,50.871622,-113.453514
100/10-18-029-06W4/2,Closed,51.483073,-110.834665
100/10-18-029-07W4/0,Closed,51.482905,-110.973486
102/10-18-029-15W4/0,Active,51.484142,-112.098231
100/10-18-035-09W4/0,Closed,52.006778,-111.275523
100/10-18-048-20W4/0,Closed,53.143340,-112.912945
1D0/10-18-049-21W4/0,Closed,53.231752,-113.058123
100/10-18-051-07W5/0,Closed,53.405280,-115.017633
100/10-18-051-09W5/0,Closed,53.405095,-115.312456
100/10-18-052-19W4/0,Closed,53.494107,-112.786675
100/10-18-053-16W5/0,Closed,53.579232,-116.344030
100/10-18-092-02W6/0,Active,56.983211,-118.305109
100/10-18-093-02W6/0,Closed,57.071498,-118.306239
100/10-18-110-03W6/0,Closed,58.552110,-118.484686
100/10-19-003-05W4/0,Closed,49.228062,-110.662286
100/10-19-004-06W4/0,Closed,49.315424,-110.796656
100/10-19-010-03W4/0,Closed,49.840331,-110.395806
100/10-19-021-27W4/0,Closed,50.798779,-113.727758
103/10-19-040-04W4/0,Closed,52.458964,-110.564068
100/10-19-048-08W5/0,Closed,53.157799,-115.156657
100/10-19-048-20W4/2,Closed,53.157344,-112.913697
100/10-19-055-20W4/0,Active,53.769764,-112.962528
100/10-19-060-08W4/0,Closed,54.204195,-111.184782
100/10-19-063-25W4/0,Closed,54.467113,-113.768976
100/10-19-112-02W6/0,Active,58.741956,-118.320544
102/10-20-001-11W4/0,Closed,49.053368,-111.440525
100/10-20-011-02W4/0,Closed,49.925826,-110.240889
102/09-20-011-11W4/2,Closed,49.926415,-111.466384
100/10-20-016-29W4/0,Closed,50.363795,-113.949303
100/10-20-017-29W4/0,Closed,50.449051,-113.951061
100/10-20-018-26W4/0,Active,50.536353,-113.539628
100/10-20-022-28W4/0,Closed,50.887092,-113.845403
100/10-20-029-07W4/0,Closed,51.497337,-110.950569
100/10-20-030-24W4/0,Closed,51.583784,-113.342034
100/10-20-038-16W4/0,Closed,52.284544,-112.249619
100/10-20-045-17W4/0,Closed,52.896838,-112.430972
100/10-20-045-25W4/0,Closed,52.896875,-113.591574
100/10-20-047-06W4/0,Active,53.067584,-110.843417
100/10-20-048-08W5/0,Closed,53.157810,-115.132177
100/10-20-055-14W5/0,Active,53.769475,-116.040327
100/10-20-057-22W4/0,Closed,53.943859,-113.232999
100/10-20-059-13W4/0,Closed,54.115056,-111.911669
100/10-20-062-14W5/0,Active,54.380923,-116.059527
100/10-20-064-23W4/0,Closed,54.552964,-113.440645
100/10-20-073-01W6/0,Closed,55.340824,-118.114886
100/10-20-073-04W5/0,Closed,55.339980,-114.574071
100/10-20-094-12W6/0,Closed,57.173241,-119.889701
100/07-20-114-06W6/0,Closed,58.916467,-118.966409
100/10-20-120-22W5/2,Closed,59.439441,-117.751378
102/10-21-009-14W4/0,Closed,49.749951,-111.842946
100/10-21-011-03W4/0,Closed,49.925786,-110.354579
100/10-21-013-27W4/0,Closed,50.099320,-113.625165
102/10-21-017-21W4/0,Closed,50.450812,-112.832147
100/10-21-017-21W4/0,Closed,50.450614,-112.832395
100/07-21-020-27W4/3,Active,50.712268,-113.683656
100/10-21-023-28W4/0,Active,50.972850,-113.853040
100/12-21-023-28W4/0,Active,50.973062,-113.853040
100/04-21-023-28W4/0,Active,50.972954,-113.853040
102/10-21-023-28W4/0,Active,50.973166,-113.851125
100/07-21-023-28W4/0,Active,50.973077,-113.851690
100/10-21-029-25W4/0,Closed,51.498815,-113.458081
102/10-21-030-06W4/0,Closed,51.586271,-110.784883
100/10-21-038-03W4/0,Closed,52.284555,-110.369999
100/10-21-038-18W4/2,Closed,52.284839,-112.512813
100/10-21-039-16W4/0,Closed,52.371247,-112.243568
100/10-21-047-08W4/0,Active,53.070175,-111.109567
100/10-21-047-22W4/0,Closed,53.071711,-113.153839
100/10-21-049-25W4/0,Active,53.245154,-113.595226
100/10-21-050-27W4/0,Closed,53.333799,-113.887485
100/10-21-054-20W4/0,Closed,53.681559,-112.886654
104/10-21-057-25W4/0,Active,53.944571,-113.653215
100/10-21-065-25W4/0,Closed,54.640157,-113.721069
102/10-21-066-17W4/0,Active,54.728322,-112.508329
100/10-21-069-15W4/2,Active,54.991027,-112.223874
100/10-21-077-09W5/0,Closed,55.688867,-115.329258
100/10-21-089-03W5/0,Closed,56.735920,-114.407869
100/14-21-117-02W6/0,Active,59.177851,-118.264773
100/10-22-005-05W4/0,Closed,49.401480,-110.599662
102/10-22-008-10W4/0,Closed,49.663996,-111.277640
100/10-22-012-02W4/0,Closed,50.013245,-110.195689
100/10-22-016-28W4/0,Active,50.363622,-113.766412
100/10-22-017-25W4/0,Closed,50.450012,-113.355781
100/10-22-026-02W4/0,Closed,51.237169,-110.197664
102/10-22-026-09W4/0,Active,51.235936,-111.174684
100/10-22-029-09W4/0,Closed,51.499599,-111.183160
102/10-22-036-13W4/0,Active,52.109762,-111.774294
100/10-22-038-15W4/0,Closed,52.284673,-112.059953
102/10-22-042-17W4/0,Closed,52.633974,-112.363844
100/10-22-047-04W5/0,Closed,53.070001,-114.499021
100/10-22-048-25W4/2,Closed,53.156923,-113.570452
1A0/10-22-050-02W4/0,Closed,53.329882,-110.208288
102/10-22-050-03W4/0,Active,53.330061,-110.355795
102/11-22-050-03W4/0,Active,53.330349,-110.358043
100/06-22-050-18W4/0,Closed,53.331025,-112.549792
100/10-22-053-08W4/0,Closed,53.593984,-111.094354
100/10-22-065-24W4/0,Closed,54.641616,-113.542670
100/10-22-087-02W6/0,Closed,56.561939,-118.220545
100/10-22-087-04W6/0,Closed,56.562421,-118.540408
100/10-22-089-03W5/0,Closed,56.735159,-114.385141
102/07-22-115-05W6/0,Active,59.001558,-118.752699
100/10-23-005-05W4/0,Closed,49.401951,-110.576975
100/10-23-005-22W4/0,Closed,49.401736,-112.859766
100/10-23-016-28W4/0,Closed,50.361155,-113.742696
100/09-23-018-25W4/0,Active,50.536094,-113.329805
100/10-23-025-10W4/0,Closed,51.150009,-111.294784
100/10-23-026-07W4/0,Active,51.234901,-110.872248
100/10-23-034-16W4/0,Active,51.935288,-112.165826
100/10-23-035-13W4/0,Closed,52.021778,-111.750088
100/10-23-038-27W4/0,Closed,52.283003,-113.751465
100/10-23-040-12W4/0,Active,52.459049,-111.621810
100/10-23-041-04W5/0,Closed,52.547452,-114.464920
102/10-23-044-25W4/2,Active,52.809894,-113.518867
100/10-23-047-07W4/0,Active,53.069785,-110.914542
103/10-23-047-07W4/2,Active,53.068715,-110.917930
100/10-23-063-23W4/0,Closed,54.464829,-113.370408
100/10-23-065-24W4/0,Closed,54.641764,-113.517879
102/10-23-070-12W5/0,Closed,55.077041,-115.715104
100/10-23-078-02W6/0,Active,55.777174,-118.191214
100/10-23-111-02W6/0,Closed,58.655422,-118.211722
102/10-23-112-02W6/0,Closed,58.741025,-118.207206
100/10-23-112-02W6/0,Closed,58.741056,-118.207042
100/10-24-002-24W4/0,Closed,49.137610,-113.086487
100/15-24-005-05W4/0,Closed,49.402180,-110.554298
100/10-24-008-08W4/2,Closed,49.663956,-110.963405
100/10-24-012-02W4/0,Closed,50.013257,-110.149900
100/10-24-016-30W4/0,Closed,50.361151,-113.994845
100/10-24-033-10W4/0,Active,51.847301,-111.289647
102/10-24-034-10W4/0,Closed,51.935072,-111.287561
100/10-24-038-13W4/3,Closed,52.283894,-111.725857
100/10-24-038-27W4/0,Closed,52.282963,-113.727711
100/10-24-048-09W5/0,Closed,53.157799,-115.180969
100/10-24-048-21W4/0,Closed,53.157787,-112.936609
102/10-24-049-11W5/2,Closed,53.245161,-115.473984
100/10-24-050-07W4/2,Closed,53.330607,-110.894150
102/10-24-050-07W4/2,Closed,53.329142,-110.891805
102/10-24-053-17W5/0,Closed,53.593520,-116.368528
102/10-24-062-27W4/0,Closed,54.378193,-113.910438
100/10-24-062-27W4/0,Closed,54.378112,-113.910438
102/10-24-064-24W4/0,Closed,54.550878,-113.494648
100/10-24-083-08W6/0,Closed,56.211505,-119.116437
102/10-24-110-04W6/0,Closed,58.567418,-118.510650
100/10-24-110-04W6/0,Closed,58.567104,-118.510648
100/10-25-002-09W4/0,Closed,49.152998,-111.082662
100/10-25-007-16W4/2,Closed,49.591203,-112.045164
102/10-25-011-14W4/0,Closed,49.939870,-111.784990
100/10-25-012-02W4/0,Closed,50.027908,-110.149913
100/10-25-016-29W4/0,Closed,50.376191,-113.857953
100/10-25-021-29W4/0,Closed,50.813794,-113.892002
100/10-25-028-22W4/0,Active,51.423838,-112.967357
100/10-25-029-08W4/0,Closed,51.512373,-110.998089
102/10-25-034-10W4/0,Closed,51.950402,-111.289589
100/10-25-038-27W4/0,Closed,52.297866,-113.727718
100/10-25-039-14W4/0,Closed,52.383992,-111.883078
100/10-25-042-17W4/0,Closed,52.648289,-112.319436
100/10-25-046-08W5/0,Closed,53.000388,-115.024634
100/10-25-060-06W4/0,Closed,54.218663,-110.766893
100/10-25-092-03W6/0,Closed,57.010930,-118.334992
100/10-25-112-02W6/0,Closed,58.754414,-118.183607
100/10-25-112-09W6/0,Active,58.756065,-119.363423
100/10-25-112-24W5/0,Closed,58.757659,-117.901348
100/10-26-002-09W4/0,Closed,49.154753,-111.102515
100/10-26-009-08W4/0,Closed,49.764687,-110.986038
100/10-26-011-14W4/0,Closed,49.939071,-111.812699
102/10-26-011-14W4/0,Closed,49.942090,-111.807936
103/10-26-013-14W4/0,Active,50.115850,-111.809962
100/10-26-020-08W4/0,Closed,50.728530,-111.003335
100/10-26-035-04W4/0,Closed,52.036345,-110.463625
100/10-26-035-10W4/0,Closed,52.035845,-111.323285
100/10-26-043-28W4/0,Closed,52.736434,-113.955504
100/10-26-047-04W5/0,Closed,53.085338,-114.474481
100/10-26-049-02W4/0,Active,53.259625,-110.187562
100/10-26-053-17W5/0,Closed,53.608291,-116.394071
1F1/10-26-053-17W5/0,Closed,53.610006,-116.391534
100/10-26-054-26W4/0,Closed,53.697148,-113.721014
100/10-26-063-25W4/0,Closed,54.481398,-113.667927
100/10-26-064-26W4/0,Active,54.567812,-113.823161
100/10-26-067-13W4/0,Closed,54.831060,-111.868218
100/10-26-090-04W6/0,Closed,56.836597,-118.517504
100/10-26-093-03W6/0,Active,57.099975,-118.358750
100/10-26-110-01W6/0,Closed,58.582764,-118.040774
100/10-26-111-02W6/0,Closed,58.667679,-118.210365
100/10-26-112-02W6/0,Closed,58.754440,-118.211441
100/10-26-112-23W5/0,Closed,58.756752,-117.759666
100/10-27-005-05W4/0,Closed,49.416107,-110.599671
102/10-27-005-05W4/0,Closed,49.415881,-110.594640
100/10-27-011-25W4/0,Closed,49.940235,-113.331347
103/10-27-014-08W4/0,Closed,50.204163,-111.016990
100/10-27-015-23W4/2,Closed,50.291044,-113.081333
102/10-27-017-03W4/0,Closed,50.463788,-110.336244
100/10-27-027-09W4/0,Closed,51.338816,-111.185923
100/10-27-029-07W4/0,Closed,51.513775,-110.902962
100/10-27-038-15W4/0,Closed,52.299385,-112.059588
100/10-27-040-12W4/0,Closed,52.472319,-111.645658
1A0/10-27-040-12W4/0,Closed,52.473557,-111.643799
104/10-27-040-12W4/0,Closed,52.473927,-111.644103
1A2/10-27-040-12W4/0,Closed,52.473557,-111.643911
105/10-27-040-12W4/0,Closed,52.473927,-111.644220
105/09-27-040-12W4/0,Closed,52.473927,-111.644103
104/09-27-040-12W4/0,Closed,52.473927,-111.643867
102/10-27-042-19W4/0,Closed,52.646726,-112.653937
100/10-27-047-04W5/0,Closed,53.085091,-114.498366
100/10-27-047-18W4/0,Closed,53.085995,-112.545815
102/10-27-048-02W5/0,Active,53.171311,-114.204307
102/10-27-053-10W5/0,Closed,53.608941,-115.385643
100/10-27-055-12W4/0,Closed,53.781927,-111.697319
100/10-27-059-16W4/2,Closed,54.131117,-112.312260
100/10-27-062-01W4/0,Closed,54.394656,-110.066707
100/10-27-064-26W4/0,Active,54.566261,-113.848964
100/10-27-065-23W4/0,Closed,54.657339,-113.390817
100/10-27-065-25W4/0,Active,54.654913,-113.694360
102/10-27-065-25W4/0,Active,54.653673,-113.695016
100/10-27-066-18W4/0,Closed,54.741949,-112.636584
100/10-27-069-15W4/2,Closed,55.005383,-112.198617
100/10-27-077-13W5/0,Closed,55.701529,-115.923487
100/10-27-087-01W6/2,Active,56.577329,-118.066425
100/10-27-109-03W6/0,Closed,58.494467,-118.401515
100/10-27-110-03W6/0,Closed,58.582596,-118.399457
100/10-27-111-02W6/0,Closed,58.668222,-118.235250
100/10-27-119-03W6/2,Active,59.366222,-118.415181
102/10-28-005-05W4/0,Closed,49.415801,-110.619353
102/10-28-014-04W4/0,Closed,50.204034,-110.488349
100/10-28-020-26W4/0,Closed,50.727069,-113.546604
100/10-28-022-04W4/0,Closed,50.902597,-110.496004
100/10-28-038-15W4/0,Closed,52.299294,-112.082596
100/10-28-039-15W4/0,Closed,52.385398,-112.101871
100/10-28-039-19W4/3,Closed,52.386549,-112.675343
100/10-28-041-22W4/0,Closed,52.559130,-113.109480
100/10-28-048-17W4/0,Closed,53.172427,-112.425461
102/10-28-052-08W4/0,Closed,53.520386,-111.119363
100/10-28-055-24W4/0,Closed,53.785048,-113.502936
100/10-28-057-25W4/0,Closed,53.957774,-113.654729
100/10-28-059-24W4/0,Active,54.133526,-113.536009
100/10-28-061-26W4/0,Closed,54.305454,-113.837020
100/10-28-065-24W4/0,Active,54.655156,-113.567244
100/10-28-087-02W6/0,Closed,56.573859,-118.247247
100/10-28-112-02W6/0,Closed,58.757271,-118.263537
102/10-28-122-21W5/2,Active,59.627385,-117.546557
100/13-28-122-21W5/0,Active,59.627291,-117.547537
100/11-28-122-21W5/0,Active,59.627388,-117.547092
100/07-28-122-21W5/2,Active,59.627386,-117.546823
100/10-29-002-13W4/0,Closed,49.153720,-111.706148
102/10-29-003-21W4/0,Closed,49.242208,-112.792352
100/10-29-012-02W4/0,Closed,50.027885,-110.240883
100/10-29-017-20W4/0,Closed,50.465098,-112.716995
103/10-29-017-20W4/0,Closed,50.463080,-112.716258
100/10-29-018-27W4/0,Closed,50.550592,-113.673635
100/10-29-019-23W4/0,Closed,50.638275,-113.154746
102/10-29-019-24W4/0,Closed,50.638464,-113.292916
100/10-29-019-27W4/0,Active,50.639605,-113.706068
100/10-29-024-02W4/0,Closed,51.075293,-110.245489
100/10-29-034-12W4/0,Closed,51.948706,-111.668989
100/10-29-051-09W5/0,Active,53.435720,-115.286212
1A0/10-29-060-05W4/2,Closed,54.217964,-110.713155
1C0/10-29-060-05W4/2,Closed,54.219772,-110.716271
100/10-29-061-04W4/0,Closed,54.304876,-110.561926
100/10-29-061-22W4/0,Closed,54.308422,-113.257942
102/10-29-061-22W4/0,Closed,54.308451,-113.257704
100/10-29-068-19W4/2,Active,54.917932,-112.861992
100/10-29-074-04W5/0,Active,55.440358,-114.575122
100/09-29-078-08W5/0,Closed,55.789327,-115.198038
100/10-29-078-20W5/0,Closed,55.792193,-117.060499
100/10-29-087-02W6/0,Active,56.573941,-118.275115
102/10-29-087-02W6/0,Active,56.576569,-118.279014
100/10-29-090-02W6/0,Closed,56.836311,-118.273250
100/10-29-094-12W6/0,Closed,57.184785,-119.891632
100/10-29-112-01W6/0,Closed,58.757544,-118.120972
100/10-29-117-04W6/0,Closed,59.192490,-118.637174
102/10-29-122-21W5/2,Active,59.629587,-117.574632
100/10-29-122-21W5/0,Closed,59.629545,-117.574531
102/10-30-005-05W4/0,Closed,49.414417,-110.665911
100/10-30-017-20W4/0,Closed,50.463731,-112.737661
102/10-30-018-26W4/0,Closed,50.552530,-113.559006
100/11-30-020-27W4/0,Closed,50.727285,-113.731946
100/12-30-020-27W4/0,Closed,50.727465,-113.731946
100/10-30-022-21W4/0,Closed,50.900355,-112.897744
100/10-30-029-07W4/0,Closed,51.513264,-110.972755
100/10-30-037-04W4/0,Closed,52.210806,-110.563089
1F1/10-30-037-04W4/0,Closed,52.210767,-110.563074
102/10-30-037-28W4/0,Closed,52.211441,-113.986278
102/10-30-038-26W4/2,Closed,52.298089,-113.704425
104/10-30-042-04W5/0,Closed,52.648495,-114.564351
1D0/10-30-045-05W4/0,Closed,52.911574,-110.712624
100/10-30-048-08W4/0,Active,53.170186,-111.160703
100/10-30-050-07W4/5,Closed,53.345466,-111.012572
100/10-30-058-15W4/0,Closed,54.043044,-112.215407
100/10-30-059-04W4/0,Closed,54.130219,-110.591927
100/10-30-085-11W6/0,Closed,56.399302,-119.722792
100/10-30-089-05W6/0,Closed,56.748749,-118.782466
102/10-30-112-01W6/0,Closed,58.757038,-118.153540
100/10-30-112-01W6/0,Closed,58.757014,-118.153873
100/10-30-119-02W6/3,Closed,59.365747,-118.327266
100/10-30-123-18W5/2,Closed,59.714217,-117.122750
100/10-31-003-21W4/0,Active,49.256472,-112.815635
100/10-31-011-12W4/0,Active,49.954571,-111.628325
102/10-31-012-01W4/0,Closed,50.041804,-110.126445
103/10-31-012-05W4/0,Active,50.040924,-110.674846
100/10-31-012-13W4/0,Closed,50.043698,-111.765472
100/10-31-016-23W4/0,Closed,50.393374,-113.150180
100/10-31-017-27W4/0,Closed,50.478197,-113.697337
100/10-31-020-28W4/0,Active,50.741570,-113.868285
100/10-31-029-08W4/0,Closed,51.526046,-111.113586
100/10-31-029-24W4/0,Closed,51.526087,-113.367299
100/10-31-030-23W4/0,Closed,51.614838,-113.225173
102/10-31-030-23W4/0,Closed,51.615083,-113.223553
100/10-31-034-27W4/0,Closed,51.964106,-113.815317
102/10-31-041-08W5/0,Active,52.574199,-115.138975
102/15-31-041-08W5/0,Active,52.574092,-115.138735
100/10-31-045-23W4/0,Closed,52.925947,-113.325920
100/09-31-050-03W5/0,Closed,53.359762,-114.422880
100/10-31-051-20W4/0,Closed,53.448686,-112.935996
100/10-31-055-19W4/4,Active,53.797982,-112.808813
100/10-31-061-13W4/0,Active,54.319080,-111.933465
100/10-31-063-25W4/0,Closed,54.493826,-113.769190
100/10-32-003-21W4/0,Active,49.257177,-112.793764
100/10-32-011-02W4/0,Closed,49.956546,-110.238406
100/10-32-011-14W4/0,Closed,49.954248,-111.879659
100/10-32-014-24W4/0,Closed,50.216464,-113.238305
100/10-32-016-23W4/0,Closed,50.392153,-113.128512
100/09-32-016-27W4/0,Closed,50.390868,-113.677228
100/10-32-017-29W4/0,Closed,50.477816,-113.949736
100/10-32-019-23W4/0,Closed,50.655396,-113.154757
100/10-32-019-27W4/0,Active,50.654196,-113.706791
100/01-32-019-27W4/0,Active,50.653985,-113.706259
102/10-32-020-27W4/0,Closed,50.742901,-113.705367
100/10-32-020-27W4/0,Closed,50.742720,-113.705348
100/10-32-023-15W4/0,Closed,51.004207,-112.058813
100/10-32-031-07W4/0,Closed,51.700023,-110.958278
100/14-32-039-13W4/0,Closed,52.400866,-111.839681
100/10-32-045-04W4/0,Closed,52.926674,-110.545706
100/10-32-048-05W4/0,Closed,53.186230,-110.696155
100/10-32-061-03W4/0,Active,54.321575,-110.411482
100/10-32-082-09W6/0,Closed,56.155182,-119.367044
100/10-32-086-03W6/0,Closed,56.504786,-118.430674
102/10-32-086-03W6/0,Closed,56.504919,-118.429802
100/15-32-086-03W6/0,Closed,56.505055,-118.430658
100/10-32-089-04W6/0,Closed,56.765446,-118.594183
100/10-32-094-25W5/0,Closed,57.202389,-117.986296
100/10-32-109-04W6/0,Closed,58.509187,-118.624243
100/10-32-110-02W6/0,Closed,58.596095,-118.289993
100/10-32-111-23W5/0,Closed,58.685040,-117.840300
100/10-33-003-06W4/0,Closed,49.257099,-110.752394
100/10-33-012-01W4/0,Closed,50.041901,-110.080085
100/10-33-015-25W4/0,Closed,50.304077,-113.375939
100/10-33-016-29W4/0,Closed,50.392548,-113.928030
102/10-33-017-25W4/0,Closed,50.479831,-113.378974
100/10-33-025-02W4/0,Closed,51.179305,-110.220489
100/10-33-034-17W4/0,Active,51.965246,-112.352296
100/10-33-040-25W4/0,Closed,52.488185,-113.539822
100/10-33-046-03W5/0,Closed,53.013832,-114.370739
100/10-33-047-08W4/0,Active,53.097987,-111.108550
100/10-33-052-16W5/0,Closed,53.535676,-116.295792
100/10-33-072-03W5/0,Closed,55.282911,-114.395211
100/10-33-076-15W5/0,Closed,55.629166,-116.259640
100/09-33-077-02W6/0,Closed,55.719345,-118.240603
100/10-33-085-19W5/0,Active,56.416465,-116.936497
100/10-33-109-03W6/0,Closed,58.508915,-118.429421
100/10-33-112-23W5/0,Closed,58.772580,-117.813760
100/10-34-015-23W4/0,Closed,50.305312,-113.082224
100/10-34-020-28W4/0,Closed,50.742270,-113.801099
102/10-34-029-01W5/0,Closed,51.526695,-114.059386
100/10-34-035-20W4/0,Closed,52.050168,-112.777224
100/10-34-038-27W4/0,Active,52.311957,-113.774205
100/10-34-041-25W4/0,Closed,52.574371,-113.517265
100/10-34-047-04W5/0,Closed,53.099919,-114.498036
100/10-34-047-05W4/0,Closed,53.098929,-110.646733
102/10-34-048-26W4/0,Closed,53.185678,-113.715869
100/10-34-049-06W5/0,Active,53.274467,-114.790591
100/10-34-050-09W5/0,Closed,53.362004,-115.228985
102/10-34-050-09W5/0,Closed,53.362471,-115.230093
100/10-34-065-24W4/0,Closed,54.670153,-113.544451
100/10-34-086-03W6/0,Closed,56.502450,-118.381022
100/10-34-089-23W5/0,Closed,56.763165,-117.571453
100/10-34-093-03W6/0,Closed,57.114241,-118.384092
100/10-34-109-03W6/0,Closed,58.509812,-118.399819
100/10-35-003-12W4/0,Closed,49.255562,-111.516453
102/10-35-004-05W4/0,Closed,49.343156,-110.575925
100/10-35-012-02W4/0,Closed,50.042129,-110.172701
100/10-35-017-21W4/0,Closed,50.480672,-112.787022
100/10-35-019-23W4/0,Closed,50.652856,-113.085763
102/06-35-019-29W4/3,Closed,50.655676,-113.913082
100/10-35-027-23W4/0,Active,51.351121,-113.130942
100/10-35-028-02W4/0,Closed,51.440792,-110.178516
100/10-35-029-09W4/0,Closed,51.525890,-111.164712
100/10-35-034-08W4/0,Closed,51.962734,-111.028448
104/07-35-034-08W4/0,Closed,51.962338,-111.029329
103/07-35-034-08W4/0,Closed,51.962205,-111.029109
102/07-35-034-08W4/0,Closed,51.962206,-111.029036
102/08-35-034-08W4/0,Closed,51.962205,-111.028965
100/10-35-038-16W4/0,Closed,52.312419,-112.181940
100/10-35-038-27W4/0,Closed,52.312120,-113.751440
100/10-35-040-02W4/0,Closed,52.487586,-110.181164
100/10-35-040-25W4/0,Closed,52.487020,-113.491568
100/10-35-047-04W5/0,Active,53.099808,-114.473832
100/10-35-049-06W5/0,Active,53.273937,-114.767012
100/10-35-049-27W4/0,Closed,53.274786,-113.837873
100/10-35-062-01W5/0,Closed,54.408665,-114.036394
100/10-35-063-25W4/0,Closed,54.494179,-113.667771
102/10-35-064-13W5/0,Active,54.583784,-115.848260
100/10-35-064-14W4/2,Active,54.581052,-112.005554
100/10-35-075-10W5/0,Closed,55.543626,-115.434048
100/10-35-080-14W4/2,Active,55.977465,-112.078139
103/10-35-084-10W6/0,Closed,56.328096,-119.461245
100/10-35-089-06W6/0,Closed,56.766223,-118.835146
100/10-35-102-23W5/0,Closed,57.897882,-117.647360
100/10-36-002-06W4/0,Closed,49.167207,-110.684098
100/10-36-003-22W4/0,Active,49.257098,-112.836519
100/10-36-004-05W4/0,Closed,49.343188,-110.554921
100/10-36-004-07W4/0,Closed,49.343135,-110.821953
103/10-36-011-13W4/0,Closed,49.956152,-111.648535
102/10-36-020-29W4/0,Closed,50.741688,-113.890296
100/10-36-020-29W4/0,Active,50.741783,-113.890631
100/10-36-021-26W4/0,Closed,50.829207,-113.476594
100/10-36-029-08W4/0,Closed,51.525715,-110.995738
100/10-36-029-09W4/0,Closed,51.525652,-111.138070
100/10-36-045-20W4/0,Closed,52.924513,-112.771840
102/10-36-047-26W4/0,Active,53.099499,-113.668627
100/10-36-050-08W4/0,Active,53.359169,-111.037379
100/10-36-063-25W4/0,Active,54.495189,-113.645983
102/10-36-064-13W5/0,Active,54.583226,-115.825377
103/10-36-064-13W5/0,Closed,54.582144,-115.826009
100/10-36-075-10W5/0,Closed,55.543074,-115.408169
102/10-36-080-11W6/4,Closed,55.978195,-119.576232
102/10-36-087-08W5/0,Active,56.590745,-115.128811
100/10-36-094-25W5/0,Closed,57.200070,-117.879240
100/10-36-110-04W6/2,Closed,58.596252,-118.509766
100/11-01-008-02W5/0,Active,49.619295,-114.148702
103/11-01-012-14W4/0,Closed,49.971090,-111.790739
100/11-01-012-15W4/0,Closed,49.970683,-111.928998
100/11-01-015-27W4/0,Closed,50.232973,-113.591577
100/11-01-017-23W4/0,Closed,50.405303,-113.040881
100/05-01-018-29W4/0,Closed,50.492591,-113.866204
100/11-01-019-25W4/0,Active,50.580107,-113.343808
100/11-01-029-01W4/0,Active,51.455321,-110.019546
100/11-01-031-23W4/0,Closed,51.630267,-113.140233
100/11-01-037-13W4/0,Closed,52.150767,-111.735791
100/11-01-038-04W4/0,Closed,52.238509,-110.445986
