PÉRIODE DE RÉFÉRENCE,GÉO,DGUID,Langue maternelle,Statistiques,Réponses multiples,UNITÉ DE MESURE,IDENTIFICATEUR D'UNITÉ DE MESURE,FACTEUR SCALAIRE,IDENTIFICATEUR SCALAIRE,VECTEUR,COORDONNÉES,VALEUR,STATUS,SYMBOLE,TERMINÉ,DÉCIMALES
1991,Saskatchewan,2016A000247,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943520,9.1.2.2,100,,,,1
1991,Saskatchewan,2016A000247,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943521,9.2.1.1,20885,,,,0
1991,Saskatchewan,2016A000247,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943522,9.2.1.2,21795,,,,0
1991,Saskatchewan,2016A000247,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943523,9.2.2.1,2.1,,,,1
1991,Saskatchewan,2016A000247,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943524,9.2.2.2,2.2,,,,1
1991,Saskatchewan,2016A000247,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943525,9.3.1.1,807115,,,,0
1991,Saskatchewan,2016A000247,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943526,9.3.1.2,812600,,,,0
1991,Saskatchewan,2016A000247,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943527,9.3.2.1,82.7,,,,1
1991,Saskatchewan,2016A000247,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943528,9.3.2.2,83.3,,,,1
1991,Saskatchewan,2016A000247,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943529,9.4.1.1,136820,,,,0
1991,Saskatchewan,2016A000247,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943530,9.4.1.2,141645,,,,0
1991,Saskatchewan,2016A000247,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943531,9.4.2.1,14,,,,1
1991,Saskatchewan,2016A000247,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943532,9.4.2.2,14.5,,,,1
1991,Saskatchewan,2016A000247,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943533,9.5.1.1,1545,,,,0
1991,Saskatchewan,2016A000247,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943534,9.5.2.1,0.2,,,,1
1991,Saskatchewan,2016A000247,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943535,9.6.1.1,9375,,,,0
1991,Saskatchewan,2016A000247,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943536,9.6.2.1,1,,,,1
1991,Saskatchewan,2016A000247,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943537,9.7.1.1,220,,,,0
1991,Saskatchewan,2016A000247,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943538,9.7.2.1,0,,,,1
1991,Saskatchewan,2016A000247,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943539,9.8.1.1,80,,,,0
1991,Saskatchewan,2016A000247,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943540,9.8.2.1,0,,,,1
1991,Alberta,2016A000248,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943541,10.1.1.1,2519185,,,,0
1991,Alberta,2016A000248,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943542,10.1.1.2,2519185,,,,0
1991,Alberta,2016A000248,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943543,10.1.2.1,100,,,,1
1991,Alberta,2016A000248,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943544,10.1.2.2,100,,,,1
1991,Alberta,2016A000248,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943545,10.2.1.1,53715,,,,0
1991,Alberta,2016A000248,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943546,10.2.1.2,56730,,,,0
1991,Alberta,2016A000248,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943547,10.2.2.1,2.1,,,,1
1991,Alberta,2016A000248,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943548,10.2.2.2,2.3,,,,1
1991,Alberta,2016A000248,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943549,10.3.1.1,2031110,,,,0
1991,Alberta,2016A000248,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943550,10.3.1.2,2045905,,,,0
1991,Alberta,2016A000248,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943551,10.3.2.1,80.6,,,,1
1991,Alberta,2016A000248,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943552,10.3.2.2,81.2,,,,1
1991,Alberta,2016A000248,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943553,10.4.1.1,404180,,,,0
1991,Alberta,2016A000248,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943554,10.4.1.2,416550,,,,0
1991,Alberta,2016A000248,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943555,10.4.2.1,16,,,,1
1991,Alberta,2016A000248,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943556,10.4.2.2,16.5,,,,1
1991,Alberta,2016A000248,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943557,10.5.1.1,5355,,,,0
1991,Alberta,2016A000248,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943558,10.5.2.1,0.2,,,,1
1991,Alberta,2016A000248,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943559,10.6.1.1,24050,,,,0
1991,Alberta,2016A000248,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943560,10.6.2.1,1,,,,1
1991,Alberta,2016A000248,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943561,10.7.1.1,510,,,,0
1991,Alberta,2016A000248,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943562,10.7.2.1,0,,,,1
1991,Alberta,2016A000248,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943563,10.8.1.1,260,,,,0
1991,Alberta,2016A000248,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943564,10.8.2.1,0,,,,1
1991,Colombie-Britannique,2016A000259,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943565,11.1.1.1,3247505,,,,0
1991,Colombie-Britannique,2016A000259,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943566,11.1.1.2,3247505,,,,0
1991,Colombie-Britannique,2016A000259,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943567,11.1.2.1,100,,,,1
1991,Colombie-Britannique,2016A000259,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943568,11.1.2.2,100,,,,1
1991,Colombie-Britannique,2016A000259,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943569,11.2.1.1,48835,,,,0
1991,Colombie-Britannique,2016A000259,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943570,11.2.1.2,51585,,,,0
1991,Colombie-Britannique,2016A000259,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943571,11.2.2.1,1.5,,,,1
1991,Colombie-Britannique,2016A000259,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943572,11.2.2.2,1.6,,,,1
1991,Colombie-Britannique,2016A000259,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943573,11.3.1.1,2545490,,,,0
1991,Colombie-Britannique,2016A000259,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943574,11.3.1.2,2562240,,,,0
1991,Colombie-Britannique,2016A000259,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943575,11.3.2.1,78.4,,,,1
1991,Colombie-Britannique,2016A000259,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943576,11.3.2.2,78.9,,,,1
1991,Colombie-Britannique,2016A000259,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943577,11.4.1.1,618895,,,,0
1991,Colombie-Britannique,2016A000259,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943578,11.4.1.2,633665,,,,0
1991,Colombie-Britannique,2016A000259,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943579,11.4.2.1,19.1,,,,1
1991,Colombie-Britannique,2016A000259,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943580,11.4.2.2,19.5,,,,1
1991,Colombie-Britannique,2016A000259,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943581,11.5.1.1,4625,,,,0
1991,Colombie-Britannique,2016A000259,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943582,11.5.2.1,0.1,,,,1
1991,Colombie-Britannique,2016A000259,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943583,11.6.1.1,28685,,,,0
1991,Colombie-Britannique,2016A000259,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943584,11.6.2.1,0.9,,,,1
1991,Colombie-Britannique,2016A000259,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943585,11.7.1.1,690,,,,0
1991,Colombie-Britannique,2016A000259,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943586,11.7.2.1,0,,,,1
1991,Colombie-Britannique,2016A000259,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943587,11.8.1.1,290,,,,0
1991,Colombie-Britannique,2016A000259,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943588,11.8.2.1,0,,,,1
1991,Yukon,2016A000260,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943589,12.1.1.1,27655,,,,0
1991,Yukon,2016A000260,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943590,12.1.1.2,27655,,,,0
1991,Yukon,2016A000260,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943591,12.1.2.1,100,,,,1
1991,Yukon,2016A000260,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943592,12.1.2.2,100,,,,1
1991,Yukon,2016A000260,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943593,12.2.1.1,865,,,,0
1991,Yukon,2016A000260,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943594,12.2.1.2,905,,,,0
1991,Yukon,2016A000260,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943595,12.2.2.1,3.1,,,,1
1991,Yukon,2016A000260,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943596,12.2.2.2,3.3,,,,1
1991,Yukon,2016A000260,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943597,12.3.1.1,24410,,,,0
1991,Yukon,2016A000260,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943598,12.3.1.2,24550,,,,0
1991,Yukon,2016A000260,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943599,12.3.2.1,88.3,,,,1
1991,Yukon,2016A000260,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943600,12.3.2.2,88.7,,,,1
1991,Yukon,2016A000260,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943601,12.4.1.1,2085,,,,0
1991,Yukon,2016A000260,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943602,12.4.1.2,2210,,,,0
1991,Yukon,2016A000260,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943603,12.4.2.1,7.5,,,,1
1991,Yukon,2016A000260,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943604,12.4.2.2,8,,,,1
1991,Yukon,2016A000260,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943605,12.5.1.1,60,,,,0
1991,Yukon,2016A000260,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943606,12.5.2.1,0.2,,,,1
1991,Yukon,2016A000260,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943607,12.6.1.1,220,,,,0
1991,Yukon,2016A000260,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943608,12.6.2.1,0.8,,,,1
1991,Yukon,2016A000260,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943609,12.7.1.1,15,,,,0
1991,Yukon,2016A000260,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943610,12.7.2.1,0.1,,,,1
1991,Yukon,2016A000260,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943611,12.8.1.1,0,,,,0
1991,Yukon,2016A000260,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943612,12.8.2.1,0,,,,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943613,13.1.1.1,57430,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943614,13.1.1.2,57430,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943615,13.1.2.1,100,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943616,13.1.2.2,100,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943617,13.2.1.1,1380,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943618,13.2.1.2,1455,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943619,13.2.2.1,2.4,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943620,13.2.2.2,2.5,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943621,13.3.1.1,31135,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943622,13.3.1.2,31705,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943623,13.3.2.1,54.2,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943624,13.3.2.2,55.2,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943625,13.4.1.1,23770,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943626,13.4.1.2,24280,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943627,13.4.2.1,41.4,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943628,13.4.2.2,42.3,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943629,13.5.1.1,135,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943630,13.5.2.1,0.2,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943631,13.6.1.1,990,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943632,13.6.2.1,1.7,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943633,13.7.1.1,20,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943634,13.7.2.1,0,,,t,1
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943635,13.8.1.1,10,,,t,0
1991,Territoires du Nord-Ouest incluant Nunavut,2016A000261,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943636,13.8.2.1,0,,,t,1
1991,Canada hors Québec,,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943685,16.1.1.1,20183740,,,,0
1991,Canada hors Québec,,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943686,16.1.1.2,20183740,,,,0
1991,Canada hors Québec,,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943687,16.1.2.1,100,,,,1
1991,Canada hors Québec,,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943688,16.1.2.2,100,,,,1
1991,Canada hors Québec,,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943689,16.2.1.1,946760,,,,0
1991,Canada hors Québec,,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943690,16.2.1.2,976415,,,,0
1991,Canada hors Québec,,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943691,16.2.2.1,4.7,,,,1
1991,Canada hors Québec,,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943692,16.2.2.2,4.8,,,,1
1991,Canada hors Québec,,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943693,16.3.1.1,15570730,,,,0
1991,Canada hors Québec,,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943694,16.3.1.2,15685005,,,,0
1991,Canada hors Québec,,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943695,16.3.2.1,77.1,,,,1
1991,Canada hors Québec,,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943696,16.3.2.2,77.7,,,,1
1991,Canada hors Québec,,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943697,16.4.1.1,3431580,,,,0
1991,Canada hors Québec,,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943698,16.4.1.2,3522315,,,,0
1991,Canada hors Québec,,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943699,16.4.2.1,17,,,,1
1991,Canada hors Québec,,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943700,16.4.2.2,17.5,,,,1
1991,Canada hors Québec,,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943701,16.5.1.1,52410,,,,0
1991,Canada hors Québec,,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943702,16.5.2.1,0.3,,,,1
1991,Canada hors Québec,,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943703,16.6.1.1,174585,,,,0
1991,Canada hors Québec,,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943704,16.6.2.1,0.9,,,,1
1991,Canada hors Québec,,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943705,16.7.1.1,5345,,,,0
1991,Canada hors Québec,,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943706,16.7.2.1,0,,,,1
1991,Canada hors Québec,,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943707,16.8.1.1,2330,,,,0
1991,Canada hors Québec,,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943708,16.8.2.1,0,,,,1
1996,Canada,2016A000011124,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943325,1.1.1.1,28528125,,,,0
1996,Canada,2016A000011124,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943326,1.1.1.2,28528125,,,,0
1996,Canada,2016A000011124,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943327,1.1.2.1,100,,,,1
1996,Canada,2016A000011124,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943328,1.1.2.2,100,,,,1
1996,Canada,2016A000011124,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943329,1.2.1.1,6636655,,,,0
1996,Canada,2016A000011124,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943330,1.2.1.2,6711644,,,,0
1996,Canada,2016A000011124,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943331,1.2.2.1,23.3,,,,1
1996,Canada,2016A000011124,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943332,1.2.2.2,23.5,,,,1
1996,Canada,2016A000011124,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943333,1.3.1.1,16890615,,,,0
1996,Canada,2016A000011124,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943334,1.3.1.2,17072432,,,,0
1996,Canada,2016A000011124,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943335,1.3.2.1,59.2,,,,1
1996,Canada,2016A000011124,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943336,1.3.2.2,59.8,,,,1
1996,Canada,2016A000011124,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943337,1.4.1.1,4598290,,,,0
1996,Canada,2016A000011124,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943338,1.4.1.2,4744059,,,,0
1996,Canada,2016A000011124,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943339,1.4.2.1,16.1,,,,1
1996,Canada,2016A000011124,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943340,1.4.2.2,16.6,,,,1
1996,Canada,2016A000011124,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943341,1.5.1.1,107945,,,,0
1996,Canada,2016A000011124,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943342,1.5.2.1,0.4,,,,1
1996,Canada,2016A000011124,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943343,1.6.1.1,249545,,,,0
1996,Canada,2016A000011124,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943344,1.6.2.1,0.9,,,,1
1996,Canada,2016A000011124,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943345,1.7.1.1,35845,,,,0
1996,Canada,2016A000011124,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943346,1.7.2.1,0.1,,,,1
1996,Canada,2016A000011124,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943347,1.8.1.1,9225,,,,0
1996,Canada,2016A000011124,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943348,1.8.2.1,0,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943349,2.1.1.1,547160,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943350,2.1.1.2,547160,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943351,2.1.2.1,100,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943352,2.1.2.2,100,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943353,2.2.1.1,2280,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943354,2.2.1.2,2440,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943355,2.2.2.1,0.4,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943356,2.2.2.2,0.4,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943357,2.3.1.1,538695,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943358,2.3.1.2,539048,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943359,2.3.2.1,98.5,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943360,2.3.2.2,98.5,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943361,2.4.1.1,5460,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943362,2.4.1.2,5663,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943363,2.4.2.1,1,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943364,2.4.2.2,1,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943365,2.5.1.1,300,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943366,2.5.2.1,0.1,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943367,2.6.1.1,405,,,,0
1996,Terre-Neuve-et-Labrador,2016A000210,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943368,2.6.2.1,0.1,,,,1
1996,Terre-Neuve-et-Labrador,2016A000210,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943369,2.7.1.1,20,,,,0
