PÉRIODE DE RÉFÉRENCE,GÉO,DGUID,Langue maternelle,Statistiques,Réponses multiples,UNITÉ DE MESURE,IDENTIFICATEUR D'UNITÉ DE MESURE,FACTEUR SCALAIRE,IDENTIFICATEUR SCALAIRE,VECTEUR,COORDONNÉES,VALEUR,STATUS,SYMBOLE,TERMINÉ,DÉCIMALES
2001,Manitoba,2016A000246,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943509,8.5.1.1,2675,,,,0
2001,Manitoba,2016A000246,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943510,8.5.2.1,0.2,,,,1
2001,Manitoba,2016A000246,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943511,8.6.1.1,13065,,,,0
2001,Manitoba,2016A000246,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943512,8.6.2.1,1.2,,,,1
2001,Manitoba,2016A000246,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943513,8.7.1.1,435,,,,0
2001,Manitoba,2016A000246,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943514,8.7.2.1,0,,,,1
2001,Manitoba,2016A000246,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943515,8.8.1.1,110,,,,0
2001,Manitoba,2016A000246,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943516,8.8.2.1,0,,,,1
2001,Saskatchewan,2016A000247,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943517,9.1.1.1,963155,,,,0
2001,Saskatchewan,2016A000247,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943518,9.1.1.2,963155,,,,0
2001,Saskatchewan,2016A000247,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943519,9.1.2.1,100,,,,1
2001,Saskatchewan,2016A000247,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943520,9.1.2.2,100,,,,1
2001,Saskatchewan,2016A000247,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943521,9.2.1.1,17780,,,,0
2001,Saskatchewan,2016A000247,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943522,9.2.1.2,18633,,,,0
2001,Saskatchewan,2016A000247,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943523,9.2.2.1,1.8,,,,1
2001,Saskatchewan,2016A000247,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943524,9.2.2.2,1.9,,,,1
2001,Saskatchewan,2016A000247,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943525,9.3.1.1,817955,,,,0
2001,Saskatchewan,2016A000247,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943526,9.3.1.2,822636,,,,0
2001,Saskatchewan,2016A000247,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943527,9.3.2.1,84.9,,,,1
2001,Saskatchewan,2016A000247,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943528,9.3.2.2,85.4,,,,1
2001,Saskatchewan,2016A000247,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943529,9.4.1.1,117770,,,,0
2001,Saskatchewan,2016A000247,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943530,9.4.1.2,121886,,,,0
2001,Saskatchewan,2016A000247,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943531,9.4.2.1,12.2,,,,1
2001,Saskatchewan,2016A000247,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943532,9.4.2.2,12.7,,,,1
2001,Saskatchewan,2016A000247,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943533,9.5.1.1,1375,,,,0
2001,Saskatchewan,2016A000247,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943534,9.5.2.1,0.1,,,,1
2001,Saskatchewan,2016A000247,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943535,9.6.1.1,7905,,,,0
2001,Saskatchewan,2016A000247,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943536,9.6.2.1,0.8,,,,1
2001,Saskatchewan,2016A000247,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943537,9.7.1.1,255,,,,0
2001,Saskatchewan,2016A000247,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943538,9.7.2.1,0,,,,1
2001,Saskatchewan,2016A000247,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943539,9.8.1.1,115,,,,0
2001,Saskatchewan,2016A000247,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943540,9.8.2.1,0,,,,1
2001,Alberta,2016A000248,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943541,10.1.1.1,2941150,,,,0
2001,Alberta,2016A000248,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943542,10.1.1.2,2941150,,,,0
2001,Alberta,2016A000248,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943543,10.1.2.1,100,,,,1
2001,Alberta,2016A000248,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943544,10.1.2.2,100,,,,1
2001,Alberta,2016A000248,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943545,10.2.1.1,58645,,,,0
2001,Alberta,2016A000248,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943546,10.2.1.2,62241,,,,0
2001,Alberta,2016A000248,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943547,10.2.2.1,2,,,,1
2001,Alberta,2016A000248,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943548,10.2.2.2,2.1,,,,1
2001,Alberta,2016A000248,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943549,10.3.1.1,2379515,,,,0
2001,Alberta,2016A000248,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943550,10.3.1.2,2395773,,,,0
2001,Alberta,2016A000248,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943551,10.3.2.1,80.9,,,,1
2001,Alberta,2016A000248,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943552,10.3.2.2,81.5,,,,1
2001,Alberta,2016A000248,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943553,10.4.1.1,469225,,,,0
2001,Alberta,2016A000248,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943554,10.4.1.2,483136,,,,0
2001,Alberta,2016A000248,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943555,10.4.2.1,16,,,,1
2001,Alberta,2016A000248,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943556,10.4.2.2,16.4,,,,1
2001,Alberta,2016A000248,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943557,10.5.1.1,5785,,,,0
2001,Alberta,2016A000248,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943558,10.5.2.1,0.2,,,,1
2001,Alberta,2016A000248,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943559,10.6.1.1,26420,,,,0
2001,Alberta,2016A000248,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943560,10.6.2.1,0.9,,,,1
2001,Alberta,2016A000248,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943561,10.7.1.1,1090,,,,0
2001,Alberta,2016A000248,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943562,10.7.2.1,0,,,,1
2001,Alberta,2016A000248,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943563,10.8.1.1,475,,,,0
2001,Alberta,2016A000248,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943564,10.8.2.1,0,,,,1
2001,Colombie-Britannique,2016A000259,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943565,11.1.1.1,3868875,,,,0
2001,Colombie-Britannique,2016A000259,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943566,11.1.1.2,3868875,,,,0
2001,Colombie-Britannique,2016A000259,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943567,11.1.2.1,100,,,,1
2001,Colombie-Britannique,2016A000259,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943568,11.1.2.2,100,,,,1
2001,Colombie-Britannique,2016A000259,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943569,11.2.1.1,54400,,,,0
2001,Colombie-Britannique,2016A000259,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943570,11.2.1.2,58893,,,,0
2001,Colombie-Britannique,2016A000259,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943571,11.2.2.1,1.4,,,,1
2001,Colombie-Britannique,2016A000259,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943572,11.2.2.2,1.5,,,,1
2001,Colombie-Britannique,2016A000259,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943573,11.3.1.1,2825780,,,,0
2001,Colombie-Britannique,2016A000259,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943574,11.3.1.2,2849181,,,,0
2001,Colombie-Britannique,2016A000259,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943575,11.3.2.1,73,,,,1
2001,Colombie-Britannique,2016A000259,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943576,11.3.2.2,73.6,,,,1
2001,Colombie-Britannique,2016A000259,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943577,11.4.1.1,939945,,,,0
2001,Colombie-Britannique,2016A000259,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943578,11.4.1.2,960806,,,,0
2001,Colombie-Britannique,2016A000259,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943579,11.4.2.1,24.3,,,,1
2001,Colombie-Britannique,2016A000259,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943580,11.4.2.2,24.8,,,,1
2001,Colombie-Britannique,2016A000259,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943581,11.5.1.1,6785,,,,0
2001,Colombie-Britannique,2016A000259,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943582,11.5.2.1,0.2,,,,1
2001,Colombie-Britannique,2016A000259,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943583,11.6.1.1,39525,,,,0
2001,Colombie-Britannique,2016A000259,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943584,11.6.2.1,1,,,,1
2001,Colombie-Britannique,2016A000259,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943585,11.7.1.1,1700,,,,0
2001,Colombie-Britannique,2016A000259,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943586,11.7.2.1,0,,,,1
2001,Colombie-Britannique,2016A000259,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943587,11.8.1.1,740,,,,0
2001,Colombie-Britannique,2016A000259,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943588,11.8.2.1,0,,,,1
2001,Yukon,2016A000260,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943589,12.1.1.1,28520,,,,0
2001,Yukon,2016A000260,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943590,12.1.1.2,28520,,,,0
2001,Yukon,2016A000260,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943591,12.1.2.1,100,,,,1
2001,Yukon,2016A000260,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943592,12.1.2.2,100,,,,1
2001,Yukon,2016A000260,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943593,12.2.1.1,890,,,,0
2001,Yukon,2016A000260,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943594,12.2.1.2,932,,,,0
2001,Yukon,2016A000260,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943595,12.2.2.1,3.1,,,,1
2001,Yukon,2016A000260,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943596,12.2.2.2,3.3,,,,1
2001,Yukon,2016A000260,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943597,12.3.1.1,24590,,,,0
2001,Yukon,2016A000260,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943598,12.3.1.2,24758,,,,0
2001,Yukon,2016A000260,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943599,12.3.2.1,86.2,,,,1
2001,Yukon,2016A000260,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943600,12.3.2.2,86.8,,,,1
2001,Yukon,2016A000260,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943601,12.4.1.1,2700,,,,0
2001,Yukon,2016A000260,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943602,12.4.1.2,2830,,,,0
2001,Yukon,2016A000260,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943603,12.4.2.1,9.5,,,,1
2001,Yukon,2016A000260,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943604,12.4.2.2,9.9,,,,1
2001,Yukon,2016A000260,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943605,12.5.1.1,85,,,,0
2001,Yukon,2016A000260,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943606,12.5.2.1,0.3,,,,1
2001,Yukon,2016A000260,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943607,12.6.1.1,245,,,,0
2001,Yukon,2016A000260,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943608,12.6.2.1,0.9,,,,1
2001,Yukon,2016A000260,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943609,12.7.1.1,0,,,,0
2001,Yukon,2016A000260,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943610,12.7.2.1,0,,,,1
2001,Yukon,2016A000260,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943611,12.8.1.1,0,,,,0
2001,Yukon,2016A000260,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943612,12.8.2.1,0,,,,1
2001,Territoires du Nord-Ouest,2016A000261,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943637,14.1.1.1,37100,,,,0
2001,Territoires du Nord-Ouest,2016A000261,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943638,14.1.1.2,37100,,,,0
2001,Territoires du Nord-Ouest,2016A000261,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943639,14.1.2.1,100,,,,1
2001,Territoires du Nord-Ouest,2016A000261,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943640,14.1.2.2,100,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943641,14.2.1.1,950,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943642,14.2.1.2,1006,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943643,14.2.2.1,2.6,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943644,14.2.2.2,2.7,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943645,14.3.1.1,28645,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943646,14.3.1.2,28863,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943647,14.3.2.1,77.2,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943648,14.3.2.2,77.8,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943649,14.4.1.1,7065,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943650,14.4.1.2,7246,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943651,14.4.2.1,19,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943652,14.4.2.2,19.5,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943653,14.5.1.1,85,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943654,14.5.2.1,0.2,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943655,14.6.1.1,335,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943656,14.6.2.1,0.9,,,,1
2001,Territoires du Nord-Ouest,2016A000261,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943657,14.7.1.1,15,,,,0
2001,Territoires du Nord-Ouest,2016A000261,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943658,14.7.2.1,0,,,,1
2001,Territoires du Nord-Ouest,2016A000261,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943659,14.8.1.1,10,,,,0
2001,Territoires du Nord-Ouest,2016A000261,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943660,14.8.2.1,0,,,,1
2001,Nunavut,2016A000262,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943661,15.1.1.1,26665,,,,0
2001,Nunavut,2016A000262,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943662,15.1.1.2,26665,,,,0
2001,Nunavut,2016A000262,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943663,15.1.2.1,100,,,,1
2001,Nunavut,2016A000262,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943664,15.1.2.2,100,,,,1
2001,Nunavut,2016A000262,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943665,15.2.1.1,395,,,,0
2001,Nunavut,2016A000262,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943666,15.2.1.2,405,,,,0
2001,Nunavut,2016A000262,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943667,15.2.2.1,1.5,,,,1
2001,Nunavut,2016A000262,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943668,15.2.2.2,1.5,,,,1
2001,Nunavut,2016A000262,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943669,15.3.1.1,6945,,,,0
2001,Nunavut,2016A000262,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943670,15.3.1.2,7170,,,,0
2001,Nunavut,2016A000262,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943671,15.3.2.1,26,,,,1
2001,Nunavut,2016A000262,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943672,15.3.2.2,26.9,,,,1
2001,Nunavut,2016A000262,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943673,15.4.1.1,18875,,,,0
2001,Nunavut,2016A000262,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943674,15.4.1.2,19090,,,,0
2001,Nunavut,2016A000262,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943675,15.4.2.1,70.8,,,,1
2001,Nunavut,2016A000262,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943676,15.4.2.2,71.6,,,,1
2001,Nunavut,2016A000262,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943677,15.5.1.1,20,,,,0
2001,Nunavut,2016A000262,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943678,15.5.2.1,0.1,,,,1
2001,Nunavut,2016A000262,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943679,15.6.1.1,430,,,,0
2001,Nunavut,2016A000262,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943680,15.6.2.1,1.6,,,,1
2001,Nunavut,2016A000262,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943681,15.7.1.1,0,,,,0
2001,Nunavut,2016A000262,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943682,15.7.2.1,0,,,,1
2001,Nunavut,2016A000262,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943683,15.8.1.1,0,,,,0
2001,Nunavut,2016A000262,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943684,15.8.2.1,0,,,,1
2001,Canada hors Québec,,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943685,16.1.1.1,22513455,,,,0
2001,Canada hors Québec,,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943686,16.1.1.2,22513455,,,,0
2001,Canada hors Québec,,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943687,16.1.2.1,100,,,,1
2001,Canada hors Québec,,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943688,16.1.2.2,100,,,,1
2001,Canada hors Québec,,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943689,16.2.1.1,941565,,,,0
2001,Canada hors Québec,,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943690,16.2.1.2,980272,,,,0
2001,Canada hors Québec,,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943691,16.2.2.1,4.2,,,,1
2001,Canada hors Québec,,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943692,16.2.2.2,4.4,,,,1
2001,Canada hors Québec,,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943693,16.3.1.1,16795275,,,,0
2001,Canada hors Québec,,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943694,16.3.1.2,16930519,,,,0
2001,Canada hors Québec,,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943695,16.3.2.1,74.6,,,,1
2001,Canada hors Québec,,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943696,16.3.2.2,75.2,,,,1
2001,Canada hors Québec,,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943697,16.4.1.1,4492820,,,,0
2001,Canada hors Québec,,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943698,16.4.1.2,4602674,,,,0
2001,Canada hors Québec,,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943699,16.4.2.1,20,,,,1
2001,Canada hors Québec,,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943700,16.4.2.2,20.4,,,,1
2001,Canada hors Québec,,Français et anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943701,16.5.1.1,62515,,,,0
2001,Canada hors Québec,,Français et anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943702,16.5.2.1,0.3,,,,1
2001,Canada hors Québec,,Anglais et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943703,16.6.1.1,204815,,,,0
2001,Canada hors Québec,,Anglais et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943704,16.6.2.1,0.9,,,,1
2001,Canada hors Québec,,Français et langue(s) non officielle(s),Nombre,Non réparties,Nombre,223,unités,0,v1563943705,16.7.1.1,11735,,,,0
2001,Canada hors Québec,,Français et langue(s) non officielle(s),Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943706,16.7.2.1,0.1,,,,1
2001,Canada hors Québec,,"Français, anglais et langue(s) non officielle(s)",Nombre,Non réparties,Nombre,223,unités,0,v1563943707,16.8.1.1,4725,,,,0
2001,Canada hors Québec,,"Français, anglais et langue(s) non officielle(s)",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943708,16.8.2.1,0,,,,1
2006,Canada,2016A000011124,"Total, langue maternelle",Nombre,Non réparties,Nombre,223,unités,0,v1563943325,1.1.1.1,31241030,,,,0
2006,Canada,2016A000011124,"Total, langue maternelle",Nombre,Réparties,Nombre,223,unités,0,v1563943326,1.1.1.2,31241030,,,,0
2006,Canada,2016A000011124,"Total, langue maternelle",Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943327,1.1.2.1,100,,,,1
2006,Canada,2016A000011124,"Total, langue maternelle",Pourcentage,Réparties,Pourcent,239,unités,0,v1563943328,1.1.2.2,100,,,,1
2006,Canada,2016A000011124,Français,Nombre,Non réparties,Nombre,223,unités,0,v1563943329,1.2.1.1,6817650,,,,0
2006,Canada,2016A000011124,Français,Nombre,Réparties,Nombre,223,unités,0,v1563943330,1.2.1.2,6892230,,,,0
2006,Canada,2016A000011124,Français,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943331,1.2.2.1,21.8,,,,1
2006,Canada,2016A000011124,Français,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943332,1.2.2.2,22.1,,,,1
2006,Canada,2016A000011124,Anglais,Nombre,Non réparties,Nombre,223,unités,0,v1563943333,1.3.1.1,17882775,,,,0
2006,Canada,2016A000011124,Anglais,Nombre,Réparties,Nombre,223,unités,0,v1563943334,1.3.1.2,18055685,,,,0
2006,Canada,2016A000011124,Anglais,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943335,1.3.2.1,57.2,,,,1
2006,Canada,2016A000011124,Anglais,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943336,1.3.2.2,57.8,,,,1
2006,Canada,2016A000011124,Langue non officielle,Nombre,Non réparties,Nombre,223,unités,0,v1563943337,1.4.1.1,6147840,,,,0
2006,Canada,2016A000011124,Langue non officielle,Nombre,Réparties,Nombre,223,unités,0,v1563943338,1.4.1.2,6293110,,,,0
2006,Canada,2016A000011124,Langue non officielle,Pourcentage,Non réparties,Pourcent,239,unités,0,v1563943339,1.4.2.1,19.7,,,,1
2006,Canada,2016A000011124,Langue non officielle,Pourcentage,Réparties,Pourcent,239,unités,0,v1563943340,1.4.2.2,20.1,,,,1
