Geography,Year,Sex,Age,Prevalence Rate,Prevalent Cases,Population,Standard Error,Standard Score,Alberta Rate
Z1,2017,FEMALE,ALL,12.933,19597.613385,151534.99187,0.0862,6.898,12.33812
Z1,2017,MALE,00to39,15.951,13457.205088,84364.55037,0.12606,16.159,13.91427
Z1,2017,MALE,40to44,11.032,1025.4458,9295.2654157,0.32495,4.758,9.48568
Z1,2017,MALE,45to49,9.8411,840.13239833,8537.0034203,0.32238,3.467,8.72336
Z1,2017,MALE,50to54,8.7803,802.82718838,9143.5122563,0.29597,0.406,8.66012
Z1,2017,MALE,55to59,8.5454,848.0670407,9924.2188565,0.28062,-0.996,8.82483
Z1,2017,MALE,60to64,8.3767,754.44296215,9006.4642393,0.29192,-1.311,8.75948
Z1,2017,MALE,65to69,8.5771,623.89254553,7273.9052287,0.32833,-1.483,9.06407
Z1,2017,MALE,70to74,8.435,460.39873629,5458.1872198,0.37617,-3.459,9.73626
Z1,2017,MALE,75to79,8.1574,307.18064306,3765.6726478,0.44604,-4.797,10.29691
Z1,2017,MALE,80to84,8.6005,222.41521979,2586.0646446,0.55133,-4.391,11.02135
Z1,2017,MALE,85+,10.684,257.46883894,2409.8592148,0.62927,-2.394,12.19022
Z1,2017,MALE,ALL,12.914,19599.476461,151764.70351,0.08608,12.577,11.83167
Z1,2018,BOTH,00to39,14.328,23708.048343,165469.0206,0.08613,17.943,12.78238
Z1,2018,BOTH,40to44,13.155,2434.0821828,18503.748921,0.24847,6.925,11.43395
Z1,2018,BOTH,45to49,12.06,2068.8236892,17154.455032,0.24864,3.974,11.07189
Z1,2018,BOTH,50to54,11.723,2067.8123152,17639.253446,0.24221,2.354,11.15266
Z1,2018,BOTH,55to59,11.165,2224.1356793,19920.925094,0.22313,-0.667,11.31367
Z1,2018,BOTH,60to64,10.977,2070.8864165,18864.846685,0.2276,-1.243,11.26035
Z1,2018,BOTH,65to69,10.467,1617.9664426,15458.409618,0.24621,-4.117,11.48036
Z1,2018,BOTH,70to74,11.147,1352.9268707,12137.2522,0.28566,-3.183,12.05606
Z1,2018,BOTH,75to79,10.497,883.92966571,8421.1128169,0.33401,-5.489,12.32981
Z1,2018,BOTH,80to84,10.726,628.32860415,5857.7548347,0.40432,-5.19,12.82472
Z1,2018,BOTH,85+,10.423,696.45607496,6681.9127842,0.3738,-6.035,12.67873
Z1,2018,BOTH,ALL,12.987,39753.396284,306108.69203,0.06076,13.013,12.19607
Z1,2018,FEMALE,00to39,12.687,10226.863317,80609.702659,0.11723,9.893,11.52713
Z1,2018,FEMALE,40to44,14.792,1342.4289835,9075.4442006,0.37266,4.476,13.12379
Z1,2018,FEMALE,45to49,14.354,1221.9544013,8512.7173439,0.38002,3.023,13.20548
Z1,2018,FEMALE,50to54,14.097,1251.4638538,8877.4399003,0.36934,1.919,13.38855
Z1,2018,FEMALE,55to59,13.482,1349.6831614,10011.049539,0.34134,-0.145,13.53147
Z1,2018,FEMALE,60to64,13.299,1287.3956486,9680.1605097,0.34513,-0.824,13.58387
Z1,2018,FEMALE,65to69,12.131,957.21007489,7890.3504377,0.36756,-4.179,13.66748
Z1,2018,FEMALE,70to74,13.452,858.84189026,6384.444776,0.42703,-1.841,14.23843
Z1,2018,FEMALE,75to79,12.696,559.40630364,4406.0278895,0.50157,-2.762,14.08195
Z1,2018,FEMALE,80to84,12.036,393.34384618,3267.9906908,0.56919,-3.64,14.10814
Z1,2018,FEMALE,85+,10.69,448.90000602,4199.2599471,0.47682,-5.221,13.17923
Z1,2018,FEMALE,ALL,13.012,19897.491487,152914.58789,0.08604,6.67,12.43828
Z1,2018,MALE,00to39,15.887,13481.185026,84859.317937,0.12549,15.166,13.98334
Z1,2018,MALE,40to44,11.578,1091.6531993,9428.3047202,0.32952,5.446,9.78375
Z1,2018,MALE,45to49,9.7998,846.86928787,8641.7376883,0.31982,2.407,9.02987
Z1,2018,MALE,50to54,9.3171,816.34846146,8761.8135462,0.31053,1.053,8.99015
Z1,2018,MALE,55to59,8.8241,874.45251788,9909.8755557,0.28493,-1.023,9.11548
Z1,2018,MALE,60to64,8.5304,783.49076794,9184.6861749,0.29147,-1.47,8.95881
Z1,2018,MALE,65to69,8.7309,660.75636769,7568.0591806,0.32449,-1.551,9.23427
Z1,2018,MALE,70to74,8.5886,494.08498049,5752.8074242,0.36942,-3.016,9.70261
Z1,2018,MALE,75to79,8.0826,324.52336206,4015.0849274,0.43016,-5.2,10.31948
Z1,2018,MALE,80to84,9.0736,234.98475797,2589.7641439,0.56442,-3.788,11.21141
Z1,2018,MALE,85+,9.9714,247.55606893,2482.6528371,0.60133,-3.09,11.82966
Z1,2018,MALE,ALL,12.961,19855.904797,153194.10414,0.08581,11.7,11.95721
Z1,2019,BOTH,00to39,14.243,23656.710217,166099.39186,0.08575,17.28,12.76067
Z1,2019,BOTH,40to44,13.764,2619.7195368,19033.725768,0.24972,8.144,11.72981
Z1,2019,BOTH,45to49,12.379,2140.6112623,17292.891598,0.25044,3.993,11.37858
Z1,2019,BOTH,50to54,12.13,2056.2875674,16952.19207,0.25075,2.962,11.38721
Z1,2019,BOTH,55to59,11.469,2274.395016,19831.383067,0.22627,-0.53,11.58859
Z1,2019,BOTH,60to64,11.178,2148.1152386,19216.768657,0.2273,-1.288,11.47114
Z1,2019,BOTH,65to69,10.88,1744.2167212,16031.670656,0.24593,-3.247,11.67843
Z1,2019,BOTH,70to74,11.103,1409.410086,12693.952742,0.27885,-3.566,12.09728
Z1,2019,BOTH,75to79,10.999,980.10728526,8910.7814149,0.33145,-4.708,12.55949
Z1,2019,BOTH,80to84,10.351,625.31073957,6041.0335652,0.39193,-6.273,12.80945
Z1,2019,BOTH,85+,10.733,719.82152447,6706.8708999,0.37795,-5.665,12.87358
Z1,2019,BOTH,ALL,13.074,40374.705195,308810.6623,0.06066,12.981,12.28678
Z1,2019,FEMALE,00to39,12.605,10193.721676,80870.274504,0.11671,9.52,11.49391
Z1,2019,FEMALE,40to44,15.415,1445.5572926,9377.4408468,0.37289,5.504,13.36289
Z1,2019,FEMALE,45to49,14.766,1259.5181269,8529.5937037,0.38413,3.264,13.51252
Z1,2019,FEMALE,50to54,14.458,1234.4295662,8538.269454,0.38059,2.051,13.67715
Z1,2019,FEMALE,55to59,13.765,1371.4166765,9963.1288434,0.34517,-0.208,13.83681
Z1,2019,FEMALE,60to64,13.438,1320.947148,9829.6202965,0.34401,-0.934,13.75966
Z1,2019,FEMALE,65to69,12.604,1034.3499679,8206.4233375,0.36637,-3.377,13.84142
Z1,2019,FEMALE,70to74,13.51,891.44398994,6598.5590045,0.42081,-1.816,14.2738
Z1,2019,FEMALE,75to79,13.174,624.47827913,4740.4024854,0.49121,-2.534,14.41822
Z1,2019,FEMALE,80to84,11.63,389.18515632,3346.2988931,0.5542,-4.449,14.09583
Z1,2019,FEMALE,85+,11.124,466.38417597,4192.6359617,0.4856,-4.679,13.39586
Z1,2019,FEMALE,ALL,13.121,20231.432055,154192.64733,0.08598,6.794,12.5367
Z1,2019,MALE,00to39,15.796,13462.988541,85229.117356,0.12492,14.605,13.97165
Z1,2019,MALE,40to44,12.16,1174.1622442,9656.2849217,0.33258,6.116,10.12555
Z1,2019,MALE,45to49,10.054,881.09313537,8763.2978946,0.32124,2.242,9.33411
Z1,2019,MALE,50to54,9.7678,821.85800124,8413.9226155,0.32365,1.863,9.16476
Z1,2019,MALE,55to59,9.1503,902.97833944,9868.2542239,0.29024,-0.691,9.35076
Z1,2019,MALE,60to64,8.8117,827.16809058,9387.1483601,0.29257,-1.303,9.19279
Z1,2019,MALE,65to69,9.0715,709.86675331,7825.2473182,0.32467,-1.184,9.45587
Z1,2019,MALE,70to74,8.4977,517.96609604,6095.3937377,0.35716,-3.49,9.74422
Z1,2019,MALE,75to79,8.5275,355.62900614,4170.3789294,0.43248,-4.421,10.43969
Z1,2019,MALE,80to84,8.7625,236.12558325,2694.7346721,0.54468,-4.445,11.18378
Z1,2019,MALE,85+,10.08,253.4373485,2514.2349381,0.60042,-3.195,11.9987
Z1,2019,MALE,ALL,13.028,20143.273139,154618.01497,0.0856,11.539,12.03999
Z2,2004,BOTH,00to39,13.08,87951.864409,672414.93263,0.04112,11.592,12.60335
Z2,2004,BOTH,40to44,8.2306,8825.1678709,107223.55983,0.08393,4.896,7.81967
Z2,2004,BOTH,45to49,8.1167,8204.6930345,101083.93359,0.08589,4.007,7.77254
Z2,2004,BOTH,50to54,8.1879,6510.1037245,79508.517157,0.09724,2.79,7.91664
Z2,2004,BOTH,55to59,8.1999,5016.1588926,61173.737018,0.11093,0.94,8.0956
Z2,2004,BOTH,60to64,8.6287,3580.4569413,41494.643341,0.13784,-1.164,8.78919
Z2,2004,BOTH,65to69,9.5621,3066.7774519,32072.280945,0.16421,0.391,9.49786
Z2,2004,BOTH,70to74,10.418,2926.4003064,28089.973414,0.18227,0.627,10.30363
Z2,2004,BOTH,75to79,11.121,2454.5147468,22071.853146,0.21161,-0.198,11.1625
Z2,2004,BOTH,80to84,11.621,1744.9759809,15015.959067,0.26153,-0.218,11.67775
Z2,2004,BOTH,85+,10.435,1171.1260744,11223.210346,0.28857,-0.777,10.65904
Z2,2004,BOTH,ALL,11.222,131452.23943,1171372.6005,0.02916,11.833,10.87696
Z2,2004,FEMALE,00to39,12.532,40767.091943,325297.52489,0.05805,10.683,11.91211
Z2,2004,FEMALE,40to44,9.8988,5230.6275511,52840.806719,0.12992,3.039,9.50405
Z2,2004,FEMALE,45to49,10.06,4968.6976186,49390.163668,0.13535,2.905,9.66685
Z2,2004,FEMALE,50to54,10.223,3984.3601235,38972.70852,0.15346,2.828,9.78944
Z2,2004,FEMALE,55to59,10.157,3079.0631809,30314.574426,0.1735,0.792,10.0196
Z2,2004,FEMALE,60to64,10.562,2197.0400315,20800.675377,0.21311,-0.457,10.65981
Z2,2004,FEMALE,65to69,10.582,1773.301412,16758.410058,0.23761,-0.413,10.67981
Z2,2004,FEMALE,70to74,11.334,1695.3636832,14957.9045,0.2592,1.013,11.07173
Z2,2004,FEMALE,75to79,11.521,1420.446262,12329.239903,0.28754,0.754,11.30417
Z2,2004,FEMALE,80to84,11.51,1052.9655577,9148.5201172,0.33366,-0.057,11.52875
Z2,2004,FEMALE,85+,10.327,804.88329841,7794.0564861,0.34469,-0.332,10.44134
Z2,2004,FEMALE,ALL,11.575,66973.840662,578604.58467,0.04206,10.682,11.12578
Z2,2004,MALE,00to39,13.593,47184.772467,347117.40774,0.05817,5.908,13.24964
Z2,2004,MALE,40to44,6.6097,3594.5403198,54382.753109,0.10654,3.917,6.19236
Z2,2004,MALE,45to49,6.2599,3235.9954159,51693.769922,0.10654,2.808,5.96079
Z2,2004,MALE,50to54,6.2309,2525.743601,40535.808638,0.12006,1.033,6.10692
Z2,2004,MALE,55to59,6.2772,1937.0957116,30859.162592,0.13807,0.585,6.19651
Z2,2004,MALE,60to64,6.6851,1383.4169098,20693.967964,0.17362,-1.362,6.92162
Z2,2004,MALE,65to69,8.4464,1293.4760399,15313.870887,0.22471,0.852,8.25509
Z2,2004,MALE,70to74,9.3743,1231.0366231,13132.068914,0.25435,-0.371,9.46866
Z2,2004,MALE,75to79,10.614,1034.0684848,9742.6132427,0.31206,-1.201,10.98852
Z2,2004,MALE,80to84,11.794,692.01042316,5867.4389502,0.42107,-0.263,11.90467
Z2,2004,MALE,85+,10.68,366.242776,3429.1538603,0.52744,-0.856,11.13201
Z2,2004,MALE,ALL,10.878,64478.398772,592768.01582,0.04044,6.011,10.63441
Z2,2005,BOTH,00to39,13.386,92222.129493,688958.42743,0.04102,10.393,12.9594
Z2,2005,BOTH,40to44,8.5458,9220.3831102,107893.47198,0.08511,4.807,8.13668
Z2,2005,BOTH,45to49,8.4827,8839.7430002,104209.06581,0.08631,4.843,8.06468
Z2,2005,BOTH,50to54,8.5077,7216.847698,84826.757622,0.09579,3.58,8.16479
Z2,2005,BOTH,55to59,8.4245,5512.6332309,65435.620491,0.10858,0.326,8.38908
Z2,2005,BOTH,60to64,8.9818,3965.3623786,44148.994642,0.13608,-0.49,9.04851
Z2,2005,BOTH,65to69,9.897,3256.1273382,32900.051004,0.16464,1.101,9.71576
Z2,2005,BOTH,70to74,10.476,2981.5044393,28459.818776,0.18153,-0.271,10.52533
Z2,2005,BOTH,75to79,11.423,2643.07998,23138.073035,0.20912,0.526,11.31301
Z2,2005,BOTH,80to84,11.722,1804.4918502,15393.663961,0.25928,-0.206,11.77572
Z2,2005,BOTH,85+,10.894,1331.2536172,12220.053921,0.28185,-0.517,11.03964
Z2,2005,BOTH,ALL,11.51,138993.55614,1207583.9987,0.02904,11.352,11.18035
Z2,2005,FEMALE,00to39,12.764,42565.844399,333471.21797,0.05779,9.694,12.2043
Z2,2005,FEMALE,40to44,10.183,5405.0216148,53080.716099,0.13126,2.792,9.81613
Z2,2005,FEMALE,45to49,10.459,5351.7126741,51167.152933,0.13529,3.512,9.98416
Z2,2005,FEMALE,50to54,10.595,4396.3950943,41494.401912,0.15109,3.002,10.14162
Z2,2005,FEMALE,55to59,10.505,3402.1991608,32384.967506,0.17039,0.474,10.42479
Z2,2005,FEMALE,60to64,11.106,2459.4876614,22145.594009,0.21114,0.302,11.04233
Z2,2005,FEMALE,65to69,10.936,1873.0767955,17126.969579,0.23848,-0.368,11.02411
Z2,2005,FEMALE,70to74,11.499,1736.9563488,15104.904398,0.25957,0.467,11.37809
Z2,2005,FEMALE,75to79,11.933,1534.0305742,12854.897366,0.28593,0.996,11.64862
Z2,2005,FEMALE,80to84,11.957,1118.4448642,9353.9999414,0.33547,0.754,11.70395
Z2,2005,FEMALE,85+,10.66,897.57532922,8419.7140303,0.33633,-0.496,10.8272
Z2,2005,FEMALE,ALL,11.857,70740.744517,596604.53575,0.04185,10.154,11.43223
Z2,2005,MALE,00to39,13.969,49656.285094,355487.20946,0.05814,5.233,13.66427
Z2,2005,MALE,40to44,6.9607,3815.3614954,54812.755883,0.1087,4.141,6.51058
Z2,2005,MALE,45to49,6.576,3488.0303261,53041.912878,0.10762,3.274,6.22367
Z2,2005,MALE,50to54,6.5089,2820.4526037,43332.35571,0.1185,2.076,6.26284
Z2,2005,MALE,55to59,6.3855,2110.4340701,33050.652985,0.13449,-0.041,6.39097
Z2,2005,MALE,60to64,6.8438,1505.8747171,22003.400633,0.17022,-1.272,7.06029
Z2,2005,MALE,65to69,8.7684,1383.0505427,15773.081425,0.2252,1.894,8.34195
Z2,2005,MALE,70to74,9.319,1244.5480905,13354.914378,0.25155,-1.101,9.59597
Z2,2005,MALE,75to79,10.785,1109.0494059,10283.175669,0.30589,-0.405,10.90884
Z2,2005,MALE,80to84,11.359,686.04698591,6039.6640193,0.4083,-1.286,11.88396
Z2,2005,MALE,85+,11.412,433.67828796,3800.3398911,0.51576,-0.166,11.49737
Z2,2005,MALE,ALL,11.171,68252.811619,610979.46293,0.0403,5.855,10.93511
Z2,2006,BOTH,00to39,13.56,96781.652862,713743.42508,0.04052,9.306,13.18259
Z2,2006,BOTH,40to44,8.7097,9422.3530769,108182.35802,0.08573,4.28,8.3428
Z2,2006,BOTH,45to49,8.7107,9327.2682311,107078.30116,0.08618,4.804,8.2967
Z2,2006,BOTH,50to54,8.7605,7935.1281006,90578.444631,0.09394,4.259,8.36038
Z2,2006,BOTH,55to59,8.7336,6105.6106767,69909.354909,0.10678,1.139,8.61197
Z2,2006,BOTH,60to64,9.2029,4347.5378046,47240.816829,0.133,-0.922,9.32551
Z2,2006,BOTH,65to69,9.9812,3437.6849346,34441.699016,0.16152,1.189,9.78907
Z2,2006,BOTH,70to74,10.773,3106.9608196,28841.053164,0.18256,0.211,10.73417
Z2,2006,BOTH,75to79,11.282,2710.8385163,24028.529592,0.20409,0.13,11.25516
Z2,2006,BOTH,80to84,11.942,1935.91432,16210.352314,0.2547,0.059,11.92744
Z2,2006,BOTH,85+,11.149,1464.0894167,13132.592647,0.27464,-0.409,11.2608
Z2,2006,BOTH,ALL,11.694,146575.03876,1253386.9274,0.0287,10.694,11.38737
Z2,2006,FEMALE,00to39,12.876,44455.41822,345253.4768,0.057,8.604,12.38573
Z2,2006,FEMALE,40to44,10.477,5536.0650833,52839.451883,0.13323,2.641,10.12531
Z2,2006,FEMALE,45to49,10.62,5594.2316578,52674.075586,0.13424,3.233,10.18646
Z2,2006,FEMALE,50to54,10.856,4809.0650773,44300.383219,0.1478,3.364,10.35838
Z2,2006,FEMALE,55to59,10.945,3774.0544013,34482.032478,0.16813,1.154,10.75092
Z2,2006,FEMALE,60to64,11.409,2694.8117188,23619.221988,0.20687,0.292,11.34899
Z2,2006,FEMALE,65to69,11.122,1991.7430364,17908.749144,0.23494,-0.433,11.22341
Z2,2006,FEMALE,70to74,11.993,1832.4252336,15279.597134,0.26282,1.075,11.71004
Z2,2006,FEMALE,75to79,11.737,1560.5890309,13295.869029,0.27914,0.271,11.66188
Z2,2006,FEMALE,80to84,12.334,1210.5434694,9814.5291886,0.33192,0.997,12.00329
Z2,2006,FEMALE,85+,10.881,976.17200307,8971.2608331,0.32877,-0.438,11.0251
Z2,2006,FEMALE,ALL,12.036,74435.118932,618438.64728,0.04138,9.462,11.64449
Z2,2006,MALE,00to39,14.2,52326.234642,368489.94828,0.0575,4.811,13.92355
Z2,2006,MALE,40to44,7.0222,3886.2879936,55342.90614,0.10862,3.611,6.62999
Z2,2006,MALE,45to49,6.8617,3733.0365732,54404.225575,0.10838,3.472,6.4854
Z2,2006,MALE,50to54,6.755,3126.0630233,46278.061412,0.11666,2.63,6.44812
Z2,2006,MALE,55to59,6.5812,2331.5562754,35427.322431,0.13174,0.407,6.52765
Z2,2006,MALE,60to64,6.9967,1652.7260858,23621.594841,0.16597,-1.854,7.30445
Z2,2006,MALE,65to69,8.7458,1445.9418982,16532.949872,0.21971,2.088,8.28715
Z2,2006,MALE,70to74,9.3982,1274.535586,13561.45603,0.25058,-1.06,9.6639
Z2,2006,MALE,75to79,10.717,1150.2494854,10732.660564,0.29859,-0.183,10.77203
Z2,2006,MALE,80to84,11.341,725.37085062,6395.8231255,0.3965,-1.194,11.81461
Z2,2006,MALE,85+,11.725,487.9174136,4161.3318139,0.49872,-0.065,11.75727
Z2,2006,MALE,ALL,11.362,72139.919827,634948.28009,0.03983,5.613,11.13799
Z2,2007,BOTH,00to39,13.45,98455.159601,732022.90859,0.03988,8.981,13.09161
Z2,2007,BOTH,40to44,8.6931,9318.8490305,107198.12513,0.08605,3.136,8.42329
Z2,2007,BOTH,45to49,8.9597,9775.2620933,109101.97582,0.08647,5.527,8.48182
Z2,2007,BOTH,50to54,8.864,8496.5565874,95854.882333,0.0918,3.914,8.5047
Z2,2007,BOTH,55to59,8.9319,6412.7542548,71795.726006,0.10644,1.951,8.72431
Z2,2007,BOTH,60to64,9.1769,4744.902144,51704.644496,0.12696,-1.697,9.39234
Z2,2007,BOTH,65to69,10.07,3603.2908474,35781.139058,0.15909,0.738,9.95288
Z2,2007,BOTH,70to74,10.888,3164.6797866,29066.454845,0.1827,0.983,10.70811
Z2,2007,BOTH,75to79,11.622,2845.8137496,24485.877768,0.20481,0.221,11.57702
Z2,2007,BOTH,80to84,11.976,1994.8685159,16656.838488,0.25157,0.229,11.91858
Z2,2007,BOTH,85+,11.272,1565.3295369,13886.929637,0.26837,-0.837,11.4965
Z2,2007,BOTH,ALL,11.679,150377.46615,1287555.5022,0.0283,10.233,11.38965
Z2,2007,FEMALE,00to39,12.726,45094.842405,354357.1031,0.05598,7.976,12.27929
Z2,2007,FEMALE,40to44,10.432,5388.1590593,51650.444634,0.1345,1.431,10.23947
Z2,2007,FEMALE,45to49,10.894,5844.4006778,53649.337581,0.13451,3.652,10.40244
Z2,2007,FEMALE,50to54,11.041,5139.1308157,46544.309955,0.14527,3.055,10.59764
Z2,2007,FEMALE,55to59,11.096,3920.9678348,35338.331532,0.16708,1.665,10.8174
Z2,2007,FEMALE,60to64,11.372,2935.7158928,25814.513209,0.1976,-0.375,11.44645
Z2,2007,FEMALE,65to69,11.518,2139.6513827,18575.784994,0.23423,-0.183,11.56142
Z2,2007,FEMALE,70to74,12.124,1871.3042541,15434.901896,0.26273,1.036,11.85168
Z2,2007,FEMALE,75to79,12.264,1656.3051221,13505.025485,0.28227,0.528,12.11521
Z2,2007,FEMALE,80to84,12.312,1226.5968231,9962.3504483,0.3292,0.802,12.04844
Z2,2007,FEMALE,85+,10.981,1034.0419968,9416.9047047,0.32218,-0.874,11.26221
Z2,2007,FEMALE,ALL,12.022,76251.116264,634249.00753,0.04084,8.629,11.66988
Z2,2007,MALE,00to39,14.129,53360.317196,377665.80549,0.05668,4.984,13.84649
Z2,2007,MALE,40to44,7.0762,3930.6899711,55547.680498,0.1088,3.355,6.71117
Z2,2007,MALE,45to49,7.0887,3930.8614155,55452.63824,0.10898,4.053,6.64701
Z2,2007,MALE,50to54,6.8087,3357.4257717,49310.572378,0.11344,2.512,6.5238
Z2,2007,MALE,55to59,6.8348,2491.78642,36457.394474,0.13216,1.033,6.69821
Z2,2007,MALE,60to64,6.9879,1809.1862512,25890.131287,0.15844,-2.251,7.34454
Z2,2007,MALE,65to69,8.5069,1463.6394648,17205.354064,0.21269,1.093,8.27451
Z2,2007,MALE,70to74,9.4881,1293.3755325,13631.552949,0.251,0.156,9.44886
Z2,2007,MALE,75to79,10.833,1189.5086275,10980.852283,0.29659,-0.366,10.94113
Z2,2007,MALE,80to84,11.476,768.27169284,6694.4880399,0.38956,-0.651,11.72996
Z2,2007,MALE,85+,11.886,531.28754011,4470.0249326,0.48404,-0.202,11.98354
Z2,2007,MALE,ALL,11.346,74126.349883,653306.49463,0.03924,5.797,11.11888
Z2,2008,BOTH,00to39,13.335,100246.29272,751756.44963,0.03921,7.911,13.02478
Z2,2008,BOTH,40to44,8.7502,9294.3569125,106218.3961,0.0867,1.974,8.57909
Z2,2008,BOTH,45to49,9.0178,10043.505131,111374.71393,0.08583,4.6,8.62295
Z2,2008,BOTH,50to54,9.0122,9000.2068093,99867.049705,0.09061,3.975,8.65198
Z2,2008,BOTH,55to59,9.209,6873.6943086,74640.899988,0.10584,2.846,8.90776
Z2,2008,BOTH,60to64,9.2599,5155.6485165,55677.133871,0.12285,-1.514,9.44587
Z2,2008,BOTH,65to69,9.9282,3746.5097712,37736.202089,0.15394,-0.601,10.02061
Z2,2008,BOTH,70to74,11.291,3301.724248,29242.693511,0.18507,1.886,10.94181
Z2,2008,BOTH,75to79,11.557,2866.8902101,24806.572525,0.20299,0.191,11.51813
Z2,2008,BOTH,80to84,12.334,2135.992244,17317.859125,0.24987,1.006,12.08275
Z2,2008,BOTH,85+,11.606,1676.4264655,14445.037803,0.26649,-0.366,11.7032
Z2,2008,BOTH,ALL,11.665,154341.24734,1323083.0083,0.02791,9.134,11.41036
Z2,2008,FEMALE,00to39,12.551,45688.799356,364027.91493,0.05491,6.799,12.17757
Z2,2008,FEMALE,40to44,10.47,5313.7943923,50754.34607,0.1359,0.699,10.37467
Z2,2008,FEMALE,45to49,10.879,5943.7610413,54634.745681,0.13321,2.446,10.55328
Z2,2008,FEMALE,50to54,11.225,5423.3844379,48315.848762,0.14361,3.162,10.77072
Z2,2008,FEMALE,55to59,11.44,4179.1587518,36531.435039,0.16653,2.901,10.95673
Z2,2008,FEMALE,60to64,11.556,3205.7955714,27740.911128,0.19195,-0.209,11.59628
Z2,2008,FEMALE,65to69,11.647,2268.0087905,19472.342328,0.22989,-0.888,11.85148
Z2,2008,FEMALE,70to74,12.405,1932.1636046,15576.05161,0.26412,1.219,12.08285
Z2,2008,FEMALE,75to79,12.431,1703.8531177,13706.447849,0.28182,0.972,12.15723
Z2,2008,FEMALE,80to84,12.6,1286.8103058,10212.419248,0.32838,1.434,12.1297
Z2,2008,FEMALE,85+,11.515,1127.4356865,9790.9024573,0.3226,-0.407,11.64639
Z2,2008,FEMALE,ALL,11.997,78072.965055,650763.3651,0.04028,7.594,11.69125
Z2,2008,MALE,00to39,14.071,54557.493365,387728.5347,0.05584,4.603,13.81401
Z2,2008,MALE,40to44,7.1768,3980.5625202,55464.050028,0.10959,2.465,6.9067
Z2,2008,MALE,45to49,7.2255,4099.7440896,56739.968249,0.10869,4.012,6.78946
Z2,2008,MALE,50to54,6.9384,3576.8223714,51551.200943,0.11192,2.453,6.66382
Z2,2008,MALE,55to59,7.0705,2694.5355568,38109.464949,0.13131,1.006,6.93836
Z2,2008,MALE,60to64,6.9797,1949.852945,27936.222743,0.15245,-2.151,7.30752
Z2,2008,MALE,65to69,8.0952,1478.5009808,18263.85976,0.20183,-0.093,8.114
Z2,2008,MALE,70to74,10.021,1369.5606433,13666.641901,0.25686,1.323,9.68141
Z2,2008,MALE,75to79,10.478,1163.0370924,11100.124677,0.29069,-0.982,10.76305
Z2,2008,MALE,80to84,11.951,849.18193823,7105.4398773,0.38483,-0.169,12.01619
Z2,2008,MALE,85+,11.796,548.99077895,4654.1353455,0.47281,-0.053,11.82067
Z2,2008,MALE,ALL,11.344,76268.282282,672319.64317,0.03868,5.294,11.1393
Z2,2009,BOTH,00to39,13.221,102016.06092,771633.2033,0.03856,7.728,12.92281
Z2,2009,BOTH,40to44,8.7561,9299.1884817,106202.22355,0.08673,0.625,8.70193
Z2,2009,BOTH,45to49,9.105,10330.634983,113461.60326,0.08541,4.043,8.75968
Z2,2009,BOTH,50to54,9.1313,9455.1281936,103546.70955,0.08952,3.972,8.77573
Z2,2009,BOTH,55to59,9.353,7386.6871092,78976.975007,0.10361,2.752,9.06787
Z2,2009,BOTH,60to64,9.4519,5626.263605,59524.902722,0.11991,0.169,9.43166
Z2,2009,BOTH,65to69,10.138,4013.7746478,39591.464294,0.15169,-0.707,10.24528
Z2,2009,BOTH,70to74,11.157,3342.7862354,29961.427338,0.18189,1.128,10.95171
Z2,2009,BOTH,75to79,11.776,2948.5856886,25039.933592,0.20369,0.734,11.62608
Z2,2009,BOTH,80to84,12.068,2168.9980382,17972.457366,0.24299,0.074,12.0504
Z2,2009,BOTH,85+,11.739,1768.4443868,15064.94806,0.26225,-0.346,11.8296
Z2,2009,BOTH,ALL,11.636,158356.55229,1360975.848,0.02749,8.571,11.39993
Z2,2009,FEMALE,00to39,12.367,46333.845079,374646.3751,0.05378,6.203,12.03371
Z2,2009,FEMALE,40to44,10.478,5322.9365776,50801.432098,0.13588,-0.572,10.55564
Z2,2009,FEMALE,45to49,11.006,6094.003265,55371.250472,0.133,2.057,10.73218
Z2,2009,FEMALE,50to54,11.34,5667.5106701,49978.104845,0.14183,2.741,10.95116
Z2,2009,FEMALE,55to59,11.58,4455.2690094,38474.484627,0.16313,2.833,11.11763
Z2,2009,FEMALE,60to64,11.711,3476.5355346,29686.583023,0.18662,0.526,11.61264
Z2,2009,FEMALE,65to69,12.073,2449.3362513,20288.190821,0.22874,-0.592,12.2081
Z2,2009,FEMALE,70to74,12.35,1983.0089187,16057.266938,0.25964,0.847,12.12965
Z2,2009,FEMALE,75to79,12.629,1738.7006059,13768.039774,0.28309,0.947,12.36047
Z2,2009,FEMALE,80to84,12.426,1305.6020086,10507.16492,0.32182,0.522,12.2579
Z2,2009,FEMALE,85+,11.775,1197.4624698,10169.721627,0.31961,0.124,11.73525
Z2,2009,FEMALE,ALL,11.948,80024.21039,669748.61425,0.03963,6.611,11.68638
Z2,2009,MALE,00to39,14.026,55682.215845,396986.8282,0.05511,4.935,13.75421
Z2,2009,MALE,40to44,7.1772,3976.2519041,55400.791457,0.10966,1.78,6.98201
Z2,2009,MALE,45to49,7.2932,4236.6317177,58090.352785,0.10789,3.643,6.9001
Z2,2009,MALE,50to54,7.0706,3787.6175235,53568.6047,0.11075,2.937,6.74531
Z2,2009,MALE,55to59,7.2376,2931.4180998,40502.49038,0.12875,0.975,7.11203
