Year,Sex,Age,Incidence Rate,Incident Cases,Population At-Risk,Standard Error
2017,BOTH,55to59,409.182,1026.0,250744.19251,12.77
2017,BOTH,60to64,382.373,816.0,213404.0219,13.39
2017,BOTH,65to69,452.619,722.0,159516.18307,16.84
2017,BOTH,70to74,445.941,506.0,113468.037,19.82
2017,BOTH,75to79,452.155,349.0,77185.904127,24.2
2017,BOTH,80to84,444.943,245.0,55063.189129,28.43
2017,BOTH,85+,487.473,279.0,57233.956709,29.18
2017,BOTH,ALL,534.335,19935.0,3730806.2038,3.78
2017,FEMALE,00to39,591.551,5994.0,1013267.8675,7.62
2017,FEMALE,40to44,471.85,600.0,127159.13235,19.26
2017,FEMALE,45to49,506.979,599.0,118150.83563,20.71
2017,FEMALE,50to54,492.558,590.0,119782.73209,20.28
2017,FEMALE,55to59,438.461,531.0,121105.4686,19.03
2017,FEMALE,60to64,438.198,453.0,103377.9863,20.59
2017,FEMALE,65to69,497.439,392.0,78803.573233,25.12
2017,FEMALE,70to74,510.07,293.0,57443.140065,29.8
2017,FEMALE,75to79,478.228,194.0,40566.412549,34.33
2017,FEMALE,80to84,436.393,132.0,30247.932477,37.98
2017,FEMALE,85+,480.617,173.0,35995.404186,36.54
2017,FEMALE,ALL,539.086,9951.0,1845900.485,5.4
2017,MALE,00to39,666.256,6868.0,1030834.44,8.01
2017,MALE,40to44,325.375,441.0,135535.84257,15.49
2017,MALE,45to49,343.702,446.0,129763.63228,16.27
2017,MALE,50to54,350.049,454.0,129696.2369,16.43
2017,MALE,55to59,381.83,495.0,129638.72391,17.16
2017,MALE,60to64,329.922,363.0,110026.03561,17.32
2017,MALE,65to69,408.858,330.0,80712.609836,22.51
2017,MALE,70to74,380.188,213.0,56024.896936,26.05
2017,MALE,75to79,423.272,155.0,36619.491578,34.0
2017,MALE,80to84,455.365,113.0,24815.256652,42.84
2017,MALE,85+,499.092,106.0,21238.552523,48.48
2017,MALE,ALL,529.682,9984.0,1884905.7188,5.3
2018,BOTH,00to39,603.463,12420.0,2058121.9089,5.4
2018,BOTH,40to44,399.69,1070.0,267707.60769,12.22
2018,BOTH,45to49,380.357,951.0,250027.99501,12.33
2018,BOTH,50to54,386.423,936.0,242221.86567,12.63
2018,BOTH,55to59,406.116,1024.0,252144.99984,12.69
2018,BOTH,60to64,397.913,882.0,221656.56332,13.4
2018,BOTH,65to69,442.242,734.0,165972.30803,16.32
2018,BOTH,70to74,438.298,534.0,121834.90986,18.97
2018,BOTH,75to79,449.133,365.0,81267.636162,23.51
2018,BOTH,80to84,464.571,260.0,55965.659894,28.81
2018,BOTH,85+,455.387,270.0,59290.270758,27.71
2018,BOTH,ALL,514.961,19446.0,3776211.7251,3.69
2018,FEMALE,00to39,590.811,6031.0,1020799.4918,7.59
2018,FEMALE,40to44,478.644,621.0,129741.57606,19.21
2018,FEMALE,45to49,454.17,542.0,119338.64997,19.51
2018,FEMALE,50to54,453.944,527.0,116093.60585,19.77
2018,FEMALE,55to59,455.163,557.0,122373.72235,19.29
2018,FEMALE,60to64,453.388,487.0,107413.52042,20.54
2018,FEMALE,65to69,480.415,394.0,82012.441391,24.2
2018,FEMALE,70to74,491.514,303.0,61646.28307,28.24
2018,FEMALE,75to79,505.236,215.0,42554.349186,34.46
2018,FEMALE,80to84,472.149,145.0,30710.633213,39.21
2018,FEMALE,85+,482.635,179.0,37088.09739,36.07
2018,FEMALE,ALL,534.878,10001.0,1869772.3707,5.35
2018,MALE,00to39,615.913,6389.0,1037322.4171,7.68
2018,MALE,40to44,325.442,449.0,137966.03162,15.36
2018,MALE,45to49,312.956,409.0,130689.34504,15.47
2018,MALE,50to54,324.273,409.0,126128.25982,16.03
2018,MALE,55to59,359.864,467.0,129771.2775,16.65
2018,MALE,60to64,345.754,395.0,114243.0429,17.4
2018,MALE,65to69,404.955,340.0,83959.866638,21.96
2018,MALE,70to74,383.793,231.0,60188.626786,25.25
2018,MALE,75to79,387.464,150.0,38713.286976,31.64
2018,MALE,80to84,455.355,115.0,25255.026681,42.46
2018,MALE,85+,409.87,91.0,22202.173368,42.97
2018,MALE,ALL,495.426,9445.0,1906439.3544,5.1
2019,BOTH,00to39,611.279,12710.0,2079247.5421,5.41
2019,BOTH,40to44,382.235,1049.0,274438.58377,11.8
2019,BOTH,45to49,384.96,972.0,252493.83723,12.35
2019,BOTH,50to54,376.974,894.0,237151.44814,12.61
2019,BOTH,55to59,405.483,1026.0,253031.67571,12.66
2019,BOTH,60to64,397.26,907.0,228314.15491,13.19
2019,BOTH,65to69,447.529,785.0,175407.53067,15.97
2019,BOTH,70to74,449.214,584.0,130004.99664,18.59
2019,BOTH,75to79,454.73,390.0,85765.151714,23.03
2019,BOTH,80to84,471.608,271.0,57462.929055,28.65
2019,BOTH,85+,354.616,216.0,60910.952549,24.13
2019,BOTH,ALL,516.505,19804.0,3834228.8025,3.67
2019,FEMALE,00to39,599.531,6181.0,1030973.2769,7.6
2019,FEMALE,40to44,437.514,584.0,133481.29225,18.1
2019,FEMALE,45to49,483.542,583.0,120568.73097,20.03
2019,FEMALE,50to54,428.884,488.0,113783.56806,19.41
2019,FEMALE,55to59,460.925,567.0,123013.46912,19.36
2019,FEMALE,60to64,466.841,518.0,110958.5506,20.51
2019,FEMALE,65to69,508.546,441.0,86717.744317,24.22
2019,FEMALE,70to74,487.369,321.0,65863.822471,27.2
2019,FEMALE,75to79,494.13,221.0,44725.03683,33.24
2019,FEMALE,80to84,499.907,158.0,31605.863723,39.77
2019,FEMALE,85+,321.792,122.0,37912.693758,29.13
2019,FEMALE,ALL,536.112,10184.0,1899604.049,5.31
2019,MALE,00to39,622.833,6529.0,1048274.2652,7.68
2019,MALE,40to44,329.887,465.0,140957.29151,15.3
2019,MALE,45to49,294.864,389.0,131925.10626,14.95
2019,MALE,50to54,329.097,406.0,123367.88008,16.33
2019,MALE,55to59,353.027,459.0,130018.20659,16.48
2019,MALE,60to64,331.471,389.0,117355.60431,16.81
2019,MALE,65to69,387.869,344.0,88689.786353,20.91
2019,MALE,70to74,410.033,263.0,64141.174173,25.28
2019,MALE,75to79,411.792,169.0,41040.114884,31.68
2019,MALE,80to84,437.018,113.0,25857.065332,41.11
2019,MALE,85+,408.727,94.0,22998.258791,42.16
2019,MALE,ALL,497.254,9620.0,1934624.7535,5.07
