"REF_DATE","GEO","DGUID","Knowledge of official languages","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","New Brunswick","2016A000213","Neither English nor French","Number","Number","223","units","0","v1043024548","5.5.1","955","","","","0"
"2011","New Brunswick","2016A000213","Neither English nor French","Percentage","Percentage","242","units","0","v1043024549","5.5.2","0.1","","","","1"
"2011","Quebec","2016A000224","Total, knowledge of official languages","Number","Number","223","units","0","v1043024550","6.1.1","7815955","","","","0"
"2011","Quebec","2016A000224","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024551","6.1.2","100.0","","","","1"
"2011","Quebec","2016A000224","French only","Number","Number","223","units","0","v1043024552","6.2.1","4047175","","","","0"
"2011","Quebec","2016A000224","French only","Percentage","Percentage","242","units","0","v1043024553","6.2.2","51.8","","","","1"
"2011","Quebec","2016A000224","English only","Number","Number","223","units","0","v1043024554","6.3.1","363860","","","","0"
"2011","Quebec","2016A000224","English only","Percentage","Percentage","242","units","0","v1043024555","6.3.2","4.7","","","","1"
"2011","Quebec","2016A000224","English and French","Number","Number","223","units","0","v1043024556","6.4.1","3328725","","","","0"
"2011","Quebec","2016A000224","English and French","Percentage","Percentage","242","units","0","v1043024557","6.4.2","42.6","","","","1"
"2011","Quebec","2016A000224","Neither English nor French","Number","Number","223","units","0","v1043024558","6.5.1","76195","","","","0"
"2011","Quebec","2016A000224","Neither English nor French","Percentage","Percentage","242","units","0","v1043024559","6.5.2","1.0","","","","1"
"2011","Ontario","2016A000235","Total, knowledge of official languages","Number","Number","223","units","0","v1043024560","7.1.1","12722065","","","","0"
"2011","Ontario","2016A000235","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024561","7.1.2","100.0","","","","1"
"2011","Ontario","2016A000235","French only","Number","Number","223","units","0","v1043024562","7.2.1","42980","","","","0"
"2011","Ontario","2016A000235","French only","Percentage","Percentage","242","units","0","v1043024563","7.2.2","0.3","","","","1"
"2011","Ontario","2016A000235","English only","Number","Number","223","units","0","v1043024564","7.3.1","10984360","","","","0"
"2011","Ontario","2016A000235","English only","Percentage","Percentage","242","units","0","v1043024565","7.3.2","86.3","","","","1"
"2011","Ontario","2016A000235","English and French","Number","Number","223","units","0","v1043024566","7.4.1","1395805","","","","0"
"2011","Ontario","2016A000235","English and French","Percentage","Percentage","242","units","0","v1043024567","7.4.2","11.0","","","","1"
"2011","Ontario","2016A000235","Neither English nor French","Number","Number","223","units","0","v1043024568","7.5.1","298920","","","","0"
"2011","Ontario","2016A000235","Neither English nor French","Percentage","Percentage","242","units","0","v1043024569","7.5.2","2.3","","","","1"
"2011","Manitoba","2016A000246","Total, knowledge of official languages","Number","Number","223","units","0","v1043024570","8.1.1","1193095","","","","0"
"2011","Manitoba","2016A000246","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024571","8.1.2","100.0","","","","1"
"2011","Manitoba","2016A000246","French only","Number","Number","223","units","0","v1043024572","8.2.1","1490","","","","0"
"2011","Manitoba","2016A000246","French only","Percentage","Percentage","242","units","0","v1043024573","8.2.2","0.1","","","","1"
"2011","Manitoba","2016A000246","English only","Number","Number","223","units","0","v1043024574","8.3.1","1074335","","","","0"
"2011","Manitoba","2016A000246","English only","Percentage","Percentage","242","units","0","v1043024575","8.3.2","90.0","","","","1"
"2011","Manitoba","2016A000246","English and French","Number","Number","223","units","0","v1043024576","8.4.1","103140","","","","0"
"2011","Manitoba","2016A000246","English and French","Percentage","Percentage","242","units","0","v1043024577","8.4.2","8.6","","","","1"
"2011","Manitoba","2016A000246","Neither English nor French","Number","Number","223","units","0","v1043024578","8.5.1","14135","","","","0"
"2011","Manitoba","2016A000246","Neither English nor French","Percentage","Percentage","242","units","0","v1043024579","8.5.2","1.2","","","","1"
"2011","Saskatchewan ","2016A000247","Total, knowledge of official languages","Number","Number","223","units","0","v1043024580","9.1.1","1018310","","","","0"
"2011","Saskatchewan ","2016A000247","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024581","9.1.2","100.0","","","","1"
"2011","Saskatchewan ","2016A000247","French only","Number","Number","223","units","0","v1043024582","9.2.1","430","","","","0"
"2011","Saskatchewan ","2016A000247","French only","Percentage","Percentage","242","units","0","v1043024583","9.2.2","0.0","","","","1"
"2011","Saskatchewan ","2016A000247","English only","Number","Number","223","units","0","v1043024584","9.3.1","965920","","","","0"
"2011","Saskatchewan ","2016A000247","English only","Percentage","Percentage","242","units","0","v1043024585","9.3.2","94.9","","","","1"
"2011","Saskatchewan ","2016A000247","English and French","Number","Number","223","units","0","v1043024586","9.4.1","46570","","","","0"
"2011","Saskatchewan ","2016A000247","English and French","Percentage","Percentage","242","units","0","v1043024587","9.4.2","4.6","","","","1"
"2011","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","5390","","","","0"
"2011","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","0.5","","","","1"
"2011","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","3610185","","","","0"
"2011","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
"2011","Alberta","2016A000248","French only","Number","Number","223","units","0","v1043024592","10.2.1","3205","","","","0"
"2011","Alberta","2016A000248","French only","Percentage","Percentage","242","units","0","v1043024593","10.2.2","0.1","","","","1"
"2011","Alberta","2016A000248","English only","Number","Number","223","units","0","v1043024594","10.3.1","3321810","","","","0"
"2011","Alberta","2016A000248","English only","Percentage","Percentage","242","units","0","v1043024595","10.3.2","92.0","","","","1"
"2011","Alberta","2016A000248","English and French","Number","Number","223","units","0","v1043024596","10.4.1","235565","","","","0"
"2011","Alberta","2016A000248","English and French","Percentage","Percentage","242","units","0","v1043024597","10.4.2","6.5","","","","1"
"2011","Alberta","2016A000248","Neither English nor French","Number","Number","223","units","0","v1043024598","10.5.1","49600","","","","0"
"2011","Alberta","2016A000248","Neither English nor French","Percentage","Percentage","242","units","0","v1043024599","10.5.2","1.4","","","","1"
"2011","British Columbia","2016A000259","Total, knowledge of official languages","Number","Number","223","units","0","v1043024600","11.1.1","4356205","","","","0"
"2011","British Columbia","2016A000259","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024601","11.1.2","100.0","","","","1"
"2011","British Columbia","2016A000259","French only","Number","Number","223","units","0","v1043024602","11.2.1","2050","","","","0"
"2011","British Columbia","2016A000259","French only","Percentage","Percentage","242","units","0","v1043024603","11.2.2","0.0","","","","1"
"2011","British Columbia","2016A000259","English only","Number","Number","223","units","0","v1043024604","11.3.1","3912950","","","","0"
"2011","British Columbia","2016A000259","English only","Percentage","Percentage","242","units","0","v1043024605","11.3.2","89.8","","","","1"
"2011","British Columbia","2016A000259","English and French","Number","Number","223","units","0","v1043024606","11.4.1","296645","","","","0"
"2011","British Columbia","2016A000259","English and French","Percentage","Percentage","242","units","0","v1043024607","11.4.2","6.8","","","","1"
"2011","British Columbia","2016A000259","Neither English nor French","Number","Number","223","units","0","v1043024608","11.5.1","144560","","","","0"
"2011","British Columbia","2016A000259","Neither English nor French","Percentage","Percentage","242","units","0","v1043024609","11.5.2","3.3","","","","1"
"2011","Yukon","2016A000260","Total, knowledge of official languages","Number","Number","223","units","0","v1043024610","12.1.1","33655","","","","0"
"2011","Yukon","2016A000260","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024611","12.1.2","100.0","","","","1"
"2011","Yukon","2016A000260","French only","Number","Number","223","units","0","v1043024612","12.2.1","90","","","","0"
"2011","Yukon","2016A000260","French only","Percentage","Percentage","242","units","0","v1043024613","12.2.2","0.3","","","","1"
"2011","Yukon","2016A000260","English only","Number","Number","223","units","0","v1043024614","12.3.1","29050","","","","0"
"2011","Yukon","2016A000260","English only","Percentage","Percentage","242","units","0","v1043024615","12.3.2","86.3","","","","1"
"2011","Yukon","2016A000260","English and French","Number","Number","223","units","0","v1043024616","12.4.1","4420","","","","0"
"2011","Yukon","2016A000260","English and French","Percentage","Percentage","242","units","0","v1043024617","12.4.2","13.1","","","","1"
"2011","Yukon","2016A000260","Neither English nor French","Number","Number","223","units","0","v1043024618","12.5.1","100","","","","0"
"2011","Yukon","2016A000260","Neither English nor French","Percentage","Percentage","242","units","0","v1043024619","12.5.2","0.3","","","","1"
"2011","Northwest Territories","2016A000261","Total, knowledge of official languages","Number","Number","223","units","0","v1043024630","14.1.1","41040","","","","0"
"2011","Northwest Territories","2016A000261","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024631","14.1.2","100.0","","","","1"
"2011","Northwest Territories","2016A000261","French only","Number","Number","223","units","0","v1043024632","14.2.1","45","","","","0"
"2011","Northwest Territories","2016A000261","French only","Percentage","Percentage","242","units","0","v1043024633","14.2.2","0.1","","","","1"
"2011","Northwest Territories","2016A000261","English only","Number","Number","223","units","0","v1043024634","14.3.1","37040","","","","0"
"2011","Northwest Territories","2016A000261","English only","Percentage","Percentage","242","units","0","v1043024635","14.3.2","90.3","","","","1"
"2011","Northwest Territories","2016A000261","English and French","Number","Number","223","units","0","v1043024636","14.4.1","3715","","","","0"
"2011","Northwest Territories","2016A000261","English and French","Percentage","Percentage","242","units","0","v1043024637","14.4.2","9.1","","","","1"
"2011","Northwest Territories","2016A000261","Neither English nor French","Number","Number","223","units","0","v1043024638","14.5.1","235","","","","0"
"2011","Northwest Territories","2016A000261","Neither English nor French","Percentage","Percentage","242","units","0","v1043024639","14.5.2","0.6","","","","1"
"2011","Nunavut","2016A000262","Total, knowledge of official languages","Number","Number","223","units","0","v1043024640","15.1.1","31765","","","","0"
"2011","Nunavut","2016A000262","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024641","15.1.2","100.0","","","","1"
"2011","Nunavut","2016A000262","French only","Number","Number","223","units","0","v1043024642","15.2.1","35","","","","0"
"2011","Nunavut","2016A000262","French only","Percentage","Percentage","242","units","0","v1043024643","15.2.2","0.1","","","","1"
"2011","Nunavut","2016A000262","English only","Number","Number","223","units","0","v1043024644","15.3.1","27665","","","","0"
"2011","Nunavut","2016A000262","English only","Percentage","Percentage","242","units","0","v1043024645","15.3.2","87.1","","","","1"
"2011","Nunavut","2016A000262","English and French","Number","Number","223","units","0","v1043024646","15.4.1","1200","","","","0"
"2011","Nunavut","2016A000262","English and French","Percentage","Percentage","242","units","0","v1043024647","15.4.2","3.8","","","","1"
"2011","Nunavut","2016A000262","Neither English nor French","Number","Number","223","units","0","v1043024648","15.5.1","2860","","","","0"
"2011","Nunavut","2016A000262","Neither English nor French","Percentage","Percentage","242","units","0","v1043024649","15.5.2","9.0","","","","1"
"2011","Canada outside Quebec","","Total, knowledge of official languages","Number","Number","223","units","0","v1043024650","16.1.1","25305220","","","","0"
"2011","Canada outside Quebec","","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024651","16.1.2","100.0","","","","1"
"2011","Canada outside Quebec","","French only","Number","Number","223","units","0","v1043024652","16.2.1","117840","","","","0"
"2011","Canada outside Quebec","","French only","Percentage","Percentage","242","units","0","v1043024653","16.2.2","0.5","","","","1"
"2011","Canada outside Quebec","","English only","Number","Number","223","units","0","v1043024654","16.3.1","22200810","","","","0"
"2011","Canada outside Quebec","","English only","Percentage","Percentage","242","units","0","v1043024655","16.3.2","87.7","","","","1"
"2011","Canada outside Quebec","","English and French","Number","Number","223","units","0","v1043024656","16.4.1","2466845","","","","0"
"2011","Canada outside Quebec","","English and French","Percentage","Percentage","242","units","0","v1043024657","16.4.2","9.7","","","","1"
"2011","Canada outside Quebec","","Neither English nor French","Number","Number","223","units","0","v1043024658","16.5.1","519725","","","","0"
"2011","Canada outside Quebec","","Neither English nor French","Percentage","Percentage","242","units","0","v1043024659","16.5.2","2.1","","","","1"
"2016","Canada","2016A000011124","Total, knowledge of official languages","Number","Number","223","units","0","v1043024500","1.1.1","34767250","","","","0"
"2016","Canada","2016A000011124","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024501","1.1.2","100.0","","","","1"
"2016","Canada","2016A000011124","French only","Number","Number","223","units","0","v1043024502","1.2.1","4144685","","","","0"
"2016","Canada","2016A000011124","French only","Percentage","Percentage","242","units","0","v1043024503","1.2.2","11.9","","","","1"
"2016","Canada","2016A000011124","English only","Number","Number","223","units","0","v1043024504","1.3.1","23757525","","","","0"
"2016","Canada","2016A000011124","English only","Percentage","Percentage","242","units","0","v1043024505","1.3.2","68.3","","","","1"
"2016","Canada","2016A000011124","English and French","Number","Number","223","units","0","v1043024506","1.4.1","6216070","","","","0"
"2016","Canada","2016A000011124","English and French","Percentage","Percentage","242","units","0","v1043024507","1.4.2","17.9","","","","1"
"2016","Canada","2016A000011124","Neither English nor French","Number","Number","223","units","0","v1043024508","1.5.1","648970","","","","0"
"2016","Canada","2016A000011124","Neither English nor French","Percentage","Percentage","242","units","0","v1043024509","1.5.2","1.9","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Number","Number","223","units","0","v1043024510","2.1.1","515680","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024511","2.1.2","100.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","French only","Number","Number","223","units","0","v1043024512","2.2.1","115","","","","0"
"2016","Newfoundland and Labrador","2016A000210","French only","Percentage","Percentage","242","units","0","v1043024513","2.2.2","0.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","English only","Number","Number","223","units","0","v1043024514","2.3.1","488800","","","","0"
"2016","Newfoundland and Labrador","2016A000210","English only","Percentage","Percentage","242","units","0","v1043024515","2.3.2","94.8","","","","1"
"2016","Newfoundland and Labrador","2016A000210","English and French","Number","Number","223","units","0","v1043024516","2.4.1","25940","","","","0"
"2016","Newfoundland and Labrador","2016A000210","English and French","Percentage","Percentage","242","units","0","v1043024517","2.4.2","5.0","","","","1"
"2016","Newfoundland and Labrador","2016A000210","Neither English nor French","Number","Number","223","units","0","v1043024518","2.5.1","820","","","","0"
"2016","Newfoundland and Labrador","2016A000210","Neither English nor French","Percentage","Percentage","242","units","0","v1043024519","2.5.2","0.2","","","","1"
"2016","Prince Edward Island","2016A000211","Total, knowledge of official languages","Number","Number","223","units","0","v1043024520","3.1.1","141020","","","","0"
"2016","Prince Edward Island","2016A000211","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024521","3.1.2","100.0","","","","1"
"2016","Prince Edward Island","2016A000211","French only","Number","Number","223","units","0","v1043024522","3.2.1","115","","","","0"
"2016","Prince Edward Island","2016A000211","French only","Percentage","Percentage","242","units","0","v1043024523","3.2.2","0.1","","","","1"
"2016","Prince Edward Island","2016A000211","English only","Number","Number","223","units","0","v1043024524","3.3.1","121815","","","","0"
"2016","Prince Edward Island","2016A000211","English only","Percentage","Percentage","242","units","0","v1043024525","3.3.2","86.4","","","","1"
"2016","Prince Edward Island","2016A000211","English and French","Number","Number","223","units","0","v1043024526","3.4.1","17835","","","","0"
"2016","Prince Edward Island","2016A000211","English and French","Percentage","Percentage","242","units","0","v1043024527","3.4.2","12.6","","","","1"
"2016","Prince Edward Island","2016A000211","Neither English nor French","Number","Number","223","units","0","v1043024528","3.5.1","1250","","","","0"
"2016","Prince Edward Island","2016A000211","Neither English nor French","Percentage","Percentage","242","units","0","v1043024529","3.5.2","0.9","","","","1"
"2016","Nova Scotia","2016A000212","Total, knowledge of official languages","Number","Number","223","units","0","v1043024530","4.1.1","912300","","","","0"
"2016","Nova Scotia","2016A000212","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024531","4.1.2","100.0","","","","1"
"2016","Nova Scotia","2016A000212","French only","Number","Number","223","units","0","v1043024532","4.2.1","705","","","","0"
"2016","Nova Scotia","2016A000212","French only","Percentage","Percentage","242","units","0","v1043024533","4.2.2","0.1","","","","1"
"2016","Nova Scotia","2016A000212","English only","Number","Number","223","units","0","v1043024534","4.3.1","813480","","","","0"
"2016","Nova Scotia","2016A000212","English only","Percentage","Percentage","242","units","0","v1043024535","4.3.2","89.2","","","","1"
"2016","Nova Scotia","2016A000212","English and French","Number","Number","223","units","0","v1043024536","4.4.1","95380","","","","0"
"2016","Nova Scotia","2016A000212","English and French","Percentage","Percentage","242","units","0","v1043024537","4.4.2","10.5","","","","1"
"2016","Nova Scotia","2016A000212","Neither English nor French","Number","Number","223","units","0","v1043024538","4.5.1","2735","","","","0"
"2016","Nova Scotia","2016A000212","Neither English nor French","Percentage","Percentage","242","units","0","v1043024539","4.5.2","0.3","","","","1"
"2016","New Brunswick","2016A000213","Total, knowledge of official languages","Number","Number","223","units","0","v1043024540","5.1.1","736285","","","","0"
"2016","New Brunswick","2016A000213","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024541","5.1.2","100.0","","","","1"
"2016","New Brunswick","2016A000213","French only","Number","Number","223","units","0","v1043024542","5.2.1","63145","","","","0"
"2016","New Brunswick","2016A000213","French only","Percentage","Percentage","242","units","0","v1043024543","5.2.2","8.6","","","","1"
"2016","New Brunswick","2016A000213","English only","Number","Number","223","units","0","v1043024544","5.3.1","420815","","","","0"
"2016","New Brunswick","2016A000213","English only","Percentage","Percentage","242","units","0","v1043024545","5.3.2","57.2","","","","1"
"2016","New Brunswick","2016A000213","English and French","Number","Number","223","units","0","v1043024546","5.4.1","249955","","","","0"
"2016","New Brunswick","2016A000213","English and French","Percentage","Percentage","242","units","0","v1043024547","5.4.2","33.9","","","","1"
"2016","New Brunswick","2016A000213","Neither English nor French","Number","Number","223","units","0","v1043024548","5.5.1","2370","","","","0"
"2016","New Brunswick","2016A000213","Neither English nor French","Percentage","Percentage","242","units","0","v1043024549","5.5.2","0.3","","","","1"
"2016","Quebec","2016A000224","Total, knowledge of official languages","Number","Number","223","units","0","v1043024550","6.1.1","8066555","","","","0"
"2016","Quebec","2016A000224","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024551","6.1.2","100.0","","","","1"
"2016","Quebec","2016A000224","French only","Number","Number","223","units","0","v1043024552","6.2.1","4032640","","","","0"
"2016","Quebec","2016A000224","French only","Percentage","Percentage","242","units","0","v1043024553","6.2.2","50.0","","","","1"
"2016","Quebec","2016A000224","English only","Number","Number","223","units","0","v1043024554","6.3.1","372450","","","","0"
"2016","Quebec","2016A000224","English only","Percentage","Percentage","242","units","0","v1043024555","6.3.2","4.6","","","","1"
"2016","Quebec","2016A000224","English and French","Number","Number","223","units","0","v1043024556","6.4.1","3586410","","","","0"
"2016","Quebec","2016A000224","English and French","Percentage","Percentage","242","units","0","v1043024557","6.4.2","44.5","","","","1"
"2016","Quebec","2016A000224","Neither English nor French","Number","Number","223","units","0","v1043024558","6.5.1","75060","","","","0"
"2016","Quebec","2016A000224","Neither English nor French","Percentage","Percentage","242","units","0","v1043024559","6.5.2","0.9","","","","1"
"2016","Ontario","2016A000235","Total, knowledge of official languages","Number","Number","223","units","0","v1043024560","7.1.1","13312870","","","","0"
"2016","Ontario","2016A000235","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024561","7.1.2","100.0","","","","1"
"2016","Ontario","2016A000235","French only","Number","Number","223","units","0","v1043024562","7.2.1","40045","","","","0"
"2016","Ontario","2016A000235","French only","Percentage","Percentage","242","units","0","v1043024563","7.2.2","0.3","","","","1"
"2016","Ontario","2016A000235","English only","Number","Number","223","units","0","v1043024564","7.3.1","11455495","","","","0"
"2016","Ontario","2016A000235","English only","Percentage","Percentage","242","units","0","v1043024565","7.3.2","86.0","","","","1"
"2016","Ontario","2016A000235","English and French","Number","Number","223","units","0","v1043024566","7.4.1","1490390","","","","0"
"2016","Ontario","2016A000235","English and French","Percentage","Percentage","242","units","0","v1043024567","7.4.2","11.2","","","","1"
"2016","Ontario","2016A000235","Neither English nor French","Number","Number","223","units","0","v1043024568","7.5.1","326935","","","","0"
"2016","Ontario","2016A000235","Neither English nor French","Percentage","Percentage","242","units","0","v1043024569","7.5.2","2.5","","","","1"
"2016","Manitoba","2016A000246","Total, knowledge of official languages","Number","Number","223","units","0","v1043024570","8.1.1","1261620","","","","0"
"2016","Manitoba","2016A000246","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024571","8.1.2","100.0","","","","1"
"2016","Manitoba","2016A000246","French only","Number","Number","223","units","0","v1043024572","8.2.1","1480","","","","0"
"2016","Manitoba","2016A000246","French only","Percentage","Percentage","242","units","0","v1043024573","8.2.2","0.1","","","","1"
"2016","Manitoba","2016A000246","English only","Number","Number","223","units","0","v1043024574","8.3.1","1135395","","","","0"
"2016","Manitoba","2016A000246","English only","Percentage","Percentage","242","units","0","v1043024575","8.3.2","90.0","","","","1"
"2016","Manitoba","2016A000246","English and French","Number","Number","223","units","0","v1043024576","8.4.1","108455","","","","0"
"2016","Manitoba","2016A000246","English and French","Percentage","Percentage","242","units","0","v1043024577","8.4.2","8.6","","","","1"
"2016","Manitoba","2016A000246","Neither English nor French","Number","Number","223","units","0","v1043024578","8.5.1","16290","","","","0"
"2016","Manitoba","2016A000246","Neither English nor French","Percentage","Percentage","242","units","0","v1043024579","8.5.2","1.3","","","","1"
"2016","Saskatchewan ","2016A000247","Total, knowledge of official languages","Number","Number","223","units","0","v1043024580","9.1.1","1083240","","","","0"
"2016","Saskatchewan ","2016A000247","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024581","9.1.2","100.0","","","","1"
"2016","Saskatchewan ","2016A000247","French only","Number","Number","223","units","0","v1043024582","9.2.1","535","","","","0"
"2016","Saskatchewan ","2016A000247","French only","Percentage","Percentage","242","units","0","v1043024583","9.2.2","0.0","","","","1"
"2016","Saskatchewan ","2016A000247","English only","Number","Number","223","units","0","v1043024584","9.3.1","1023400","","","","0"
"2016","Saskatchewan ","2016A000247","English only","Percentage","Percentage","242","units","0","v1043024585","9.3.2","94.5","","","","1"
"2016","Saskatchewan ","2016A000247","English and French","Number","Number","223","units","0","v1043024586","9.4.1","51360","","","","0"
"2016","Saskatchewan ","2016A000247","English and French","Percentage","Percentage","242","units","0","v1043024587","9.4.2","4.7","","","","1"
"2016","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","7945","","","","0"
"2016","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","0.7","","","","1"
"2016","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","4026650","","","","0"
"2016","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
"2016","Alberta","2016A000248","French only","Number","Number","223","units","0","v1043024592","10.2.1","3895","","","","0"
"2016","Alberta","2016A000248","French only","Percentage","Percentage","242","units","0","v1043024593","10.2.2","0.1","","","","1"
"2016","Alberta","2016A000248","English only","Number","Number","223","units","0","v1043024594","10.3.1","3698765","","","","0"
"2016","Alberta","2016A000248","English only","Percentage","Percentage","242","units","0","v1043024595","10.3.2","91.9","","","","1"
"2016","Alberta","2016A000248","English and French","Number","Number","223","units","0","v1043024596","10.4.1","264715","","","","0"
"2016","Alberta","2016A000248","English and French","Percentage","Percentage","242","units","0","v1043024597","10.4.2","6.6","","","","1"
"2016","Alberta","2016A000248","Neither English nor French","Number","Number","223","units","0","v1043024598","10.5.1","59275","","","","0"
"2016","Alberta","2016A000248","Neither English nor French","Percentage","Percentage","242","units","0","v1043024599","10.5.2","1.5","","","","1"
"2016","British Columbia","2016A000259","Total, knowledge of official languages","Number","Number","223","units","0","v1043024600","11.1.1","4598415","","","","0"
"2016","British Columbia","2016A000259","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024601","11.1.2","100.0","","","","1"
"2016","British Columbia","2016A000259","French only","Number","Number","223","units","0","v1043024602","11.2.1","1805","","","","0"
"2016","British Columbia","2016A000259","French only","Percentage","Percentage","242","units","0","v1043024603","11.2.2","0.0","","","","1"
"2016","British Columbia","2016A000259","English only","Number","Number","223","units","0","v1043024604","11.3.1","4127770","","","","0"
"2016","British Columbia","2016A000259","English only","Percentage","Percentage","242","units","0","v1043024605","11.3.2","89.8","","","","1"
"2016","British Columbia","2016A000259","English and French","Number","Number","223","units","0","v1043024606","11.4.1","314925","","","","0"
"2016","British Columbia","2016A000259","English and French","Percentage","Percentage","242","units","0","v1043024607","11.4.2","6.8","","","","1"
"2016","British Columbia","2016A000259","Neither English nor French","Number","Number","223","units","0","v1043024608","11.5.1","153910","","","","0"
"2016","British Columbia","2016A000259","Neither English nor French","Percentage","Percentage","242","units","0","v1043024609","11.5.2","3.3","","","","1"
"2016","Yukon","2016A000260","Total, knowledge of official languages","Number","Number","223","units","0","v1043024610","12.1.1","35560","","","","0"
"2016","Yukon","2016A000260","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024611","12.1.2","100.0","","","","1"
"2016","Yukon","2016A000260","French only","Number","Number","223","units","0","v1043024612","12.2.1","90","","","","0"
"2016","Yukon","2016A000260","French only","Percentage","Percentage","242","units","0","v1043024613","12.2.2","0.3","","","","1"
"2016","Yukon","2016A000260","English only","Number","Number","223","units","0","v1043024614","12.3.1","30425","","","","0"
"2016","Yukon","2016A000260","English only","Percentage","Percentage","242","units","0","v1043024615","12.3.2","85.6","","","","1"
"2016","Yukon","2016A000260","English and French","Number","Number","223","units","0","v1043024616","12.4.1","4900","","","","0"
"2016","Yukon","2016A000260","English and French","Percentage","Percentage","242","units","0","v1043024617","12.4.2","13.8","","","","1"
"2016","Yukon","2016A000260","Neither English nor French","Number","Number","223","units","0","v1043024618","12.5.1","140","","","","0"
"2016","Yukon","2016A000260","Neither English nor French","Percentage","Percentage","242","units","0","v1043024619","12.5.2","0.4","","","","1"
"2016","Northwest Territories","2016A000261","Total, knowledge of official languages","Number","Number","223","units","0","v1043024630","14.1.1","41380","","","","0"
"2016","Northwest Territories","2016A000261","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024631","14.1.2","100.0","","","","1"
"2016","Northwest Territories","2016A000261","French only","Number","Number","223","units","0","v1043024632","14.2.1","65","","","","0"
"2016","Northwest Territories","2016A000261","French only","Percentage","Percentage","242","units","0","v1043024633","14.2.2","0.2","","","","1"
"2016","Northwest Territories","2016A000261","English only","Number","Number","223","units","0","v1043024634","14.3.1","36845","","","","0"
"2016","Northwest Territories","2016A000261","English only","Percentage","Percentage","242","units","0","v1043024635","14.3.2","89.0","","","","1"
"2016","Northwest Territories","2016A000261","English and French","Number","Number","223","units","0","v1043024636","14.4.1","4275","","","","0"
"2016","Northwest Territories","2016A000261","English and French","Percentage","Percentage","242","units","0","v1043024637","14.4.2","10.3","","","","1"
"2016","Northwest Territories","2016A000261","Neither English nor French","Number","Number","223","units","0","v1043024638","14.5.1","195","","","","0"
"2016","Northwest Territories","2016A000261","Neither English nor French","Percentage","Percentage","242","units","0","v1043024639","14.5.2","0.5","","","","1"
"2016","Nunavut","2016A000262","Total, knowledge of official languages","Number","Number","223","units","0","v1043024640","15.1.1","35690","","","","0"
"2016","Nunavut","2016A000262","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024641","15.1.2","100.0","","","","1"
"2016","Nunavut","2016A000262","French only","Number","Number","223","units","0","v1043024642","15.2.1","60","","","","0"
"2016","Nunavut","2016A000262","French only","Percentage","Percentage","242","units","0","v1043024643","15.2.2","0.2","","","","1"
"2016","Nunavut","2016A000262","English only","Number","Number","223","units","0","v1043024644","15.3.1","32065","","","","0"
"2016","Nunavut","2016A000262","English only","Percentage","Percentage","242","units","0","v1043024645","15.3.2","89.8","","","","1"
"2016","Nunavut","2016A000262","English and French","Number","Number","223","units","0","v1043024646","15.4.1","1525","","","","0"
