"REF_DATE","GEO","DGUID","Knowledge of official languages","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1971","Quebec","2016A000224","Neither English nor French","Percentage","Percentage","242","units","0","v1043024559","6.5.2","1.1","","","","1"
"1971","Ontario","2016A000235","Total, knowledge of official languages","Number","Number","223","units","0","v1043024560","7.1.1","7703100","","","","0"
"1971","Ontario","2016A000235","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024561","7.1.2","100.0","","","","1"
"1971","Ontario","2016A000235","French only","Number","Number","223","units","0","v1043024562","7.2.1","92845","","","","0"
"1971","Ontario","2016A000235","French only","Percentage","Percentage","242","units","0","v1043024563","7.2.2","1.2","","","","1"
"1971","Ontario","2016A000235","English only","Number","Number","223","units","0","v1043024564","7.3.1","6724100","","","","0"
"1971","Ontario","2016A000235","English only","Percentage","Percentage","242","units","0","v1043024565","7.3.2","87.3","","","","1"
"1971","Ontario","2016A000235","English and French","Number","Number","223","units","0","v1043024566","7.4.1","716065","","","","0"
"1971","Ontario","2016A000235","English and French","Percentage","Percentage","242","units","0","v1043024567","7.4.2","9.3","","","","1"
"1971","Ontario","2016A000235","Neither English nor French","Number","Number","223","units","0","v1043024568","7.5.1","170090","","","","0"
"1971","Ontario","2016A000235","Neither English nor French","Percentage","Percentage","242","units","0","v1043024569","7.5.2","2.2","","","","1"
"1971","Manitoba","2016A000246","Total, knowledge of official languages","Number","Number","223","units","0","v1043024570","8.1.1","988255","","","","0"
"1971","Manitoba","2016A000246","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024571","8.1.2","100.0","","","","1"
"1971","Manitoba","2016A000246","French only","Number","Number","223","units","0","v1043024572","8.2.1","5020","","","","0"
"1971","Manitoba","2016A000246","French only","Percentage","Percentage","242","units","0","v1043024573","8.2.2","0.5","","","","1"
"1971","Manitoba","2016A000246","English only","Number","Number","223","units","0","v1043024574","8.3.1","881715","","","","0"
"1971","Manitoba","2016A000246","English only","Percentage","Percentage","242","units","0","v1043024575","8.3.2","89.2","","","","1"
"1971","Manitoba","2016A000246","English and French","Number","Number","223","units","0","v1043024576","8.4.1","80935","","","","0"
"1971","Manitoba","2016A000246","English and French","Percentage","Percentage","242","units","0","v1043024577","8.4.2","8.2","","","","1"
"1971","Manitoba","2016A000246","Neither English nor French","Number","Number","223","units","0","v1043024578","8.5.1","20585","","","","0"
"1971","Manitoba","2016A000246","Neither English nor French","Percentage","Percentage","242","units","0","v1043024579","8.5.2","2.1","","","","1"
"1971","Saskatchewan ","2016A000247","Total, knowledge of official languages","Number","Number","223","units","0","v1043024580","9.1.1","926235","","","","0"
"1971","Saskatchewan ","2016A000247","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024581","9.1.2","100.0","","","","1"
"1971","Saskatchewan ","2016A000247","French only","Number","Number","223","units","0","v1043024582","9.2.1","1825","","","","0"
"1971","Saskatchewan ","2016A000247","French only","Percentage","Percentage","242","units","0","v1043024583","9.2.2","0.2","","","","1"
"1971","Saskatchewan ","2016A000247","English only","Number","Number","223","units","0","v1043024584","9.3.1","867315","","","","0"
"1971","Saskatchewan ","2016A000247","English only","Percentage","Percentage","242","units","0","v1043024585","9.3.2","93.6","","","","1"
"1971","Saskatchewan ","2016A000247","English and French","Number","Number","223","units","0","v1043024586","9.4.1","45985","","","","0"
"1971","Saskatchewan ","2016A000247","English and French","Percentage","Percentage","242","units","0","v1043024587","9.4.2","5.0","","","","1"
"1971","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","11110","","","","0"
"1971","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","1.2","","","","1"
"1971","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","1627875","","","","0"
"1971","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
"1971","Alberta","2016A000248","French only","Number","Number","223","units","0","v1043024592","10.2.1","3310","","","","0"
"1971","Alberta","2016A000248","French only","Percentage","Percentage","242","units","0","v1043024593","10.2.2","0.2","","","","1"
"1971","Alberta","2016A000248","English only","Number","Number","223","units","0","v1043024594","10.3.1","1525575","","","","0"
"1971","Alberta","2016A000248","English only","Percentage","Percentage","242","units","0","v1043024595","10.3.2","93.7","","","","1"
"1971","Alberta","2016A000248","English and French","Number","Number","223","units","0","v1043024596","10.4.1","81000","","","","0"
"1971","Alberta","2016A000248","English and French","Percentage","Percentage","242","units","0","v1043024597","10.4.2","5.0","","","","1"
"1971","Alberta","2016A000248","Neither English nor French","Number","Number","223","units","0","v1043024598","10.5.1","17990","","","","0"
"1971","Alberta","2016A000248","Neither English nor French","Percentage","Percentage","242","units","0","v1043024599","10.5.2","1.1","","","","1"
"1971","British Columbia","2016A000259","Total, knowledge of official languages","Number","Number","223","units","0","v1043024600","11.1.1","2184625","","","","0"
"1971","British Columbia","2016A000259","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024601","11.1.2","100.0","","","","1"
"1971","British Columbia","2016A000259","French only","Number","Number","223","units","0","v1043024602","11.2.1","1775","","","","0"
"1971","British Columbia","2016A000259","French only","Percentage","Percentage","242","units","0","v1043024603","11.2.2","0.1","","","","1"
"1971","British Columbia","2016A000259","English only","Number","Number","223","units","0","v1043024604","11.3.1","2054690","","","","0"
"1971","British Columbia","2016A000259","English only","Percentage","Percentage","242","units","0","v1043024605","11.3.2","94.1","","","","1"
"1971","British Columbia","2016A000259","English and French","Number","Number","223","units","0","v1043024606","11.4.1","101435","","","","0"
"1971","British Columbia","2016A000259","English and French","Percentage","Percentage","242","units","0","v1043024607","11.4.2","4.6","","","","1"
"1971","British Columbia","2016A000259","Neither English nor French","Number","Number","223","units","0","v1043024608","11.5.1","26725","","","","0"
"1971","British Columbia","2016A000259","Neither English nor French","Percentage","Percentage","242","units","0","v1043024609","11.5.2","1.2","","","","1"
"1971","Yukon","2016A000260","Total, knowledge of official languages","Number","Number","223","units","0","v1043024610","12.1.1","18390","","","","0"
"1971","Yukon","2016A000260","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024611","12.1.2","100.0","","","","1"
"1971","Yukon","2016A000260","French only","Number","Number","223","units","0","v1043024612","12.2.1","10","","","","0"
"1971","Yukon","2016A000260","French only","Percentage","Percentage","242","units","0","v1043024613","12.2.2","0.0","","","","1"
"1971","Yukon","2016A000260","English only","Number","Number","223","units","0","v1043024614","12.3.1","17130","","","","0"
"1971","Yukon","2016A000260","English only","Percentage","Percentage","242","units","0","v1043024615","12.3.2","93.1","","","","1"
"1971","Yukon","2016A000260","English and French","Number","Number","223","units","0","v1043024616","12.4.1","1210","","","","0"
"1971","Yukon","2016A000260","English and French","Percentage","Percentage","242","units","0","v1043024617","12.4.2","6.6","","","","1"
"1971","Yukon","2016A000260","Neither English nor French","Number","Number","223","units","0","v1043024618","12.5.1","40","","","","0"
"1971","Yukon","2016A000260","Neither English nor French","Percentage","Percentage","242","units","0","v1043024619","12.5.2","0.2","","","","1"
"1971","Northwest Territories including Nunavut","2016A000261","Total, knowledge of official languages","Number","Number","223","units","0","v1043024620","13.1.1","34805","","","t","0"
"1971","Northwest Territories including Nunavut","2016A000261","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024621","13.1.2","100.0","","","t","1"
"1971","Northwest Territories including Nunavut","2016A000261","French only","Number","Number","223","units","0","v1043024622","13.2.1","100","","","t","0"
"1971","Northwest Territories including Nunavut","2016A000261","French only","Percentage","Percentage","242","units","0","v1043024623","13.2.2","0.3","","","t","1"
"1971","Northwest Territories including Nunavut","2016A000261","English only","Number","Number","223","units","0","v1043024624","13.3.1","25500","","","t","0"
"1971","Northwest Territories including Nunavut","2016A000261","English only","Percentage","Percentage","242","units","0","v1043024625","13.3.2","73.3","","","t","1"
"1971","Northwest Territories including Nunavut","2016A000261","English and French","Number","Number","223","units","0","v1043024626","13.4.1","2120","","","t","0"
"1971","Northwest Territories including Nunavut","2016A000261","English and French","Percentage","Percentage","242","units","0","v1043024627","13.4.2","6.1","","","t","1"
"1971","Northwest Territories including Nunavut","2016A000261","Neither English nor French","Number","Number","223","units","0","v1043024628","13.5.1","7085","","","t","0"
"1971","Northwest Territories including Nunavut","2016A000261","Neither English nor French","Percentage","Percentage","242","units","0","v1043024629","13.5.2","20.4","","","t","1"
"1971","Canada outside Quebec","","Total, knowledge of official languages","Number","Number","223","units","0","v1043024650","16.1.1","15540545","","","","0"
"1971","Canada outside Quebec","","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024651","16.1.2","100.0","","","","1"
"1971","Canada outside Quebec","","French only","Number","Number","223","units","0","v1043024652","16.2.1","211240","","","","0"
"1971","Canada outside Quebec","","French only","Percentage","Percentage","242","units","0","v1043024653","16.2.2","1.4","","","","1"
"1971","Canada outside Quebec","","English only","Number","Number","223","units","0","v1043024654","16.3.1","13837025","","","","0"
"1971","Canada outside Quebec","","English only","Percentage","Percentage","242","units","0","v1043024655","16.3.2","89.0","","","","1"
"1971","Canada outside Quebec","","English and French","Number","Number","223","units","0","v1043024656","16.4.1","1236365","","","","0"
"1971","Canada outside Quebec","","English and French","Percentage","Percentage","242","units","0","v1043024657","16.4.2","8.0","","","","1"
"1971","Canada outside Quebec","","Neither English nor French","Number","Number","223","units","0","v1043024658","16.5.1","255915","","","","0"
"1971","Canada outside Quebec","","Neither English nor French","Percentage","Percentage","242","units","0","v1043024659","16.5.2","1.6","","","","1"
"1981","Canada","2016A000011124","Total, knowledge of official languages","Number","Number","223","units","0","v1043024500","1.1.1","24083495","","","","0"
"1981","Canada","2016A000011124","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024501","1.1.2","100.0","","","","1"
"1981","Canada","2016A000011124","French only","Number","Number","223","units","0","v1043024502","1.2.1","3987245","","","","0"
"1981","Canada","2016A000011124","French only","Percentage","Percentage","242","units","0","v1043024503","1.2.2","16.6","","","","1"
"1981","Canada","2016A000011124","English only","Number","Number","223","units","0","v1043024504","1.3.1","16122895","","","","0"
"1981","Canada","2016A000011124","English only","Percentage","Percentage","242","units","0","v1043024505","1.3.2","66.9","","","","1"
"1981","Canada","2016A000011124","English and French","Number","Number","223","units","0","v1043024506","1.4.1","3681960","","","","0"
"1981","Canada","2016A000011124","English and French","Percentage","Percentage","242","units","0","v1043024507","1.4.2","15.3","","","","1"
"1981","Canada","2016A000011124","Neither English nor French","Number","Number","223","units","0","v1043024508","1.5.1","291395","","","","0"
"1981","Canada","2016A000011124","Neither English nor French","Percentage","Percentage","242","units","0","v1043024509","1.5.2","1.2","","","","1"
"1981","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Number","Number","223","units","0","v1043024510","2.1.1","563750","","","","0"
"1981","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024511","2.1.2","100.0","","","","1"
"1981","Newfoundland and Labrador","2016A000210","French only","Number","Number","223","units","0","v1043024512","2.2.1","145","","","","0"
"1981","Newfoundland and Labrador","2016A000210","French only","Percentage","Percentage","242","units","0","v1043024513","2.2.2","0.0","","","","1"
"1981","Newfoundland and Labrador","2016A000210","English only","Number","Number","223","units","0","v1043024514","2.3.1","550335","","","","0"
"1981","Newfoundland and Labrador","2016A000210","English only","Percentage","Percentage","242","units","0","v1043024515","2.3.2","97.6","","","","1"
"1981","Newfoundland and Labrador","2016A000210","English and French","Number","Number","223","units","0","v1043024516","2.4.1","12840","","","","0"
"1981","Newfoundland and Labrador","2016A000210","English and French","Percentage","Percentage","242","units","0","v1043024517","2.4.2","2.3","","","","1"
"1981","Newfoundland and Labrador","2016A000210","Neither English nor French","Number","Number","223","units","0","v1043024518","2.5.1","430","","","","0"
"1981","Newfoundland and Labrador","2016A000210","Neither English nor French","Percentage","Percentage","242","units","0","v1043024519","2.5.2","0.1","","","","1"
"1981","Prince Edward Island","2016A000211","Total, knowledge of official languages","Number","Number","223","units","0","v1043024520","3.1.1","121225","","","","0"
"1981","Prince Edward Island","2016A000211","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024521","3.1.2","100.0","","","","1"
"1981","Prince Edward Island","2016A000211","French only","Number","Number","223","units","0","v1043024522","3.2.1","205","","","","0"
"1981","Prince Edward Island","2016A000211","French only","Percentage","Percentage","242","units","0","v1043024523","3.2.2","0.2","","","","1"
"1981","Prince Edward Island","2016A000211","English only","Number","Number","223","units","0","v1043024524","3.3.1","111200","","","","0"
"1981","Prince Edward Island","2016A000211","English only","Percentage","Percentage","242","units","0","v1043024525","3.3.2","91.7","","","","1"
"1981","Prince Edward Island","2016A000211","English and French","Number","Number","223","units","0","v1043024526","3.4.1","9780","","","","0"
"1981","Prince Edward Island","2016A000211","English and French","Percentage","Percentage","242","units","0","v1043024527","3.4.2","8.1","","","","1"
"1981","Prince Edward Island","2016A000211","Neither English nor French","Number","Number","223","units","0","v1043024528","3.5.1","40","","","","0"
"1981","Prince Edward Island","2016A000211","Neither English nor French","Percentage","Percentage","242","units","0","v1043024529","3.5.2","0.0","","","","1"
"1981","Nova Scotia","2016A000212","Total, knowledge of official languages","Number","Number","223","units","0","v1043024530","4.1.1","839795","","","","0"
"1981","Nova Scotia","2016A000212","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024531","4.1.2","100.0","","","","1"
"1981","Nova Scotia","2016A000212","French only","Number","Number","223","units","0","v1043024532","4.2.1","1880","","","","0"
"1981","Nova Scotia","2016A000212","French only","Percentage","Percentage","242","units","0","v1043024533","4.2.2","0.2","","","","1"
"1981","Nova Scotia","2016A000212","English only","Number","Number","223","units","0","v1043024534","4.3.1","774760","","","","0"
"1981","Nova Scotia","2016A000212","English only","Percentage","Percentage","242","units","0","v1043024535","4.3.2","92.3","","","","1"
"1981","Nova Scotia","2016A000212","English and French","Number","Number","223","units","0","v1043024536","4.4.1","62350","","","","0"
"1981","Nova Scotia","2016A000212","English and French","Percentage","Percentage","242","units","0","v1043024537","4.4.2","7.4","","","","1"
"1981","Nova Scotia","2016A000212","Neither English nor French","Number","Number","223","units","0","v1043024538","4.5.1","805","","","","0"
"1981","Nova Scotia","2016A000212","Neither English nor French","Percentage","Percentage","242","units","0","v1043024539","4.5.2","0.1","","","","1"
"1981","New Brunswick","2016A000213","Total, knowledge of official languages","Number","Number","223","units","0","v1043024540","5.1.1","689370","","","","0"
"1981","New Brunswick","2016A000213","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024541","5.1.2","100.0","","","","1"
"1981","New Brunswick","2016A000213","French only","Number","Number","223","units","0","v1043024542","5.2.1","89340","","","","0"
"1981","New Brunswick","2016A000213","French only","Percentage","Percentage","242","units","0","v1043024543","5.2.2","13.0","","","","1"
"1981","New Brunswick","2016A000213","English only","Number","Number","223","units","0","v1043024544","5.3.1","417025","","","","0"
"1981","New Brunswick","2016A000213","English only","Percentage","Percentage","242","units","0","v1043024545","5.3.2","60.5","","","","1"
"1981","New Brunswick","2016A000213","English and French","Number","Number","223","units","0","v1043024546","5.4.1","182550","","","","0"
"1981","New Brunswick","2016A000213","English and French","Percentage","Percentage","242","units","0","v1043024547","5.4.2","26.5","","","","1"
"1981","New Brunswick","2016A000213","Neither English nor French","Number","Number","223","units","0","v1043024548","5.5.1","455","","","","0"
"1981","New Brunswick","2016A000213","Neither English nor French","Percentage","Percentage","242","units","0","v1043024549","5.5.2","0.1","","","","1"
"1981","Quebec","2016A000224","Total, knowledge of official languages","Number","Number","223","units","0","v1043024550","6.1.1","6369065","","","","0"
"1981","Quebec","2016A000224","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024551","6.1.2","100.0","","","","1"
"1981","Quebec","2016A000224","French only","Number","Number","223","units","0","v1043024552","6.2.1","3826605","","","","0"
"1981","Quebec","2016A000224","French only","Percentage","Percentage","242","units","0","v1043024553","6.2.2","60.1","","","","1"
"1981","Quebec","2016A000224","English only","Number","Number","223","units","0","v1043024554","6.3.1","426240","","","","0"
"1981","Quebec","2016A000224","English only","Percentage","Percentage","242","units","0","v1043024555","6.3.2","6.7","","","","1"
"1981","Quebec","2016A000224","English and French","Number","Number","223","units","0","v1043024556","6.4.1","2065105","","","","0"
"1981","Quebec","2016A000224","English and French","Percentage","Percentage","242","units","0","v1043024557","6.4.2","32.4","","","","1"
"1981","Quebec","2016A000224","Neither English nor French","Number","Number","223","units","0","v1043024558","6.5.1","51115","","","","0"
"1981","Quebec","2016A000224","Neither English nor French","Percentage","Percentage","242","units","0","v1043024559","6.5.2","0.8","","","","1"
"1981","Ontario","2016A000235","Total, knowledge of official languages","Number","Number","223","units","0","v1043024560","7.1.1","8534265","","","","0"
"1981","Ontario","2016A000235","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024561","7.1.2","100.0","","","","1"
"1981","Ontario","2016A000235","French only","Number","Number","223","units","0","v1043024562","7.2.1","60535","","","","0"
"1981","Ontario","2016A000235","French only","Percentage","Percentage","242","units","0","v1043024563","7.2.2","0.7","","","","1"
"1981","Ontario","2016A000235","English only","Number","Number","223","units","0","v1043024564","7.3.1","7401070","","","","0"
"1981","Ontario","2016A000235","English only","Percentage","Percentage","242","units","0","v1043024565","7.3.2","86.7","","","","1"
"1981","Ontario","2016A000235","English and French","Number","Number","223","units","0","v1043024566","7.4.1","924475","","","","0"
"1981","Ontario","2016A000235","English and French","Percentage","Percentage","242","units","0","v1043024567","7.4.2","10.8","","","","1"
"1981","Ontario","2016A000235","Neither English nor French","Number","Number","223","units","0","v1043024568","7.5.1","148185","","","","0"
"1981","Ontario","2016A000235","Neither English nor French","Percentage","Percentage","242","units","0","v1043024569","7.5.2","1.7","","","","1"
"1981","Manitoba","2016A000246","Total, knowledge of official languages","Number","Number","223","units","0","v1043024570","8.1.1","1013710","","","","0"
"1981","Manitoba","2016A000246","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024571","8.1.2","100.0","","","","1"
"1981","Manitoba","2016A000246","French only","Number","Number","223","units","0","v1043024572","8.2.1","2620","","","","0"
"1981","Manitoba","2016A000246","French only","Percentage","Percentage","242","units","0","v1043024573","8.2.2","0.3","","","","1"
"1981","Manitoba","2016A000246","English only","Number","Number","223","units","0","v1043024574","8.3.1","915760","","","","0"
"1981","Manitoba","2016A000246","English only","Percentage","Percentage","242","units","0","v1043024575","8.3.2","90.3","","","","1"
"1981","Manitoba","2016A000246","English and French","Number","Number","223","units","0","v1043024576","8.4.1","79990","","","","0"
"1981","Manitoba","2016A000246","English and French","Percentage","Percentage","242","units","0","v1043024577","8.4.2","7.9","","","","1"
"1981","Manitoba","2016A000246","Neither English nor French","Number","Number","223","units","0","v1043024578","8.5.1","15340","","","","0"
"1981","Manitoba","2016A000246","Neither English nor French","Percentage","Percentage","242","units","0","v1043024579","8.5.2","1.5","","","","1"
"1981","Saskatchewan ","2016A000247","Total, knowledge of official languages","Number","Number","223","units","0","v1043024580","9.1.1","956435","","","","0"
"1981","Saskatchewan ","2016A000247","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024581","9.1.2","100.0","","","","1"
"1981","Saskatchewan ","2016A000247","French only","Number","Number","223","units","0","v1043024582","9.2.1","705","","","","0"
"1981","Saskatchewan ","2016A000247","French only","Percentage","Percentage","242","units","0","v1043024583","9.2.2","0.1","","","","1"
"1981","Saskatchewan ","2016A000247","English only","Number","Number","223","units","0","v1043024584","9.3.1","904900","","","","0"
"1981","Saskatchewan ","2016A000247","English only","Percentage","Percentage","242","units","0","v1043024585","9.3.2","94.6","","","","1"
"1981","Saskatchewan ","2016A000247","English and French","Number","Number","223","units","0","v1043024586","9.4.1","43650","","","","0"
"1981","Saskatchewan ","2016A000247","English and French","Percentage","Percentage","242","units","0","v1043024587","9.4.2","4.6","","","","1"
"1981","Saskatchewan ","2016A000247","Neither English nor French","Number","Number","223","units","0","v1043024588","9.5.1","7180","","","","0"
"1981","Saskatchewan ","2016A000247","Neither English nor French","Percentage","Percentage","242","units","0","v1043024589","9.5.2","0.8","","","","1"
"1981","Alberta","2016A000248","Total, knowledge of official languages","Number","Number","223","units","0","v1043024590","10.1.1","2213650","","","","0"
"1981","Alberta","2016A000248","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024591","10.1.2","100.0","","","","1"
"1981","Alberta","2016A000248","French only","Number","Number","223","units","0","v1043024592","10.2.1","3700","","","","0"
"1981","Alberta","2016A000248","French only","Percentage","Percentage","242","units","0","v1043024593","10.2.2","0.2","","","","1"
"1981","Alberta","2016A000248","English only","Number","Number","223","units","0","v1043024594","10.3.1","2045060","","","","0"
"1981","Alberta","2016A000248","English only","Percentage","Percentage","242","units","0","v1043024595","10.3.2","92.4","","","","1"
"1981","Alberta","2016A000248","English and French","Number","Number","223","units","0","v1043024596","10.4.1","142465","","","","0"
"1981","Alberta","2016A000248","English and French","Percentage","Percentage","242","units","0","v1043024597","10.4.2","6.4","","","","1"
"1981","Alberta","2016A000248","Neither English nor French","Number","Number","223","units","0","v1043024598","10.5.1","22425","","","","0"
"1981","Alberta","2016A000248","Neither English nor French","Percentage","Percentage","242","units","0","v1043024599","10.5.2","1.0","","","","1"
"1981","British Columbia","2016A000259","Total, knowledge of official languages","Number","Number","223","units","0","v1043024600","11.1.1","2713615","","","","0"
"1981","British Columbia","2016A000259","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024601","11.1.2","100.0","","","","1"
"1981","British Columbia","2016A000259","French only","Number","Number","223","units","0","v1043024602","11.2.1","1445","","","","0"
"1981","British Columbia","2016A000259","French only","Percentage","Percentage","242","units","0","v1043024603","11.2.2","0.0","","","","1"
"1981","British Columbia","2016A000259","English only","Number","Number","223","units","0","v1043024604","11.3.1","2518965","","","","0"
"1981","British Columbia","2016A000259","English only","Percentage","Percentage","242","units","0","v1043024605","11.3.2","92.8","","","","1"
"1981","British Columbia","2016A000259","English and French","Number","Number","223","units","0","v1043024606","11.4.1","154170","","","","0"
"1981","British Columbia","2016A000259","English and French","Percentage","Percentage","242","units","0","v1043024607","11.4.2","5.7","","","","1"
"1981","British Columbia","2016A000259","Neither English nor French","Number","Number","223","units","0","v1043024608","11.5.1","39035","","","","0"
"1981","British Columbia","2016A000259","Neither English nor French","Percentage","Percentage","242","units","0","v1043024609","11.5.2","1.4","","","","1"
"1981","Yukon","2016A000260","Total, knowledge of official languages","Number","Number","223","units","0","v1043024610","12.1.1","23075","","","","0"
"1981","Yukon","2016A000260","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024611","12.1.2","100.0","","","","1"
"1981","Yukon","2016A000260","French only","Number","Number","223","units","0","v1043024612","12.2.1","10","","","","0"
"1981","Yukon","2016A000260","French only","Percentage","Percentage","242","units","0","v1043024613","12.2.2","0.0","","","","1"
"1981","Yukon","2016A000260","English only","Number","Number","223","units","0","v1043024614","12.3.1","21200","","","","0"
"1981","Yukon","2016A000260","English only","Percentage","Percentage","242","units","0","v1043024615","12.3.2","91.9","","","","1"
"1981","Yukon","2016A000260","English and French","Number","Number","223","units","0","v1043024616","12.4.1","1820","","","","0"
"1981","Yukon","2016A000260","English and French","Percentage","Percentage","242","units","0","v1043024617","12.4.2","7.9","","","","1"
"1981","Yukon","2016A000260","Neither English nor French","Number","Number","223","units","0","v1043024618","12.5.1","45","","","","0"
"1981","Yukon","2016A000260","Neither English nor French","Percentage","Percentage","242","units","0","v1043024619","12.5.2","0.2","","","","1"
"1981","Northwest Territories including Nunavut","2016A000261","Total, knowledge of official languages","Number","Number","223","units","0","v1043024620","13.1.1","45545","","","t","0"
"1981","Northwest Territories including Nunavut","2016A000261","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024621","13.1.2","100.0","","","t","1"
"1981","Northwest Territories including Nunavut","2016A000261","French only","Number","Number","223","units","0","v1043024622","13.2.1","60","","","t","0"
"1981","Northwest Territories including Nunavut","2016A000261","French only","Percentage","Percentage","242","units","0","v1043024623","13.2.2","0.1","","","t","1"
"1981","Northwest Territories including Nunavut","2016A000261","English only","Number","Number","223","units","0","v1043024624","13.3.1","36385","","","t","0"
"1981","Northwest Territories including Nunavut","2016A000261","English only","Percentage","Percentage","242","units","0","v1043024625","13.3.2","79.9","","","t","1"
"1981","Northwest Territories including Nunavut","2016A000261","English and French","Number","Number","223","units","0","v1043024626","13.4.1","2755","","","t","0"
"1981","Northwest Territories including Nunavut","2016A000261","English and French","Percentage","Percentage","242","units","0","v1043024627","13.4.2","6.0","","","t","1"
"1981","Northwest Territories including Nunavut","2016A000261","Neither English nor French","Number","Number","223","units","0","v1043024628","13.5.1","6345","","","t","0"
"1981","Northwest Territories including Nunavut","2016A000261","Neither English nor French","Percentage","Percentage","242","units","0","v1043024629","13.5.2","13.9","","","t","1"
"1981","Canada outside Quebec","","Total, knowledge of official languages","Number","Number","223","units","0","v1043024650","16.1.1","17714430","","","","0"
"1981","Canada outside Quebec","","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024651","16.1.2","100.0","","","","1"
"1981","Canada outside Quebec","","French only","Number","Number","223","units","0","v1043024652","16.2.1","160640","","","","0"
"1981","Canada outside Quebec","","French only","Percentage","Percentage","242","units","0","v1043024653","16.2.2","0.9","","","","1"
"1981","Canada outside Quebec","","English only","Number","Number","223","units","0","v1043024654","16.3.1","15696655","","","","0"
"1981","Canada outside Quebec","","English only","Percentage","Percentage","242","units","0","v1043024655","16.3.2","88.6","","","","1"
"1981","Canada outside Quebec","","English and French","Number","Number","223","units","0","v1043024656","16.4.1","1616855","","","","0"
"1981","Canada outside Quebec","","English and French","Percentage","Percentage","242","units","0","v1043024657","16.4.2","9.1","","","","1"
"1981","Canada outside Quebec","","Neither English nor French","Number","Number","223","units","0","v1043024658","16.5.1","240280","","","","0"
"1981","Canada outside Quebec","","Neither English nor French","Percentage","Percentage","242","units","0","v1043024659","16.5.2","1.4","","","","1"
"1991","Canada","2016A000011124","Total, knowledge of official languages","Number","Number","223","units","0","v1043024500","1.1.1","26994035","","","","0"
"1991","Canada","2016A000011124","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024501","1.1.2","100.0","","","","1"
"1991","Canada","2016A000011124","French only","Number","Number","223","units","0","v1043024502","1.2.1","4110300","","","","0"
"1991","Canada","2016A000011124","French only","Percentage","Percentage","242","units","0","v1043024503","1.2.2","15.2","","","","1"
"1991","Canada","2016A000011124","English only","Number","Number","223","units","0","v1043024504","1.3.1","18106760","","","","0"
"1991","Canada","2016A000011124","English only","Percentage","Percentage","242","units","0","v1043024505","1.3.2","67.1","","","","1"
"1991","Canada","2016A000011124","English and French","Number","Number","223","units","0","v1043024506","1.4.1","4398655","","","","0"
"1991","Canada","2016A000011124","English and French","Percentage","Percentage","242","units","0","v1043024507","1.4.2","16.3","","","","1"
"1991","Canada","2016A000011124","Neither English nor French","Number","Number","223","units","0","v1043024508","1.5.1","378320","","","","0"
"1991","Canada","2016A000011124","Neither English nor French","Percentage","Percentage","242","units","0","v1043024509","1.5.2","1.4","","","","1"
"1991","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Number","Number","223","units","0","v1043024510","2.1.1","563940","","","","0"
"1991","Newfoundland and Labrador","2016A000210","Total, knowledge of official languages","Percentage","Percentage","242","units","0","v1043024511","2.1.2","100.0","","","","1"
"1991","Newfoundland and Labrador","2016A000210","French only","Number","Number","223","units","0","v1043024512","2.2.1","240","","","","0"
"1991","Newfoundland and Labrador","2016A000210","French only","Percentage","Percentage","242","units","0","v1043024513","2.2.2","0.0","","","","1"
"1991","Newfoundland and Labrador","2016A000210","English only","Number","Number","223","units","0","v1043024514","2.3.1","544425","","","","0"
