Date,Open,High,Low,Close,Adj Close,Volume,Gain
10/21/2013,54.68,54.810001,53.509998,53.849998,53.849998,58235000,-0.830002
10/22/2013,54.330002,54.759998,52.200001,52.68,52.68,83204000,-1.650002
10/23/2013,51.75,52.25,51.130001,51.900002,51.900002,57207000,0.150002
10/24/2013,52.380001,52.84,51.59,52.450001,52.450001,46775000,0.07
10/25/2013,53.18,53.240002,51.880001,51.950001,51.950001,45085000,-1.229999
10/28/2013,51.540001,51.700001,49.610001,50.23,50.23,73472000,-1.310001
10/29/2013,50.73,50.790001,49.25,49.400002,49.400002,102143000,-1.329998
10/30/2013,50,50.209999,48.75,49.009998,49.009998,127073000,-0.990002
10/31/2013,47.16,52,46.5,50.209999,50.209999,248809000,3.049999
11/1/2013,50.849998,52.09,49.720001,49.75,49.75,95033000,-1.099998
11/4/2013,49.369999,49.75,48.02,48.220001,48.220001,80371000,-1.149998
11/5/2013,47.790001,50.18,47.509998,50.110001,50.110001,76835000,2.32
11/6/2013,50.259998,50.450001,48.709999,49.119999,49.119999,67889000,-1.139999
11/7/2013,49.240002,49.869999,47.299999,47.560001,47.560001,97128000,-1.680001
11/8/2013,47.810001,48.650002,47.25,47.529999,47.529999,70731000,-0.280002
11/11/2013,47.040001,47.529999,45.73,46.200001,46.200001,80910000,-0.84
11/12/2013,46,47.369999,45.830002,46.610001,46.610001,68196000,0.610001
11/13/2013,46.23,48.740002,46.060001,48.709999,48.709999,79245000,2.479999
11/14/2013,48.700001,49.57,48.029999,48.990002,48.990002,75117000,0.290001
11/15/2013,49.110001,49.48,48.709999,49.009998,49.009998,42453000,-0.100003
11/18/2013,48.470001,48.84,45.799999,45.830002,45.830002,85910000,-2.639999
11/19/2013,46.259998,47,45.720001,46.360001,46.360001,75602000,0.100003
11/20/2013,46.610001,47.549999,46.310001,46.43,46.43,53933000,-0.180001
11/21/2013,46.990002,47.459999,46.689999,46.700001,46.700001,34886000,-0.290001
11/22/2013,47.040001,47.27,45.959999,46.23,46.23,40545000,-0.810001
11/25/2013,46.360001,46.650002,44.040001,44.82,44.82,82565000,-1.540001
11/26/2013,44.66,46.169998,43.549999,45.889999,45.889999,82016000,1.229999
11/27/2013,45.970001,46.669998,45.529999,46.490002,46.490002,44993000,0.520001
11/29/2013,46.75,47.209999,46.5,47.009998,47.009998,22953900,0.259998
12/2/2013,46.900002,47.540001,46.259998,47.060001,47.060001,50774000,0.159999
12/3/2013,46.75,47.200001,46.290001,46.73,46.73,32086000,-0.02
12/4/2013,46.459999,48.77,46.259998,48.619999,48.619999,60890000,2.16
12/5/2013,48.150002,48.700001,47.869999,48.34,48.34,43855000,0.189998
12/6/2013,48.98,49.389999,47.709999,47.939999,47.939999,42938000,-1.040001
12/9/2013,48.09,48.970001,47.740002,48.84,48.84,36056000,0.75
12/10/2013,48.639999,50.77,48.540001,50.25,50.25,68479000,1.610001
12/11/2013,50.549999,50.77,49.009998,49.380001,49.380001,65776000,-1.169998
12/12/2013,51.049999,52.07,50.66,51.830002,51.830002,92723000,0.780003
12/13/2013,51.66,53.5,51.34,53.32,53.32,82641000,1.66
12/16/2013,53.25,54.5,52.91,53.810001,53.810001,85119000,0.560001
12/17/2013,54.759998,55.18,54.240002,54.860001,54.860001,78751000,0.100003
12/18/2013,54.860001,55.889999,53.75,55.57,55.57,76003000,0.709999
12/19/2013,54.330002,55.189999,53.950001,55.049999,55.049999,89753200,0.719997
12/20/2013,54.93,55.150002,54.23,55.119999,55.119999,239824000,0.189999
12/23/2013,55.5,58.32,55.450001,57.77,57.77,98297000,2.27
12/24/2013,58.27,58.580002,56.91,57.959999,57.959999,46617800,-0.310001
12/26/2013,58.32,58.380001,57.369999,57.73,57.73,55101000,-0.59
12/27/2013,57.48,57.68,55.25,55.439999,55.439999,60466000,-2.040001
12/30/2013,54.93,55.18,53.43,53.709999,53.709999,68307000,-1.220001
12/31/2013,54.119999,54.860001,53.91,54.650002,54.650002,43076200,0.530003
1/2/2014,54.830002,55.220001,54.189999,54.709999,54.709999,43195500,-0.120003
1/3/2014,55.02,55.650002,54.529999,54.560001,54.560001,38246200,-0.459999
1/6/2014,54.419998,57.259998,54.049999,57.200001,57.200001,68852600,2.780003
1/7/2014,57.700001,58.549999,57.220001,57.919998,57.919998,77207400,0.219997
1/8/2014,57.599998,58.41,57.23,58.23,58.23,56682400,0.630002
1/9/2014,58.650002,58.959999,56.650002,57.220001,57.220001,92253300,-1.430001
1/10/2014,57.130001,58.299999,57.060001,57.939999,57.939999,42449500,0.809998
1/13/2014,57.91,58.25,55.380001,55.91,55.91,63010900,-2
1/14/2014,56.459999,57.779999,56.099998,57.740002,57.740002,37503600,1.280003
1/15/2014,57.98,58.57,57.27,57.599998,57.599998,33663400,-0.380002
1/16/2014,57.259998,58.02,56.830002,57.189999,57.189999,34541800,-0.069999
1/17/2014,57.299999,57.82,56.07,56.299999,56.299999,40849200,-1
1/21/2014,56.599998,58.580002,56.5,58.509998,58.509998,48669200,1.91
1/22/2014,58.849998,59.310001,57.099998,57.509998,57.509998,61352900,-1.34
1/23/2014,56.369999,56.68,55.689999,56.630001,56.630001,47951800,0.260002
1/24/2014,56.150002,56.419998,54.400002,54.450001,54.450001,55200700,-1.700001
1/27/2014,54.73,54.939999,51.849998,53.549999,53.549999,73924100,-1.180001
1/28/2014,54.02,55.279999,54,55.139999,55.139999,48191200,1.119999
1/29/2014,54.610001,54.950001,53.189999,53.529999,53.529999,92995600,-1.080002
1/30/2014,62.119999,62.5,60.459999,61.080002,61.080002,150178900,-1.039997
1/31/2014,60.470001,63.369999,60.169998,62.57,62.57,87794600,2.099999
2/3/2014,63.029999,63.77,60.700001,61.48,61.48,74866600,-1.549999
2/4/2014,62.049999,63.139999,61.82,62.75,62.75,45985500,0.700001
2/5/2014,62.740002,63.16,61.27,62.189999,62.189999,51685100,-0.550003
2/6/2014,61.459999,62.779999,61.459999,62.16,62.16,42086500,0.700001
2/7/2014,62.27,64.57,62.220001,64.32,64.32,60704300,2.05
2/10/2014,64.300003,64.489998,63.470001,63.549999,63.549999,43666100,-0.750004
2/11/2014,63.75,65,63.349998,64.849998,64.849998,45675600,1.099998
